id;target number;weight level;time;;total time
8;1;medium;7,120029
8;2;medium;1,511114
8;3;medium;1,300002
8;4;medium;1,588892
8;5;medium;1,188891
8;6;medium;1,466669
8;7;medium;1,37778
8;8;medium;1,322224
8;9;medium;2,055559
8;10;medium;1,455558
8;11;medium;1,266669
8;12;medium;1,322224
8;13;medium;1,66667
8;14;medium;1,433336
8;15;medium;1,47778
8;16;medium;1,022224
8;17;medium;1,155557
8;18;medium;1,466669
8;19;medium;1,66667
8;20;medium;4,388882
8;21;medium;1,600003
8;22;medium;1,111113
8;23;medium;1,233335
8;24;medium;1,200002
8;25;medium;0,8333342
8;26;medium;1,311113
8;27;medium;1,66667
8;28;medium;1,700003
8;29;medium;1,366669
8;30;medium;1,066668
8;31;medium;1,455558
8;32;medium;1,577781
8;33;medium;4,233324
8;34;medium;1,311113
8;35;medium;2,233335
8;36;medium;1,055557
8;37;medium;1,511114
8;38;medium;1,433336
8;39;medium;3,877766
8;40;medium;0,9222233
8;41;medium;1,677781
8;42;medium;2,755553
8;43;medium;1,222224
8;44;medium;1,388891
8;45;medium;1,211113
8;46;medium;1,200002
8;47;medium;1,100002
8;48;medium;1,822226
8;49;medium;1,222224
8;50;medium;3,544436
8;51;medium;3,511103
;;;;;90,60896
9;1;heavy;6,297796
9;2;heavy;1,522225
9;3;heavy;1,47778
9;4;heavy;1,366669
9;5;heavy;1,333336
9;6;heavy;1,200002
9;7;heavy;2,144447
9;8;heavy;1,922226
9;9;heavy;1,133335
9;10;heavy;0,900001
9;11;heavy;1,288891
9;12;heavy;1,500003
9;13;heavy;0,9444456
9;14;heavy;1,055557
9;15;heavy;1,000001
9;16;heavy;1,511114
9;17;heavy;1,188891
9;18;heavy;1,522225
9;19;heavy;1,355558
9;20;heavy;1,677781
9;21;heavy;1,100002
9;22;heavy;1,288891
9;23;heavy;1,488891
9;24;heavy;1,222224
9;25;heavy;1,077779
9;26;heavy;1,66667
9;27;heavy;1,166668
9;28;heavy;1,788892
9;29;heavy;0,8555565
9;30;heavy;1,166668
9;31;heavy;1,877781
9;32;heavy;1,577781
9;33;heavy;2,622221
9;34;heavy;2,911108
9;35;heavy;1,055557
9;36;heavy;1,788892
9;37;heavy;1,988893
9;38;heavy;2,400001
9;39;heavy;1,644447
9;40;heavy;1,08889
9;41;heavy;2,377779
9;42;heavy;1,677781
9;43;heavy;1,37778
9;44;heavy;3,444437
9;45;heavy;1,255558
9;46;heavy;2,744442
9;47;heavy;2,711109
9;48;heavy;3,299993
9;49;heavy;2,022226
9;50;heavy;2,944441
9;51;heavy;4,011099
;;;;;91,98673
9;1;light;3,475548
9;2;light;1,133335
9;3;light;1,37778
9;4;light;1,222224
9;5;light;1,222224
9;6;light;1,288891
9;7;light;1,744448
9;8;light;1,488891
9;9;light;1,144446
9;10;light;1,011112
9;11;light;1,611114
9;12;light;1,044446
9;13;light;1,122224
9;14;light;1,544447
9;15;light;1,711114
9;16;light;1,08889
9;17;light;1,322224
9;18;light;1,37778
9;19;light;1,522225
9;20;light;1,08889
9;21;light;1,022224
9;22;light;1,47778
9;23;light;1,511114
9;24;light;1,011112
9;25;light;2,777775
9;26;light;1,288891
9;27;light;1,66667
9;28;light;1,27778
9;29;light;1,244446
9;30;light;2,044448
9;31;light;1,144446
9;32;light;1,366669
9;33;light;1,877781
9;34;light;1,266669
9;35;light;1,333336
9;36;light;1,288891
9;37;light;1,688892
9;38;light;1,08889
9;39;light;2,61111
9;40;light;0,9222233
9;41;light;2,188891
9;42;light;1,844448
9;43;light;1,133335
9;44;light;1,17778
9;45;light;1,077779
9;46;light;1,055557
9;47;light;1,655559
9;48;light;1,600003
9;49;light;1,122224
9;50;light;1,266669
9;51;light;1,255558
;;;;;73,8312
9;1;medium;3,031107
9;2;medium;1,111113
9;3;medium;1,08889
9;4;medium;1,288891
9;5;medium;1,455558
9;6;medium;1,800003
9;7;medium;1,455558
9;8;medium;0,9444456
9;9;medium;1,122224
9;10;medium;1,488891
9;11;medium;1,17778
9;12;medium;1,17778
9;13;medium;1,100002
9;14;medium;1,266669
9;15;medium;1,47778
9;16;medium;1,222224
9;17;medium;1,233335
9;18;medium;1,08889
9;19;medium;1,17778
9;20;medium;1,422225
9;21;medium;0,8666676
9;22;medium;1,755559
9;23;medium;1,566669
9;24;medium;3,833322
9;25;medium;1,366669
9;26;medium;1,733337
9;27;medium;1,37778
9;28;medium;1,288891
9;29;medium;2,544444
9;30;medium;1,055557
9;31;medium;1,877781
9;32;medium;1,855559
9;33;medium;1,888893
9;34;medium;2,111114
9;35;medium;1,27778
9;36;medium;3,211105
9;37;medium;0,9666679
9;38;medium;2,422223
9;39;medium;1,47778
9;40;medium;1,055557
9;41;medium;1,611114
9;42;medium;1,555558
9;43;medium;1,711114
9;44;medium;1,333336
9;45;medium;1,200002
9;46;medium;1,288891
9;47;medium;1,644447
9;48;medium;1,966671
9;49;medium;1,055557
9;50;medium;1,333336
9;51;medium;1,044446
;;;;;78,40897
9;1;heavy;3,753323
9;2;heavy;1,188891
9;3;heavy;1,444447
9;4;heavy;1,17778
9;5;heavy;1,08889
9;6;heavy;1,066668
9;7;heavy;1,122224
9;8;heavy;1,388891
9;9;heavy;1,144446
9;10;heavy;1,344447
9;11;heavy;1,000001
9;12;heavy;1,066668
9;13;heavy;1,255558
9;14;heavy;1,855559
9;15;heavy;1,411114
9;16;heavy;1,022224
9;17;heavy;1,544447
9;18;heavy;1,066668
9;19;heavy;1,08889
9;20;heavy;1,322224
9;21;heavy;0,9888902
9;22;heavy;1,466669
9;23;heavy;1,355558
9;24;heavy;1,444447
9;25;heavy;1,544447
9;26;heavy;2,188891
9;27;heavy;1,422225
9;28;heavy;1,388891
9;29;heavy;1,933337
9;30;heavy;0,9666679
9;31;heavy;1,522225
9;32;heavy;1,400002
9;33;heavy;1,200002
9;34;heavy;1,455558
9;35;heavy;0,9666679
9;36;heavy;1,511114
9;37;heavy;1,933337
9;38;heavy;1,055557
9;39;heavy;1,555558
9;40;heavy;1,133335
9;41;heavy;1,166668
9;42;heavy;1,222224
9;43;heavy;1,66667
9;44;heavy;1,622225
9;45;heavy;1,288891
9;46;heavy;1,133335
9;47;heavy;1,400002
9;48;heavy;1,877781
9;49;heavy;1,200002
9;50;heavy;1,588892
9;51;heavy;1,47778
;;;;;71,43122
9;1;light;3,775545
9;2;light;1,777781
9;3;light;1,166668
9;4;light;1,155557
9;5;light;1,433336
9;6;light;0,8888899
9;7;light;1,622225
9;8;light;1,388891
9;9;light;1,37778
9;10;light;1,155557
9;11;light;1,200002
9;12;light;1,033335
9;13;light;1,566669
9;14;light;0,9333345
9;15;light;1,355558
9;16;light;0,9666679
9;17;light;1,08889
9;18;light;0,9444456
9;19;light;1,27778
9;20;light;1,633336
9;21;light;1,077779
9;22;light;1,611114
9;23;light;1,155557
9;24;light;1,211113
9;25;light;1,300002
9;26;light;0,9444456
9;27;light;1,077779
9;28;light;1,144446
9;29;light;0,900001
9;30;light;0,9555568
9;31;light;1,622225
9;32;light;1,122224
9;33;light;1,488891
9;34;light;1,033335
9;35;light;1,122224
9;36;light;1,322224
9;37;light;2,644443
9;38;light;1,400002
9;39;light;1,466669
9;40;light;2,06667
9;41;light;1,600003
9;42;light;1,37778
9;43;light;2,022226
9;44;light;1,900004
9;45;light;1,466669
9;46;light;2,266668
9;47;light;1,366669
9;48;light;2,822219
9;49;light;0,9666679
9;50;light;1,222224
9;51;light;1,911115
;;;;;73,33121
