id;target number;weight level;time;;total time
8;1;light;4,964445
8;2;light;1,577781
8;3;light;2,06667
8;4;light;1,155557
8;5;light;2,655554
8;6;light;1,76667
8;7;light;2,155558
8;8;light;1,733337
8;9;light;1,655559
8;10;light;1,988893
8;11;light;1,055557
8;12;light;1,922226
8;13;light;1,800003
8;14;light;1,811115
8;15;light;1,544447
8;16;light;1,100002
8;17;light;1,511114
8;18;light;1,744448
8;19;light;1,600003
8;20;light;1,722225
8;21;light;1,322224
8;22;light;1,488891
8;23;light;1,444447
8;24;light;1,433336
8;25;light;2,677776
8;26;light;1,188891
8;27;light;1,288891
8;28;light;1,066668
8;29;light;1,288891
8;30;light;1,47778
8;31;light;1,744448
8;32;light;1,600003
8;33;light;1,655559
8;34;light;1,688892
8;35;light;1,555558
8;36;light;1,533336
8;37;light;1,200002
8;38;light;1,122224
8;39;light;1,17778
8;40;light;1,677781
8;41;light;1,533336
8;42;light;1,388891
8;43;light;1,011112
8;44;light;1,166668
8;45;light;1,433336
8;46;light;1,17778
8;47;light;1,66667
8;48;light;1,600003
8;49;light;2,000004
8;50;light;2,344445
8;51;light;0,9555568
;;;;;83,44235
8;1;heavy;3,686657
8;2;heavy;2,233335
8;3;heavy;1,811115
8;4;heavy;1,577781
8;5;heavy;1,255558
8;6;heavy;2,522222
8;7;heavy;1,400002
8;8;heavy;1,788892
8;9;heavy;1,977782
8;10;heavy;1,366669
8;11;heavy;1,811115
8;12;heavy;2,277779
8;13;heavy;1,433336
8;14;heavy;1,200002
8;15;heavy;1,900004
8;16;heavy;1,733337
8;17;heavy;1,744448
8;18;heavy;1,788892
8;19;heavy;1,822226
8;20;heavy;1,500003
8;21;heavy;1,17778
8;22;heavy;1,100002
8;23;heavy;1,08889
8;24;heavy;1,500003
8;25;heavy;2,055559
8;26;heavy;1,788892
8;27;heavy;1,155557
8;28;heavy;1,300002
8;29;heavy;1,344447
8;30;heavy;1,166668
8;31;heavy;1,66667
8;32;heavy;1,633336
8;33;heavy;1,722225
8;34;heavy;1,133335
8;35;heavy;1,600003
8;36;heavy;2,655554
8;37;heavy;2,122225
8;38;heavy;1,911115
8;39;heavy;2,555555
8;40;heavy;2,044448
8;41;heavy;1,755559
8;42;heavy;1,344447
8;43;heavy;1,822226
8;44;heavy;1,722225
8;45;heavy;1,600003
8;46;heavy;1,444447
8;47;heavy;1,200002
8;48;heavy;1,144446
8;49;heavy;1,200002
8;50;heavy;2,211113
8;51;heavy;1,888893
;;;;;86,88681
8;1;medium;8,208933
8;2;medium;1,044446
8;3;medium;1,833337
8;4;medium;1,655559
8;5;medium;1,144446
8;6;medium;1,333336
8;7;medium;1,388891
8;8;medium;1,355558
8;9;medium;1,566669
8;10;medium;1,500003
8;11;medium;2,28889
8;12;medium;1,311113
8;13;medium;1,66667
8;14;medium;1,266669
8;15;medium;1,722225
8;16;medium;1,488891
8;17;medium;1,411114
8;18;medium;1,811115
8;19;medium;1,833337
8;20;medium;2,17778
8;21;medium;1,222224
8;22;medium;1,000001
8;23;medium;1,788892
8;24;medium;1,600003
8;25;medium;1,955559
8;26;medium;0,977779
8;27;medium;1,155557
8;28;medium;1,444447
8;29;medium;1,488891
8;30;medium;1,266669
8;31;medium;1,733337
8;32;medium;1,37778
8;33;medium;1,722225
8;34;medium;1,311113
8;35;medium;1,611114
8;36;medium;1,488891
8;37;medium;1,500003
8;38;medium;1,733337
8;39;medium;3,011107
8;40;medium;1,266669
8;41;medium;1,755559
8;42;medium;1,633336
8;43;medium;1,066668
8;44;medium;1,27778
8;45;medium;1,288891
8;46;medium;1,888893
8;47;medium;1,555558
8;48;medium;1,977782
8;49;medium;1,211113
8;50;medium;1,37778
8;51;medium;1,300002
;;;;;84,99795
8;1;light;3,653324
8;2;light;1,188891
8;3;light;1,411114
8;4;light;0,977779
8;5;light;1,677781
8;6;light;1,444447
8;7;light;1,27778
8;8;light;1,488891
8;9;light;2,06667
8;10;light;2,000004
8;11;light;1,944448
8;12;light;1,055557
8;13;light;1,333336
8;14;light;1,444447
8;15;light;1,988893
8;16;light;1,800003
8;17;light;1,388891
8;18;light;1,08889
8;19;light;1,400002
8;20;light;1,900004
8;21;light;1,977782
8;22;light;1,977782
8;23;light;1,622225
