time;distance to prev position;controller position;camera position;distance to prev target;distance to current target
0,8215105;0,1781317;(0.0719, 1.1447, -0.4984);(0.1340, 1.4419, -1.0461);4,4730;4,4072
0,8437579;0,1805362;(0.0737, 1.1431, -0.4984);(0.1349, 1.4417, -1.0461);4,4738;4,4070
0,8548765;0,1814736;(0.0744, 1.1424, -0.4983);(0.1353, 1.4416, -1.0461);4,4741;4,4069
0,8660727;0,1826719;(0.0753, 1.1417, -0.4984);(0.1357, 1.4416, -1.0461);4,4746;4,4069
0,8772703;0,1836362;(0.0760, 1.1410, -0.4985);(0.1361, 1.4416, -1.0461);4,4750;4,4069
0,8882929;0,1845419;(0.0766, 1.1404, -0.4988);(0.1365, 1.4415, -1.0461);4,4756;4,4072
0,8994461;0,1853859;(0.0771, 1.1398, -0.4987);(0.1367, 1.4413, -1.0462);4,4759;4,4071
0,9103916;0,1864426;(0.0778, 1.1389, -0.4987);(0.1371, 1.4413, -1.0462);4,4761;4,4070
0,9215723;0,1871135;(0.0782, 1.1384, -0.4985);(0.1374, 1.4412, -1.0462);4,4762;4,4068
0,9326863;0,1878991;(0.0783, 1.1377, -0.4984);(0.1377, 1.4411, -1.0462);4,4762;4,4067
0,9438059;0,1886675;(0.0787, 1.1370, -0.4984);(0.1380, 1.4410, -1.0462);4,4764;4,4066
0,9550222;0,1897059;(0.0790, 1.1360, -0.4987);(0.1382, 1.4410, -1.0462);4,4769;4,4068
0,9659533;0,1906487;(0.0793, 1.1352, -0.4990);(0.1385, 1.4410, -1.0463);4,4773;4,4070
0,9772466;0,1916597;(0.0797, 1.1343, -0.4991);(0.1387, 1.4410, -1.0462);4,4777;4,4071
0,9772466;0,1916597;(0.0797, 1.1343, -0.4991);(0.1387, 1.4410, -1.0462);4,4777;4,4071
0,9992797;0,1939199;(0.0808, 1.1323, -0.4991);(0.1389, 1.4409, -1.0463);4,4784;4,4070
1,010716;0,1949071;(0.0814, 1.1315, -0.4993);(0.1390, 1.4409, -1.0463);4,4788;4,4071
1,021546;0,1957538;(0.0816, 1.1307, -0.4994);(0.1390, 1.4408, -1.0463);4,4790;4,4071
1,032557;0,1961873;(0.0819, 1.1304, -0.4995);(0.1391, 1.4407, -1.0463);4,4793;4,4072
1,043725;0,1965679;(0.0820, 1.1300, -0.4995);(0.1391, 1.4407, -1.0463);4,4794;4,4072
1,054793;0,197011;(0.0822, 1.1296, -0.4997);(0.1391, 1.4405, -1.0465);4,4796;4,4073
1,065762;0,1974406;(0.0823, 1.1292, -0.4997);(0.1392, 1.4405, -1.0465);4,4797;4,4074
1,076819;0,1979187;(0.0824, 1.1288, -0.4998);(0.1392, 1.4404, -1.0465);4,4799;4,4074
1,087988;0,1985409;(0.0827, 1.1282, -0.4999);(0.1393, 1.4404, -1.0465);4,4802;4,4075
1,098969;0,1992082;(0.0829, 1.1276, -0.5002);(0.1393, 1.4403, -1.0465);4,4806;4,4078
1,110271;0,1998788;(0.0833, 1.1271, -0.5004);(0.1393, 1.4403, -1.0465);4,4810;4,4079
1,121293;0,200599;(0.0839, 1.1270, -0.5002);(0.1393, 1.4402, -1.0465);4,4810;4,4077
1,132579;0,2011681;(0.0842, 1.1265, -0.5004);(0.1393, 1.4402, -1.0465);4,4813;4,4078
1,132579;0,2011681;(0.0842, 1.1265, -0.5004);(0.1393, 1.4402, -1.0465);4,4813;4,4078
1,154498;0,2022802;(0.0846, 1.1255, -0.5005);(0.1394, 1.4401, -1.0465);4,4817;4,4079
1,165873;0,2027258;(0.0846, 1.1250, -0.5005);(0.1393, 1.4401, -1.0466);4,4817;4,4078
1,177529;0,2029639;(0.0847, 1.1248, -0.5005);(0.1394, 1.4401, -1.0465);4,4819;4,4079
1,177529;0,2029639;(0.0847, 1.1248, -0.5005);(0.1394, 1.4401, -1.0465);4,4819;4,4079
1,199556;0,2033381;(0.0850, 1.1251, -0.5005);(0.1395, 1.4400, -1.0465);4,4819;4,4079
1,210493;0,2031492;(0.0849, 1.1249, -0.5005);(0.1396, 1.4401, -1.0464);4,4819;4,4079
1,221455;0,2036201;(0.0848, 1.1245, -0.5005);(0.1396, 1.4401, -1.0464);4,4819;4,4078
1,232616;0,2037808;(0.0848, 1.1243, -0.5005);(0.1397, 1.4401, -1.0464);4,4820;4,4079
1,243658;0,2041145;(0.0847, 1.1240, -0.5006);(0.1397, 1.4401, -1.0464);4,4820;4,4079
1,254769;0,2043623;(0.0849, 1.1238, -0.5007);(0.1398, 1.4402, -1.0464);4,4821;4,4080
1,265857;0,2046768;(0.0851, 1.1238, -0.5009);(0.1398, 1.4402, -1.0464);4,4824;4,4082
1,27698;0,2050067;(0.0851, 1.1234, -0.5010);(0.1398, 1.4402, -1.0465);4,4825;4,4082
1,288024;0,2047984;(0.0849, 1.1235, -0.5008);(0.1399, 1.4402, -1.0463);4,4824;4,4081
1,288024;0,2047984;(0.0849, 1.1235, -0.5008);(0.1399, 1.4402, -1.0463);4,4824;4,4081
1,310054;0,2042614;(0.0844, 1.1233, -0.5008);(0.1401, 1.4402, -1.0463);4,4822;4,4081
1,321476;0,2039804;(0.0842, 1.1232, -0.5008);(0.1402, 1.4402, -1.0464);4,4821;4,4081
1,332367;0,2037546;(0.0840, 1.1232, -0.5008);(0.1403, 1.4402, -1.0464);4,4819;4,4081
1,343545;0,203424;(0.0837, 1.1230, -0.5006);(0.1404, 1.4402, -1.0463);4,4817;4,4079
1,354646;0,2032668;(0.0836, 1.1229, -0.5007);(0.1405, 1.4402, -1.0463);4,4817;4,4079
1,365719;0,203057;(0.0836, 1.1227, -0.5006);(0.1406, 1.4402, -1.0463);4,4817;4,4079
1,376863;0,2033126;(0.0838, 1.1225, -0.5007);(0.1407, 1.4401, -1.0463);4,4818;4,4079
1,387873;0,203583;(0.0839, 1.1223, -0.5008);(0.1407, 1.4401, -1.0462);4,4820;4,4080
1,387873;0,203583;(0.0839, 1.1223, -0.5008);(0.1407, 1.4401, -1.0462);4,4820;4,4080
1,409952;0,2042495;(0.0838, 1.1216, -0.5010);(0.1408, 1.4401, -1.0462);4,4822;4,4081
1,42114;0,2038164;(0.0835, 1.1214, -0.5010);(0.1409, 1.4401, -1.0461);4,4821;4,4082
1,432204;0,2041198;(0.0835, 1.1211, -0.5011);(0.1410, 1.4401, -1.0461);4,4822;4,4082
1,443552;0,2044292;(0.0836, 1.1213, -0.5012);(0.1411, 1.4400, -1.0461);4,4823;4,4084
1,443552;0,2044292;(0.0836, 1.1213, -0.5012);(0.1411, 1.4400, -1.0461);4,4823;4,4084
1,465372;0,2038865;(0.0835, 1.1208, -0.5011);(0.1412, 1.4399, -1.0459);4,4823;4,4083
1,476406;0,2041024;(0.0835, 1.1206, -0.5012);(0.1413, 1.4399, -1.0460);4,4823;4,4083
1,487417;0,2036834;(0.0834, 1.1202, -0.5011);(0.1414, 1.4398, -1.0460);4,4823;4,4082
1,498605;0,2040332;(0.0832, 1.1200, -0.5013);(0.1415, 1.4398, -1.0460);4,4824;4,4084
1,509633;0,204299;(0.0832, 1.1197, -0.5013);(0.1415, 1.4397, -1.0460);4,4825;4,4084
1,520899;0,2045871;(0.0833, 1.1195, -0.5013);(0.1415, 1.4397, -1.0460);4,4825;4,4083
1,531895;0,2048234;(0.0833, 1.1193, -0.5013);(0.1416, 1.4396, -1.0460);4,4826;4,4084
1,543012;0,2052724;(0.0833, 1.1188, -0.5014);(0.1416, 1.4396, -1.0459);4,4826;4,4085
1,554506;0,2054758;(0.0833, 1.1186, -0.5015);(0.1417, 1.4396, -1.0458);4,4827;4,4085
1,565252;0,2058546;(0.0833, 1.1183, -0.5017);(0.1418, 1.4395, -1.0458);4,4829;4,4087
1,576505;0,2061467;(0.0834, 1.1180, -0.5018);(0.1419, 1.4395, -1.0458);4,4831;4,4087
1,587778;0,2064421;(0.0835, 1.1178, -0.5019);(0.1420, 1.4394, -1.0458);4,4832;4,4088
1,599;0,206647;(0.0835, 1.1176, -0.5020);(0.1420, 1.4394, -1.0457);4,4834;4,4089
1,599;0,206647;(0.0835, 1.1176, -0.5020);(0.1420, 1.4394, -1.0457);4,4834;4,4089
1,621197;0,2061276;(0.0835, 1.1171, -0.5019);(0.1421, 1.4393, -1.0456);4,4833;4,4088
1,632352;0,2062682;(0.0834, 1.1170, -0.5019);(0.1421, 1.4393, -1.0455);4,4833;4,4089
1,643474;0,2061856;(0.0833, 1.1170, -0.5019);(0.1422, 1.4392, -1.0454);4,4833;4,4088
1,654454;0,2066181;(0.0831, 1.1168, -0.5022);(0.1422, 1.4392, -1.0454);4,4835;4,4091
1,665631;0,2066693;(0.0831, 1.1167, -0.5023);(0.1422, 1.4391, -1.0454);4,4835;4,4092
1,676725;0,2071718;(0.0835, 1.1165, -0.5021);(0.1422, 1.4391, -1.0453);4,4836;4,4090
1,687968;0,2073132;(0.0835, 1.1164, -0.5022);(0.1423, 1.4391, -1.0452);4,4837;4,4091
1,699099;0,2070644;(0.0834, 1.1162, -0.5021);(0.1423, 1.4391, -1.0452);4,4836;4,4090
1,710407;0,2069392;(0.0833, 1.1163, -0.5021);(0.1424, 1.4391, -1.0451);4,4835;4,4090
1,721749;0,2071069;(0.0832, 1.1164, -0.5021);(0.1424, 1.4391, -1.0450);4,4835;4,4090
1,73273;0,2070457;(0.0832, 1.1164, -0.5021);(0.1425, 1.4391, -1.0448);4,4835;4,4090
