time;distance to prev position;controller position;camera position;distance to prev target;distance to current target
(-1.7080, 1.5344, 3.5867);(0.1513, 0.8669, 3.8993)

0;-0,0003495752;(-0.1011, 1.2127, -0.5037);(0.1166, 1.4530, -1.0540);4,4064;4,4237
0;-0,0003495752;(-0.1011, 1.2127, -0.5037);(0.1166, 1.4530, -1.0540);4,4064;4,4237
0,0222244;-0,001915251;(-0.1002, 1.2125, -0.5023);(0.1166, 1.4530, -1.0537);4,4055;4,4223
0,0222244;-0,001915251;(-0.1002, 1.2125, -0.5023);(0.1166, 1.4530, -1.0537);4,4055;4,4223
0,0335562;-0,002213896;(-0.1003, 1.2122, -0.5022);(0.1166, 1.4530, -1.0536);4,4054;4,4222
0,0451046;-0,001473826;(-0.1008, 1.2121, -0.5027);(0.1165, 1.4529, -1.0535);4,4057;4,4227
0,0617718;-0,002716327;(-0.1020, 1.2119, -0.5029);(0.1165, 1.4529, -1.0535);4,4055;4,4230
0,0772073;-0,003851786;(-0.1030, 1.2114, -0.5030);(0.1165, 1.4529, -1.0533);4,4052;4,4230
0,0882938;-0,001106818;(-0.1050, 1.2124, -0.5045);(0.1164, 1.4529, -1.0532);4,4058;4,4248
0,0995839;-0,003046303;(-0.1037, 1.2118, -0.5032);(0.1164, 1.4530, -1.0530);4,4051;4,4234
0,1105634;-0,003219417;(-0.1038, 1.2117, -0.5031);(0.1164, 1.4530, -1.0529);4,4050;4,4233
0,1218333;-0,003700698;(-0.1039, 1.2113, -0.5030);(0.1163, 1.4530, -1.0528);4,4049;4,4231
0,1329104;-0,004074225;(-0.1041, 1.2111, -0.5027);(0.1163, 1.4530, -1.0526);4,4046;4,4228
0,1441137;-0,004559915;(-0.1045, 1.2110, -0.5028);(0.1162, 1.4531, -1.0525);4,4045;4,4229
0,1441137;-0,004559915;(-0.1045, 1.2110, -0.5028);(0.1162, 1.4531, -1.0525);4,4045;4,4229
0,1662054;-0,004134346;(-0.1044, 1.2106, -0.5028);(0.1161, 1.4530, -1.0524);4,4046;4,4229
0,1778057;-0,003885793;(-0.1042, 1.2105, -0.5029);(0.1160, 1.4529, -1.0523);4,4048;4,4230
0,1886165;-0,001092393;(-0.1060, 1.2113, -0.5049);(0.1159, 1.4529, -1.0521);4,4059;4,4251
0,1997084;-0,002130726;(-0.1050, 1.2114, -0.5045);(0.1160, 1.4529, -1.0519);4,4059;4,4247
0,1997084;-0,002130726;(-0.1050, 1.2114, -0.5045);(0.1160, 1.4529, -1.0519);4,4059;4,4247
0,2218743;0,001245021;(-0.1018, 1.2106, -0.5041);(0.1162, 1.4526, -1.0518);4,4067;4,4240
0,2329739;0,004039304;(-0.0991, 1.2097, -0.5036);(0.1163, 1.4525, -1.0517);4,4073;4,4233
0,2440375;-0,002229455;(-0.0938, 1.2092, -0.5004);(0.1163, 1.4523, -1.0515);4,4064;4,4198
0,2552778;0,0004004333;(-0.0915, 1.2078, -0.5008);(0.1164, 1.4521, -1.0514);4,4076;4,4199
0,266459;0,004653754;(-0.0875, 1.2066, -0.5004);(0.1166, 1.4519, -1.0513);4,4088;4,4192
0,2775975;0,007880134;(-0.0845, 1.2055, -0.5011);(0.1167, 1.4517, -1.0511);4,4107;4,4197
0,2885386;0,01081297;(-0.0823, 1.2056, -0.5030);(0.1169, 1.4515, -1.0510);4,4132;4,4215
0,2996372;0,01482929;(-0.0784, 1.2045, -0.5028);(0.1171, 1.4512, -1.0508);4,4146;4,4210
0,3106487;0,01926976;(-0.0741, 1.2034, -0.5028);(0.1172, 1.4508, -1.0506);4,4162;4,4207
0,3216734;0,02631279;(-0.0677, 1.2016, -0.5006);(0.1174, 1.4503, -1.0506);4,4167;4,4180
0,3332798;0,03094319;(-0.0633, 1.2001, -0.5007);(0.1176, 1.4499, -1.0505);4,4186;4,4179
0,3437971;0,03661229;(-0.0579, 1.1985, -0.5000);(0.1178, 1.4495, -1.0504);4,4201;4,4168
0,3549488;0,04143467;(-0.0535, 1.1967, -0.5003);(0.1180, 1.4490, -1.0503);4,4221;4,4167
0,3549488;0,04143467;(-0.0535, 1.1967, -0.5003);(0.1180, 1.4490, -1.0503);4,4221;4,4167
0,3771;0,05162909;(-0.0439, 1.1931, -0.5010);(0.1185, 1.4482, -1.0501);4,4266;4,4167
0,3881076;0,05753019;(-0.0385, 1.1909, -0.5009);(0.1187, 1.4477, -1.0501);4,4288;4,4162
0,3991758;0,06289487;(-0.0334, 1.1892, -0.5010);(0.1191, 1.4474, -1.0500);4,4309;4,4159
0,4103939;0,0687554;(-0.0280, 1.1871, -0.5002);(0.1193, 1.4470, -1.0499);4,4323;4,4147
0,4212851;0,07440891;(-0.0228, 1.1849, -0.5007);(0.1195, 1.4465, -1.0498);4,4350;4,4149
0,4325654;0,07952078;(-0.0180, 1.1831, -0.5007);(0.1198, 1.4461, -1.0497);4,4369;4,4146
0,4437274;0,08404447;(-0.0138, 1.1814, -0.5011);(0.1200, 1.4456, -1.0497);4,4390;4,4147
0,4546933;0,08842872;(-0.0097, 1.1801, -0.5013);(0.1203, 1.4453, -1.0495);4,4409;4,4147
0,4657927;0,09367891;(-0.0050, 1.1780, -0.5002);(0.1205, 1.4449, -1.0494);4,4419;4,4133
0,4769792;0,09779873;(-0.0011, 1.1767, -0.5005);(0.1208, 1.4445, -1.0492);4,4437;4,4133
0,4881377;0,1018657;(0.0028, 1.1755, -0.5002);(0.1211, 1.4442, -1.0491);4,4450;4,4128
0,499272;0,1060749;(0.0069, 1.1744, -0.5003);(0.1215, 1.4438, -1.0489);4,4468;4,4127
0,5106612;0,1101401;(0.0107, 1.1730, -0.5000);(0.1218, 1.4435, -1.0488);4,4481;4,4122
0,5106612;0,1101401;(0.0107, 1.1730, -0.5000);(0.1218, 1.4435, -1.0488);4,4481;4,4122
0,5326787;0,1175138;(0.0174, 1.1701, -0.5004);(0.1224, 1.4431, -1.0485);4,4513;4,4121
0,5439559;0,1208263;(0.0204, 1.1687, -0.5002);(0.1228, 1.4430, -1.0484);4,4524;4,4118
0,5548497;0,1240391;(0.0235, 1.1677, -0.5001);(0.1231, 1.4428, -1.0483);4,4536;4,4115
0,5660889;0,1269994;(0.0262, 1.1665, -0.5000);(0.1234, 1.4427, -1.0483);4,4547;4,4113
0,5660889;0,1269994;(0.0262, 1.1665, -0.5000);(0.1234, 1.4427, -1.0483);4,4547;4,4113
0,5883928;0,1333135;(0.0322, 1.1646, -0.5000);(0.1241, 1.4425, -1.0480);4,4572;4,4110
0,599264;0,1361583;(0.0349, 1.1637, -0.4999);(0.1244, 1.4424, -1.0479);4,4582;4,4108
0,6104789;0,1394773;(0.0379, 1.1623, -0.4996);(0.1249, 1.4424, -1.0476);4,4592;4,4102
0,6215245;0,1426696;(0.0409, 1.1613, -0.4992);(0.1253, 1.4423, -1.0475);4,4601;4,4097
0,6326401;0,1455816;(0.0436, 1.1602, -0.4991);(0.1257, 1.4424, -1.0474);4,4611;4,4094
0,6437497;0,1479753;(0.0456, 1.1590, -0.4993);(0.1261, 1.4424, -1.0473);4,4622;4,4095
0,6549553;0,1507478;(0.0482, 1.1580, -0.4994);(0.1265, 1.4424, -1.0473);4,4634;4,4095
0,6661052;0,1532678;(0.0506, 1.1571, -0.4995);(0.1270, 1.4424, -1.0473);4,4645;4,4095
0,6661052;0,1532678;(0.0506, 1.1571, -0.4995);(0.1270, 1.4424, -1.0473);4,4645;4,4095
0,6883867;0,1579033;(0.0548, 1.1551, -0.4991);(0.1278, 1.4424, -1.0472);4,4660;4,4089
0,6996335;0,1598895;(0.0567, 1.1545, -0.4992);(0.1283, 1.4423, -1.0471);4,4668;4,4089
0,7106337;0,1622482;(0.0587, 1.1533, -0.4990);(0.1287, 1.4423, -1.0470);4,4676;4,4086
0,7218929;0,164309;(0.0605, 1.1523, -0.4990);(0.1292, 1.4422, -1.0469);4,4683;4,4084
0,7327195;0,1664566;(0.0624, 1.1513, -0.4989);(0.1297, 1.4422, -1.0469);4,4691;4,4083
0,7440757;0,1681633;(0.0639, 1.1506, -0.4988);(0.1303, 1.4421, -1.0468);4,4697;4,4081
0,7551537;0,1699117;(0.0654, 1.1497, -0.4987);(0.1308, 1.4421, -1.0467);4,4703;4,4079
0,7659563;0,1713925;(0.0666, 1.1489, -0.4986);(0.1314, 1.4420, -1.0465);4,4708;4,4077
0,7770764;0,17269;(0.0677, 1.1482, -0.4985);(0.1319, 1.4420, -1.0464);4,4712;4,4076
0,7770764;0,17269;(0.0677, 1.1482, -0.4985);(0.1319, 1.4420, -1.0464);4,4712;4,4076
0,7990867;0,1754256;(0.0698, 1.1463, -0.4985);(0.1330, 1.4419, -1.0463);4,4721;4,4074
0,8103729;0,1768324;(0.0709, 1.1455, -0.4984);(0.1335, 1.4419, -1.0462);4,4725;4,4072
0,8215105;0,1781317;(0.0719, 1.1447, -0.4984);(0.1340, 1.4419, -1.0461);4,4730;4,4072
