time;distance to prev position;controller position;camera position;distance to prev target;distance to current target
(1.7746, 2.6649, 3.8405);(0.2817, 1.3382, 3.9458)

0;0,000366015;(0.2667, 1.2915, -0.5353);(0.1540, 1.4556, -1.0460);4,8277;4,4814
0;0,000366015;(0.2667, 1.2915, -0.5353);(0.1540, 1.4556, -1.0460);4,8277;4,4814
0,0280296;0,0005619923;(0.2666, 1.2915, -0.5354);(0.1539, 1.4556, -1.0462);4,8279;4,4815
0,0343085;0,0007417962;(0.2667, 1.2915, -0.5356);(0.1538, 1.4557, -1.0464);4,8280;4,4817
0,0504755;0,001014436;(0.2668, 1.2915, -0.5358);(0.1538, 1.4557, -1.0465);4,8282;4,4819
0,0557902;0,00135076;(0.2670, 1.2915, -0.5361);(0.1539, 1.4559, -1.0467);4,8284;4,4822
0,0647788;0,00174726;(0.2672, 1.2914, -0.5364);(0.1538, 1.4559, -1.0468);4,8287;4,4825
0,0755415;0,001937027;(0.2673, 1.2915, -0.5366);(0.1538, 1.4559, -1.0470);4,8287;4,4827
0,08677571;0,002303925;(0.2675, 1.2915, -0.5369);(0.1537, 1.4559, -1.0471);4,8289;4,4830
0,09785821;0,002703299;(0.2675, 1.2917, -0.5373);(0.1536, 1.4558, -1.0473);4,8292;4,4834
0,1091688;0,003065881;(0.2676, 1.2918, -0.5376);(0.1536, 1.4558, -1.0475);4,8294;4,4837
0,1203038;0,003330984;(0.2676, 1.2919, -0.5378);(0.1535, 1.4558, -1.0476);4,8296;4,4839
0,1313643;0,003515339;(0.2676, 1.2919, -0.5380);(0.1535, 1.4557, -1.0478);4,8298;4,4841
0,1425397;0,003703094;(0.2676, 1.2919, -0.5382);(0.1534, 1.4558, -1.0479);4,8300;4,4843
0,1536364;0,003952438;(0.2677, 1.2919, -0.5384);(0.1533, 1.4557, -1.0481);4,8302;4,4845
0,1648501;0,004221769;(0.2677, 1.2917, -0.5387);(0.1533, 1.4557, -1.0483);4,8304;4,4848
0,1758764;0,004514789;(0.2679, 1.2917, -0.5389);(0.1533, 1.4557, -1.0485);4,8305;4,4850
0,1871153;0,004855901;(0.2681, 1.2916, -0.5392);(0.1532, 1.4558, -1.0486);4,8308;4,4852
0,2026077;0,004919356;(0.2680, 1.2915, -0.5392);(0.1532, 1.4558, -1.0487);4,8309;4,4853
0,2105489;0,005195301;(0.2679, 1.2915, -0.5394);(0.1531, 1.4558, -1.0488);4,8311;4,4855
0,2204464;0,005581477;(0.2675, 1.2915, -0.5395);(0.1530, 1.4558, -1.0490);4,8313;4,4856
0,2320532;0,005993417;(0.2671, 1.2915, -0.5397);(0.1529, 1.4557, -1.0493);4,8316;4,4858
0,2427838;0,006821823;(0.2663, 1.2914, -0.5395);(0.1529, 1.4557, -1.0494);4,8317;4,4856
0,2539253;0,007777921;(0.2655, 1.2910, -0.5393);(0.1528, 1.4557, -1.0496);4,8319;4,4854
0,2650399;0,009316185;(0.2642, 1.2903, -0.5387);(0.1527, 1.4556, -1.0498);4,8320;4,4848
0,2760116;0,01060438;(0.2632, 1.2896, -0.5384);(0.1526, 1.4556, -1.0500);4,8322;4,4845
0,2871228;0,01298248;(0.2615, 1.2882, -0.5376);(0.1525, 1.4555, -1.0501);4,8324;4,4837
0,2982243;0,01562717;(0.2595, 1.2867, -0.5367);(0.1524, 1.4554, -1.0502);4,8327;4,4829
0,3089746;0,01832615;(0.2574, 1.2852, -0.5358);(0.1522, 1.4553, -1.0504);4,8329;4,4820
0,3202082;0,02161191;(0.2549, 1.2834, -0.5347);(0.1521, 1.4551, -1.0505);4,8332;4,4809
0,3312751;0,02501763;(0.2523, 1.2816, -0.5336);(0.1520, 1.4549, -1.0506);4,8335;4,4799
0,342664;0,0297924;(0.2488, 1.2788, -0.5317);(0.1518, 1.4548, -1.0508);4,8338;4,4781
0,3587889;0,03392365;(0.2457, 1.2764, -0.5304);(0.1517, 1.4546, -1.0509);4,8342;4,4768
0,3646371;0,03938272;(0.2417, 1.2731, -0.5287);(0.1515, 1.4544, -1.0511);4,8349;4,4752
0,3756275;0,04416015;(0.2383, 1.2702, -0.5270);(0.1513, 1.4542, -1.0512);4,8353;4,4736
0,3869146;0,04920149;(0.2345, 1.2673, -0.5254);(0.1511, 1.4540, -1.0514);4,8359;4,4721
0,3983233;0,05485954;(0.2302, 1.2640, -0.5237);(0.1509, 1.4538, -1.0515);4,8367;4,4705
0,4096809;0,06046012;(0.2260, 1.2608, -0.5222);(0.1507, 1.4536, -1.0516);4,8376;4,4690
0,422171;0,06619754;(0.2216, 1.2574, -0.5206);(0.1504, 1.4534, -1.0517);4,8385;4,4675
0,4322153;0,07191318;(0.2173, 1.2539, -0.5191);(0.1502, 1.4532, -1.0518);4,8396;4,4662
0,4433828;0,07767376;(0.2130, 1.2503, -0.5178);(0.1499, 1.4531, -1.0519);4,8409;4,4650
0,4545028;0,08342189;(0.2087, 1.2469, -0.5163);(0.1496, 1.4529, -1.0520);4,8420;4,4637
0,465831;0,0890879;(0.2043, 1.2434, -0.5152);(0.1493, 1.4528, -1.0521);4,8434;4,4627
0,4770345;0,09500317;(0.1996, 1.2400, -0.5141);(0.1490, 1.4527, -1.0521);4,8449;4,4617
0,4883766;0,1005661;(0.1951, 1.2369, -0.5130);(0.1487, 1.4526, -1.0520);4,8463;4,4608
0,4999649;0,1061611;(0.1906, 1.2337, -0.5120);(0.1484, 1.4525, -1.0521);4,8478;4,4600
0,5150594;0,1116231;(0.1862, 1.2307, -0.5109);(0.1481, 1.4524, -1.0521);4,8492;4,4591
0,5220637;0,116836;(0.1819, 1.2277, -0.5102);(0.1477, 1.4524, -1.0521);4,8508;4,4585
0,5336552;0,1219496;(0.1777, 1.2250, -0.5095);(0.1474, 1.4524, -1.0522);4,8524;4,4580
0,5444216;0,1269553;(0.1736, 1.2222, -0.5088);(0.1471, 1.4523, -1.0523);4,8539;4,4575
0,5553473;0,1320677;(0.1695, 1.2192, -0.5083);(0.1467, 1.4522, -1.0524);4,8557;4,4572
0,5662783;0,1367665;(0.1656, 1.2167, -0.5079);(0.1464, 1.4522, -1.0525);4,8574;4,4569
0,5773891;0,1414654;(0.1619, 1.2138, -0.5070);(0.1460, 1.4521, -1.0528);4,8587;4,4562
0,5884785;0,1457074;(0.1584, 1.2115, -0.5066);(0.1456, 1.4521, -1.0529);4,8602;4,4559
0,599644;0,1496395;(0.1552, 1.2093, -0.5062);(0.1451, 1.4521, -1.0531);4,8615;4,4557
0,6108916;0,1539395;(0.1516, 1.2070, -0.5058);(0.1447, 1.4521, -1.0531);4,8631;4,4555
0,6229371;0,157605;(0.1486, 1.2048, -0.5056);(0.1443, 1.4521, -1.0532);4,8645;4,4554
0,6327291;0,1610965;(0.1457, 1.2030, -0.5054);(0.1438, 1.4522, -1.0532);4,8659;4,4553
0,6438596;0,1643103;(0.1430, 1.2011, -0.5052);(0.1434, 1.4522, -1.0533);4,8672;4,4553
0,6551173;0,1676026;(0.1403, 1.1994, -0.5047);(0.1431, 1.4523, -1.0532);4,8682;4,4549
0,6703189;0,1704013;(0.1379, 1.1979, -0.5046);(0.1426, 1.4523, -1.0533);4,8693;4,4550
0,6772956;0,1731549;(0.1356, 1.1964, -0.5046);(0.1423, 1.4524, -1.0534);4,8705;4,4551
0,6884632;0,1759227;(0.1332, 1.1950, -0.5045);(0.1420, 1.4524, -1.0534);4,8717;4,4551
0,699516;0,1780235;(0.1315, 1.1939, -0.5044);(0.1416, 1.4524, -1.0535);4,8725;4,4551
0,7107088;0,1801067;(0.1296, 1.1929, -0.5044);(0.1413, 1.4524, -1.0534);4,8735;4,4552
0,7219723;0,181963;(0.1281, 1.1918, -0.5046);(0.1410, 1.4525, -1.0535);4,8744;4,4555
0,7330064;0,1839485;(0.1267, 1.1904, -0.5046);(0.1406, 1.4524, -1.0536);4,8753;4,4556
0,7440051;0,1854594;(0.1257, 1.1893, -0.5047);(0.1403, 1.4524, -1.0537);4,8762;4,4558
0,755206;0,1869631;(0.1250, 1.1880, -0.5050);(0.1400, 1.4524, -1.0537);4,8771;4,4562
0,7662889;0,1882928;(0.1242, 1.1869, -0.5053);(0.1397, 1.4524, -1.0538);4,8779;4,4565
0,7776461;0,1896213;(0.1235, 1.1859, -0.5056);(0.1395, 1.4524, -1.0537);4,8787;4,4568
0,7886358;0,1906868;(0.1230, 1.1850, -0.5059);(0.1393, 1.4523, -1.0537);4,8794;4,4572
0,7997199;0,1917347;(0.1223, 1.1843, -0.5064);(0.1390, 1.4522, -1.0537);4,8803;4,4577
0,8108546;0,1928669;(0.1215, 1.1836, -0.5066);(0.1388, 1.4521, -1.0537);4,8810;4,4580
0,8264135;0,1938545;(0.1208, 1.1829, -0.5069);(0.1387, 1.4521, -1.0537);4,8816;4,4583
0,8341935;0,1947416;(0.1204, 1.1822, -0.5071);(0.1385, 1.4520, -1.0537);4,8822;4,4586
0,8444341;0,1939346;(0.1204, 1.1814, -0.5069);(0.1384, 1.4519, -1.0537);4,8822;4,4584
0,8555549;0,1947689;(0.1203, 1.1806, -0.5071);(0.1383, 1.4518, -1.0538);4,8827;4,4586
0,8665175;0,1956353;(0.1204, 1.1798, -0.5073);(0.1383, 1.4517, -1.0538);4,8831;4,4589
0,8776683;0,1964494;(0.1206, 1.1791, -0.5076);(0.1382, 1.4516, -1.0537);4,8835;4,4592
0,8886461;0,1972271;(0.1205, 1.1783, -0.5078);(0.1381, 1.4516, -1.0538);4,8840;4,4594
0,8999627;0,1982837;(0.1209, 1.1774, -0.5080);(0.1380, 1.4515, -1.0538);4,8843;4,4597
0,9107913;0,1991207;(0.1207, 1.1766, -0.5083);(0.1379, 1.4514, -1.0538);4,8849;4,4600
0,9218911;0,1999798;(0.1206, 1.1758, -0.5085);(0.1379, 1.4514, -1.0538);4,8854;4,4602
0,9328605;0,2006248;(0.1203, 1.1752, -0.5087);(0.1380, 1.4513, -1.0537);4,8858;4,4605
0,9445433;0,201307;(0.1200, 1.1746, -0.5089);(0.1380, 1.4513, -1.0537);4,8862;4,4606
0,9552159;0,2017749;(0.1200, 1.1742, -0.5088);(0.1380, 1.4512, -1.0537);4,8862;4,4605
0,9662404;0,2023915;(0.1198, 1.1736, -0.5089);(0.1381, 1.4512, -1.0536);4,8866;4,4607
0,9816719;0,2029059;(0.1197, 1.1731, -0.5088);(0.1382, 1.4511, -1.0535);4,8867;4,4607
0,9883337;0,203558;(0.1196, 1.1725, -0.5089);(0.1382, 1.4510, -1.0534);4,8871;4,4608
0,9995825;0,2043923;(0.1199, 1.1717, -0.5090);(0.1383, 1.4510, -1.0534);4,8873;4,4609
1,010674;0,2051376;(0.1201, 1.1710, -0.5092);(0.1384, 1.4510, -1.0533);4,8876;4,4611
1,021828;0,2058381;(0.1202, 1.1703, -0.5094);(0.1384, 1.4510, -1.0532);4,8880;4,4613
1,033316;0,2065099;(0.1203, 1.1697, -0.5096);(0.1385, 1.4510, -1.0532);4,8883;4,4615
1,045893;0,2070159;(0.1204, 1.1692, -0.5098);(0.1386, 1.4509, -1.0531);4,8886;4,4617
1,055659;0,2075376;(0.1204, 1.1687, -0.5098);(0.1386, 1.4509, -1.0531);4,8888;4,4618
1,066638;0,2079095;(0.1202, 1.1684, -0.5098);(0.1387, 1.4509, -1.0530);4,8889;4,4618
1,077664;0,2080562;(0.1202, 1.1684, -0.5100);(0.1387, 1.4509, -1.0529);4,8891;4,4620
1,088834;0,2083243;(0.1202, 1.1682, -0.5101);(0.1389, 1.4509, -1.0529);4,8892;4,4621
1,099564;0,2085869;(0.1201, 1.1680, -0.5101);(0.1389, 1.4508, -1.0529);4,8894;4,4621
1,110673;0,208316;(0.1201, 1.1677, -0.5100);(0.1389, 1.4508, -1.0529);4,8893;4,4620
1,121797;0,2085347;(0.1199, 1.1676, -0.5100);(0.1390, 1.4507, -1.0528);4,8894;4,4620
1,137529;0,2083935;(0.1198, 1.1675, -0.5099);(0.1390, 1.4507, -1.0527);4,8894;4,4620
1,143618;0,20852;(0.1197, 1.1675, -0.5100);(0.1390, 1.4507, -1.0527);4,8895;4,4620
1,155428;0,2083443;(0.1196, 1.1675, -0.5099);(0.1390, 1.4506, -1.0526);4,8895;4,4619
1,166068;0,2084325;(0.1195, 1.1675, -0.5100);(0.1391, 1.4507, -1.0526);4,8895;4,4620
1,1772;0,2085334;(0.1196, 1.1674, -0.5100);(0.1391, 1.4506, -1.0525);4,8896;4,4620
1,188227;0,2087228;(0.1196, 1.1675, -0.5101);(0.1391, 1.4506, -1.0524);4,8897;4,4622
1,199567;0,2085716;(0.1194, 1.1676, -0.5101);(0.1391, 1.4506, -1.0524);4,8897;4,4621
1,210512;0,2082642;(0.1192, 1.1676, -0.5099);(0.1390, 1.4506, -1.0524);4,8896;4,4620
