time;velocity
0;0
0,0236804;-8,320119E-06
0,0389051;-3,545701E-06
0,0496939;-2,944447E-06
0,0609286;-3,242573E-06
0,0720312;3,076911E-06
0,0831465;1,721338E-06
0,09437659;1,422517E-06
0,09437659;0
0,1126486;-2,105229E-06
0,1293048;-6,246961E-06
0,1383183;-1,955742E-06
0,1495244;1,684364E-06
0,1606328;2,283053E-06
0,171784;-1,509842E-06
0,1829372;1,33366E-06
0,194133;-1,438248E-06
0,2058468;4,464149E-06
0,216532;5,034904E-06
0,2275866;8,631673E-06
0,2397229;1,269778E-05
0,2497536;2,344929E-05
0,2497536;0
0,2718815;4,850515E-05
0,283165;3,085273E-05
0,2940313;4,369312E-05
0,3051077;5,180614E-05
0,3163244;5,408324E-05
0,3275119;5,630409E-05
0,3384628;5,499222E-05
0,3495397;5,096361E-05
0,3607443;6,462373E-05
0,3729362;6,374207E-05
0,3834846;6,46247E-05
0,3947368;6,115984E-05
0,4062877;6,553024E-05
0,4062877;0
0,4288347;0,0001300629
0,4288347;0
0,4513924;0,000126574
0,4627538;6,561526E-05
0,4627538;0
0,4740227;5,692944E-05
0,4856317;5,85901E-05
0,4967659;5,303852E-05
0,5082182;5,155384E-05
0,5194945;5,296946E-05
0,5307175;4,968479E-05
0,5421512;4,908711E-05
0,553588;4,459664E-05
0,5651454;4,526809E-05
0,5810378;4,569784E-05
0,5878236;4,334167E-05
0,5991459;4,14817E-05
0,6105871;3,850371E-05
0,6216884;3,727943E-05
0,6328645;3,243655E-05
0,6451297;3,04757E-05
0,6549246;2,927616E-05
0,6660895;2,888665E-05
0,6774698;2,582759E-05
0,6885145;2,702445E-05
0,699519;2,562731E-05
0,7109971;2,320394E-05
0,7221163;2,098188E-05
0,7380399;1,970664E-05
0,7440356;1,683801E-05
0,7552906;1,578942E-05
0,7663188;1,546934E-05
0,7775024;1,353964E-05
0,78844;1,442805E-05
0,7996045;1,343057E-05
0,8107554;1,228094E-05
0,8216879;1,205474E-05
0,8328374;1,105234E-05
0,8439956;1,373082E-05
0,8565606;1,116738E-05
0,8661336;1,170456E-05
0,8774073;1,171082E-05
0,8925599;1,056641E-05
0,8992731;9,697676E-06
0,910487;8,913875E-06
0,9215906;6,361306E-06
0,9326528;-5,547255E-06
0,9437253;6,744862E-06
0,9547259;5,003661E-06
0,9660243;5,787164E-06
0,9769087;6,514192E-06
0,9881145;6,184727E-06
0,9991554;6,620884E-06
1,010732;5,045235E-06
1,021325;1,977831E-06
1,032539;-3,768355E-06
1,047809;-2,958476E-06
1,055901;-1,605451E-06
1,065937;-1,75491E-06
1,077489;-1,301914E-06
1,088545;-1,060516E-06
1,099338;1,456439E-06
1,110489;-2,721995E-06
1,121473;1,439601E-06
1,132545;2,687126E-06
1,143824;1,892447E-06
1,154716;-2,959371E-06
1,16578;-5,048513E-06
1,176904;-2,118498E-06
1,187953;2,057254E-06
1,203021;2,609044E-06
1,210263;-2,55391E-06
1,221331;2,277493E-06
1,232471;-1,286864E-06
1,243729;-2,907067E-06
1,254874;2,691597E-06
1,267348;2,103746E-06
1,277118;-4,469901E-06
1,288182;3,337711E-06
1,299346;-3,903955E-06
1,310399;-3,191382E-06
1,32138;-3,653169E-06
1,332419;-4,823506E-06
1,343986;-4,944205E-06
1,358994;-4,021078E-06
1,36558;-6,159544E-06
1,376811;2,020151E-06
1,387984;2,54333E-06
1,399408;2,232939E-06
1,410503;1,811385E-06
1,421286;-2,67908E-06
1,432349;1,783967E-06
1,443484;-3,112555E-06
1,454828;2,566874E-06
