id;weight level;time
4;light;5,980428
4;light;1,609616
4;light;1,110597
4;light;1,473713
4;light;0,9925404
4;light;1,108973
4;light;1,267279
4;light;1,033433
4;light;1,199745
4;light;1,144896
4;light;1,342795
4;light;1,120605
4;light;1,310901
4;light;0,999935
4;light;1,342945
