time;distance to prev position;controller position;camera position;distance to prev target;distance to current target
0,7670071;0,1753699;(-0.1827, 1.3228, -0.5693);(0.0806, 1.4543, -1.0817);4,4354;4,4909
0,7820011;0,1758053;(-0.1824, 1.3228, -0.5690);(0.0808, 1.4544, -1.0816);4,4355;4,4909
0,7878994;0,1763373;(-0.1819, 1.3230, -0.5688);(0.0810, 1.4544, -1.0815);4,4356;4,4908
0,7991691;0,1768428;(-0.1815, 1.3230, -0.5687);(0.0812, 1.4545, -1.0814);4,4359;4,4909
0,8103878;0,177493;(-0.1809, 1.3232, -0.5684);(0.0814, 1.4546, -1.0813);4,4361;4,4908
0,8214607;0,1781871;(-0.1802, 1.3233, -0.5681);(0.0816, 1.4547, -1.0811);4,4363;4,4908
0,8326616;0,1787571;(-0.1798, 1.3236, -0.5680);(0.0817, 1.4547, -1.0810);4,4366;4,4908
0,8439509;0,1793697;(-0.1793, 1.3239, -0.5680);(0.0818, 1.4548, -1.0809);4,4369;4,4908
0,8549302;0,1800981;(-0.1788, 1.3245, -0.5678);(0.0821, 1.4548, -1.0807);4,4371;4,4907
0,8661991;0,18071;(-0.1786, 1.3250, -0.5678);(0.0822, 1.4548, -1.0806);4,4372;4,4906
0,8774663;0,1811679;(-0.1784, 1.3255, -0.5678);(0.0824, 1.4548, -1.0804);4,4373;4,4905
0,8886396;0,1816679;(-0.1783, 1.3260, -0.5678);(0.0825, 1.4547, -1.0803);4,4373;4,4904
0,8998526;0,182145;(-0.1781, 1.3264, -0.5678);(0.0826, 1.4547, -1.0802);4,4375;4,4903
0,9109309;0,1850857;(-0.1797, 1.3267, -0.5702);(0.0828, 1.4546, -1.0802);4,4380;4,4916
0,9218858;0,185654;(-0.1793, 1.3268, -0.5698);(0.0829, 1.4546, -1.0801);4,4380;4,4914
0,9374316;0,186254;(-0.1789, 1.3272, -0.5698);(0.0830, 1.4547, -1.0799);4,4383;4,4915
0,9442376;0,1870451;(-0.1782, 1.3275, -0.5694);(0.0831, 1.4547, -1.0798);4,4384;4,4912
0,9553775;0,1875936;(-0.1778, 1.3277, -0.5692);(0.0833, 1.4547, -1.0797);4,4387;4,4913
0,9676887;0,1880895;(-0.1775, 1.3281, -0.5692);(0.0834, 1.4546, -1.0796);4,4388;4,4912
0,9773052;0,1874847;(-0.1774, 1.3287, -0.5690);(0.0836, 1.4546, -1.0795);4,4388;4,4909
0,9884402;0,1879225;(-0.1775, 1.3291, -0.5692);(0.0838, 1.4546, -1.0794);4,4388;4,4909
0,9997619;0,1881856;(-0.1774, 1.3293, -0.5692);(0.0839, 1.4546, -1.0794);4,4388;4,4908
1,01102;0,1877248;(-0.1775, 1.3298, -0.5692);(0.0840, 1.4545, -1.0793);4,4387;4,4907
1,021629;0,1873137;(-0.1776, 1.3302, -0.5693);(0.0841, 1.4545, -1.0792);4,4387;4,4905
1,032987;0,1869712;(-0.1776, 1.3305, -0.5692);(0.0842, 1.4545, -1.0792);4,4386;4,4904
1,043799;0,1872299;(-0.1775, 1.3307, -0.5691);(0.0843, 1.4545, -1.0792);4,4386;4,4903
1,054884;0,1870242;(-0.1775, 1.3309, -0.5691);(0.0844, 1.4545, -1.0792);4,4386;4,4902
1,065922;0,187207;(-0.1773, 1.3310, -0.5690);(0.0845, 1.4545, -1.0792);4,4387;4,4902
1,077202;0,1875471;(-0.1770, 1.3310, -0.5691);(0.0846, 1.4545, -1.0791);4,4389;4,4904
1,092493;0,1877905;(-0.1768, 1.3309, -0.5690);(0.0847, 1.4545, -1.0791);4,4391;4,4904
1,099284;0,1875494;(-0.1768, 1.3312, -0.5690);(0.0848, 1.4545, -1.0791);4,4390;4,4902
1,110285;0,1874609;(-0.1768, 1.3312, -0.5689);(0.0849, 1.4545, -1.0792);4,4389;4,4902
1,121227;0,1876816;(-0.1769, 1.3314, -0.5690);(0.0850, 1.4545, -1.0791);4,4389;4,4902
1,132483;0,1876113;(-0.1770, 1.3314, -0.5690);(0.0852, 1.4545, -1.0791);4,4389;4,4902
1,143591;0,187563;(-0.1770, 1.3315, -0.5690);(0.0853, 1.4545, -1.0791);4,4388;4,4901
1,154842;0,1878377;(-0.1771, 1.3315, -0.5693);(0.0855, 1.4545, -1.0792);4,4390;4,4903
1,166;0,187603;(-0.1773, 1.3315, -0.5692);(0.0856, 1.4545, -1.0792);4,4388;4,4902
1,178501;0,187503;(-0.1774, 1.3315, -0.5692);(0.0858, 1.4545, -1.0793);4,4387;4,4901
1,188216;0,1873834;(-0.1774, 1.3314, -0.5691);(0.0859, 1.4545, -1.0793);4,4387;4,4901
1,199505;0,1876273;(-0.1771, 1.3314, -0.5691);(0.0861, 1.4546, -1.0793);4,4389;4,4902
1,210725;0,1877344;(-0.1771, 1.3314, -0.5691);(0.0861, 1.4546, -1.0793);4,4389;4,4902
1,221758;0,1874921;(-0.1771, 1.3315, -0.5689);(0.0863, 1.4546, -1.0792);4,4387;4,4900
1,232892;0,1873799;(-0.1771, 1.3316, -0.5689);(0.0864, 1.4547, -1.0793);4,4387;4,4899
1,248458;0,1871514;(-0.1772, 1.3319, -0.5689);(0.0865, 1.4547, -1.0793);4,4387;4,4898
1,254935;0,1873563;(-0.1771, 1.3320, -0.5691);(0.0866, 1.4548, -1.0793);4,4388;4,4899
1,266243;0,187563;(-0.1771, 1.3321, -0.5692);(0.0867, 1.4548, -1.0793);4,4389;4,4900
1,277327;0,187695;(-0.1770, 1.3322, -0.5692);(0.0869, 1.4548, -1.0793);4,4390;4,4901
1,288184;0,1878927;(-0.1769, 1.3324, -0.5693);(0.0870, 1.4549, -1.0792);4,4390;4,4901
1,299403;0,1877422;(-0.1770, 1.3326, -0.5693);(0.0872, 1.4550, -1.0792);4,4390;4,4900
1,310652;0,187608;(-0.1770, 1.3327, -0.5693);(0.0873, 1.4550, -1.0792);4,4389;4,4899
