time;distance to prev position;controller position;camera position;distance to prev target;distance to current target
(-3.3434, 1.5496, 2.5342);(-1.9871, 2.8293, 3.2574)

0,0069723;-0,0002959448;(-0.3138, 1.2230, -0.6229);(0.0739, 1.4512, -1.0851);4,3878;4,5207
0,0174486;-0,0003937083;(-0.3138, 1.2229, -0.6229);(0.0739, 1.4512, -1.0851);4,3877;4,5207
0,0285816;-0,0004674684;(-0.3139, 1.2229, -0.6228);(0.0738, 1.4512, -1.0850);4,3877;4,5206
0,0397419;-0,0006869857;(-0.3141, 1.2230, -0.6228);(0.0737, 1.4512, -1.0850);4,3875;4,5205
0,0510806;-0,0009746767;(-0.3143, 1.2231, -0.6229);(0.0736, 1.4512, -1.0850);4,3874;4,5205
0,0625585;-0,001297566;(-0.3144, 1.2234, -0.6229);(0.0735, 1.4511, -1.0849);4,3873;4,5203
0,0740332;-0,001887224;(-0.3149, 1.2237, -0.6231);(0.0735, 1.4511, -1.0849);4,3871;4,5203
0,0854389;-0,002417475;(-0.3153, 1.2241, -0.6232);(0.0735, 1.4511, -1.0848);4,3868;4,5200
0,096752;-0,002789464;(-0.3156, 1.2242, -0.6233);(0.0734, 1.4510, -1.0848);4,3867;4,5199
0,1079894;-0,002991937;(-0.3158, 1.2242, -0.6232);(0.0734, 1.4510, -1.0848);4,3865;4,5198
0,1193188;-0,003157506;(-0.3157, 1.2240, -0.6231);(0.0735, 1.4510, -1.0848);4,3865;4,5198
0,1306075;-0,002711311;(-0.3155, 1.2237, -0.6229);(0.0735, 1.4510, -1.0847);4,3865;4,5198
0,1422041;-0,002443185;(-0.3154, 1.2235, -0.6229);(0.0735, 1.4510, -1.0847);4,3866;4,5199
0,1422041;-0,002443185;(-0.3154, 1.2235, -0.6229);(0.0735, 1.4510, -1.0847);4,3866;4,5199
0,1605983;-0,002684588;(-0.3153, 1.2233, -0.6228);(0.0735, 1.4510, -1.0846);4,3866;4,5199
0,1732924;-0,002759765;(-0.3153, 1.2233, -0.6227);(0.0735, 1.4510, -1.0846);4,3866;4,5199
0,1831847;-0,003139999;(-0.3154, 1.2236, -0.6225);(0.0735, 1.4510, -1.0846);4,3863;4,5196
0,1945535;-0,003356077;(-0.3154, 1.2238, -0.6224);(0.0735, 1.4510, -1.0847);4,3862;4,5194
0,2053802;-0,002715481;(-0.3151, 1.2243, -0.6223);(0.0736, 1.4510, -1.0847);4,3863;4,5192
0,216574;-0,001779659;(-0.3147, 1.2251, -0.6220);(0.0736, 1.4512, -1.0846);4,3863;4,5188
0,2276074;0,000626808;(-0.3131, 1.2267, -0.6211);(0.0736, 1.4513, -1.0846);4,3867;4,5181
0,2387239;0,002593267;(-0.3117, 1.2278, -0.6203);(0.0737, 1.4514, -1.0846);4,3870;4,5175
0,2499309;0,006043016;(-0.3092, 1.2297, -0.6189);(0.0738, 1.4514, -1.0845);4,3876;4,5166
0,2613488;0,0103226;(-0.3060, 1.2320, -0.6172);(0.0739, 1.4515, -1.0844);4,3883;4,5155
0,2724704;0,01539123;(-0.3023, 1.2348, -0.6152);(0.0739, 1.4516, -1.0843);4,3893;4,5142
0,2833241;0,02031709;(-0.2987, 1.2376, -0.6134);(0.0740, 1.4517, -1.0843);4,3903;4,5130
0,294673;0,02665523;(-0.2940, 1.2414, -0.6112);(0.0740, 1.4519, -1.0842);4,3917;4,5115
0,294673;0,02665523;(-0.2940, 1.2414, -0.6112);(0.0740, 1.4519, -1.0842);4,3917;4,5115
0,3167343;0,03866283;(-0.2854, 1.2490, -0.6079);(0.0740, 1.4523, -1.0841);4,3949;4,5093
0,3278989;0,045406;(-0.2808, 1.2536, -0.6062);(0.0740, 1.4524, -1.0840);4,3965;4,5079
0,3390523;0,05215764;(-0.2762, 1.2583, -0.6045);(0.0741, 1.4526, -1.0838);4,3982;4,5066
0,350103;0,0590247;(-0.2715, 1.2630, -0.6028);(0.0740, 1.4527, -1.0838);4,3999;4,5052
0,3628294;0,06564946;(-0.2668, 1.2674, -0.6011);(0.0741, 1.4528, -1.0837);4,4017;4,5041
0,3721567;0,07256048;(-0.2619, 1.2720, -0.5995);(0.0740, 1.4529, -1.0837);4,4037;4,5030
0,3830891;0,07922056;(-0.2571, 1.2763, -0.5979);(0.0740, 1.4530, -1.0837);4,4057;4,5020
0,3944802;0,08583018;(-0.2523, 1.2805, -0.5963);(0.0741, 1.4531, -1.0837);4,4076;4,5010
0,4053117;0,09288403;(-0.2469, 1.2846, -0.5944);(0.0741, 1.4532, -1.0837);4,4099;4,5001
0,4163862;0,09941256;(-0.2419, 1.2885, -0.5930);(0.0741, 1.4532, -1.0837);4,4121;4,4994
0,4276702;0,1055986;(-0.2373, 1.2924, -0.5913);(0.0742, 1.4533, -1.0836);4,4139;4,4984
0,4386765;0,1108707;(-0.2333, 1.2956, -0.5900);(0.0743, 1.4534, -1.0836);4,4156;4,4978
0,4500992;0,116335;(-0.2293, 1.2990, -0.5886);(0.0744, 1.4535, -1.0836);4,4173;4,4970
0,4500992;0,116335;(-0.2293, 1.2990, -0.5886);(0.0744, 1.4535, -1.0836);4,4173;4,4970
0,472001;0,1268133;(-0.2212, 1.3053, -0.5865);(0.0746, 1.4535, -1.0835);4,4211;4,4963
0,4833533;0,1321458;(-0.2175, 1.3088, -0.5849);(0.0748, 1.4536, -1.0833);4,4224;4,4952
0,4945406;0,1361742;(-0.2144, 1.3111, -0.5837);(0.0750, 1.4536, -1.0833);4,4237;4,4946
0,5055633;0,1399434;(-0.2114, 1.3131, -0.5827);(0.0751, 1.4536, -1.0833);4,4250;4,4943
0,5166019;0,1440679;(-0.2082, 1.3155, -0.5817);(0.0753, 1.4537, -1.0833);4,4264;4,4938
0,5281154;0,147053;(-0.2059, 1.3172, -0.5807);(0.0754, 1.4537, -1.0832);4,4273;4,4933
0,5394208;0,1501606;(-0.2035, 1.3188, -0.5798);(0.0756, 1.4537, -1.0832);4,4282;4,4929
0,5509835;0,153095;(-0.2011, 1.3204, -0.5788);(0.0758, 1.4537, -1.0832);4,4291;4,4925
0,5634281;0,1556807;(-0.1991, 1.3217, -0.5780);(0.0761, 1.4537, -1.0832);4,4300;4,4923
0,5739588;0,1578189;(-0.1973, 1.3226, -0.5773);(0.0763, 1.4537, -1.0831);4,4307;4,4920
0,5848918;0,1598889;(-0.1956, 1.3235, -0.5765);(0.0765, 1.4537, -1.0831);4,4313;4,4917
0,5963037;0,1616659;(-0.1941, 1.3242, -0.5758);(0.0767, 1.4536, -1.0831);4,4318;4,4915
0,607941;0,1630975;(-0.1928, 1.3246, -0.5752);(0.0770, 1.4537, -1.0830);4,4323;4,4914
0,607941;0,1630975;(-0.1928, 1.3246, -0.5752);(0.0770, 1.4537, -1.0830);4,4323;4,4914
0,6301318;0,1654357;(-0.1909, 1.3250, -0.5740);(0.0775, 1.4537, -1.0829);4,4328;4,4909
0,641489;0,1664781;(-0.1901, 1.3245, -0.5736);(0.0778, 1.4537, -1.0828);4,4331;4,4912
0,6528832;0,1677845;(-0.1889, 1.3245, -0.5731);(0.0781, 1.4537, -1.0828);4,4336;4,4911
0,6643017;0,1689371;(-0.1879, 1.3241, -0.5727);(0.0784, 1.4537, -1.0827);4,4340;4,4913
0,6754249;0,1698173;(-0.1871, 1.3239, -0.5722);(0.0786, 1.4537, -1.0827);4,4343;4,4913
0,6866955;0,1707998;(-0.1863, 1.3238, -0.5717);(0.0788, 1.4538, -1.0826);4,4345;4,4913
0,698338;0,1715678;(-0.1857, 1.3237, -0.5713);(0.0791, 1.4538, -1.0824);4,4346;4,4911
0,7093357;0,1723988;(-0.1850, 1.3235, -0.5709);(0.0794, 1.4539, -1.0823);4,4349;4,4911
0,7206013;0,1730691;(-0.1845, 1.3233, -0.5705);(0.0796, 1.4539, -1.0823);4,4349;4,4911
0,732056;0,1737261;(-0.1840, 1.3231, -0.5701);(0.0799, 1.4540, -1.0822);4,4351;4,4911
0,732056;0,1737261;(-0.1840, 1.3231, -0.5701);(0.0799, 1.4540, -1.0822);4,4351;4,4911
0,7433734;0,1743244;(-0.1835, 1.3229, -0.5698);(0.0801, 1.4541, -1.0821);4,4352;4,4910
0,7546081;0,174909;(-0.1831, 1.3226, -0.5695);(0.0804, 1.4542, -1.0819);4,4353;4,4910
