time;velocity
0,012017;2,175624E-06
0,0224636;-2,087836E-06
0,0335552;-2,033236E-06
0,0449209;-3,029144E-06
0,0571157;-2,971497E-06
0,0671694;-2,73512E-06
0,0844931;-2,361487E-06
0,0903592;-3,009712E-06
0,0999417;-2,392427E-06
0,1108694;-2,062004E-06
0,122016;-2,270534E-06
0,1331342;-1,743932E-06
0,1444046;-2,250804E-06
0,155355;-2,487686E-06
0,1665775;2,09264E-06
0,1778685;3,646519E-06
0,189084;6,436499E-06
0,2003188;7,61196E-06
0,2113596;1,136418E-05
0,2239454;1,601599E-05
0,2387039;1,586324E-05
0,2443654;2,838431E-05
0,2554115;3,300656E-05
0,267439;3,27813E-05
0,2774582;4,746236E-05
0,2885612;5,38392E-05
0,2995928;6,102197E-05
0,3106078;5,957071E-05
0,3222784;6,851204E-05
0,332889;6,678216E-05
0,3440678;7,22868E-05
0,3551394;7,063895E-05
0,366187;7,141456E-05
0,3775645;7,597208E-05
0,3929473;7,194884E-05
0,3995;7,607415E-05
0,4108014;7,32863E-05
0,4218546;7,795915E-05
0,4330139;0,000103088
0,4443067;7,217049E-05
0,4554321;7,136077E-05
0,4676062;7,142648E-05
0,4776339;5,553976E-05
0,4887087;5,669102E-05
0,4996893;5,42748E-05
0,5109133;5,102843E-05
0,521898;4,924148E-05
0,5330577;4,96611E-05
0,5481203;4,795834E-05
0,5550836;3,972664E-05
0,5662438;3,976867E-05
0,5773334;3,699556E-05
0,5883373;3,765479E-05
0,5995528;3,256068E-05
0,6106855;2,616018E-05
0,6219829;2,958834E-05
0,6330348;2,914384E-05
0,6441149;2,715856E-05
0,6551638;2,263352E-05
0,6663936;2,021924E-05
0,6786841;1,44662E-05
0,6886417;1,919746E-05
0,7056348;1,28229E-05
0,7110226;1,337826E-05
0,7221634;1,205876E-05
0,7331088;1,183689E-05
0,7442667;1,348287E-05
0,7554051;9,666979E-06
0,7663388;9,686202E-06
0,7775351;8,257925E-06
0,7884166;8,103251E-06
0,7999002;7,585734E-06
0,8106555;7,792413E-06
0,8217207;7,825345E-06
0,8328325;6,913096E-06
0,8440061;6,521046E-06
0,8595709;5,004406E-06
0,8661485;7,630884E-06
0,877299;5,702675E-06
0,8897347;7,066876E-06
0,8996602;8,572787E-06
0,9107507;9,164065E-06
0,92185;8,856803E-06
0,9330688;7,487536E-06
0,9439147;5,845577E-06
0,955165;-4,054457E-06
0,9661343;5,458891E-06
0,9882073;8,205325E-06
0,9882073;0
0,9996293;5,671978E-06
1,021544;1,30561E-05
1,032567;6,667823E-06
1,043751;5,973875E-06
1,054762;4,708022E-06
1,065847;4,705191E-06
1,065847;0
1,088263;9,28685E-06
1,088263;0
1,110493;8,208156E-06
1,110493;0
1,12188;3,04088E-06
1,132929;-4,241765E-06
