time;distance to prev position;controller position;camera position;distance to prev target;distance to current target
0,4777613;-0,02697708;(-0.0007, 1.1796, -0.5007);(0.1293, 1.4495, -1.0554);4,4583;4,4308
0,4889025;-0,01990823;(-0.0077, 1.1791, -0.5012);(0.1286, 1.4493, -1.0556);4,4593;4,4286
0,500184;-0,01309295;(-0.0145, 1.1785, -0.5018);(0.1278, 1.4491, -1.0559);4,4604;4,4266
0,5114601;-0,006112177;(-0.0214, 1.1781, -0.5022);(0.1270, 1.4489, -1.0562);4,4613;4,4244
0,5222639;0,0004268116;(-0.0279, 1.1772, -0.5030);(0.1262, 1.4487, -1.0563);4,4625;4,4227
0,5375375;0,006872929;(-0.0342, 1.1763, -0.5038);(0.1254, 1.4486, -1.0566);4,4638;4,4211
0,5440596;0,0129062;(-0.0401, 1.1756, -0.5048);(0.1245, 1.4484, -1.0571);4,4652;4,4197
0,5551949;0,01789212;(-0.0449, 1.1748, -0.5057);(0.1236, 1.4483, -1.0574);4,4664;4,4188
0,5662101;0,02328916;(-0.0502, 1.1742, -0.5064);(0.1227, 1.4482, -1.0577);4,4676;4,4175
0,5772676;0,02791718;(-0.0547, 1.1732, -0.5073);(0.1219, 1.4481, -1.0581);4,4689;4,4168
0,5882754;0,0320582;(-0.0587, 1.1725, -0.5079);(0.1209, 1.4481, -1.0584);4,4698;4,4158
0,5992439;0,03642895;(-0.0628, 1.1715, -0.5089);(0.1202, 1.4480, -1.0588);4,4712;4,4153
0,6106587;0,04184184;(-0.0678, 1.1704, -0.5108);(0.1193, 1.4479, -1.0592);4,4735;4,4152
0,6215626;0,0458886;(-0.0716, 1.1697, -0.5119);(0.1184, 1.4480, -1.0594);4,4749;4,4148
0,6327463;0,04966744;(-0.0752, 1.1695, -0.5132);(0.1176, 1.4480, -1.0597);4,4765;4,4147
0,6436244;0,05340544;(-0.0787, 1.1689, -0.5144);(0.1167, 1.4481, -1.0602);4,4780;4,4146
0,6568345;0,05692546;(-0.0820, 1.1685, -0.5154);(0.1158, 1.4481, -1.0606);4,4793;4,4143
0,6659361;0,05555994;(-0.0832, 1.1680, -0.5150);(0.1150, 1.4482, -1.0609);4,4790;4,4135
0,6776713;0,05862457;(-0.0862, 1.1676, -0.5158);(0.1142, 1.4483, -1.0612);4,4801;4,4132
0,6929057;0,06116374;(-0.0885, 1.1674, -0.5167);(0.1133, 1.4484, -1.0616);4,4811;4,4131
0,6995451;0,06341545;(-0.0907, 1.1671, -0.5174);(0.1125, 1.4485, -1.0619);4,4820;4,4131
0,7105836;0,06677491;(-0.0936, 1.1669, -0.5191);(0.1117, 1.4485, -1.0623);4,4839;4,4136
0,721875;0,06840096;(-0.0949, 1.1668, -0.5200);(0.1109, 1.4486, -1.0627);4,4850;4,4139
0,733176;0,07159319;(-0.0979, 1.1671, -0.5210);(0.1102, 1.4487, -1.0631);4,4862;4,4138
0,744101;0,07308814;(-0.0992, 1.1673, -0.5218);(0.1095, 1.4488, -1.0634);4,4871;4,4141
0,7552191;0,07486451;(-0.1007, 1.1674, -0.5226);(0.1088, 1.4489, -1.0637);4,4881;4,4143
0,7662824;0,07646931;(-0.1017, 1.1668, -0.5238);(0.1082, 1.4491, -1.0640);4,4893;4,4151
0,7777805;0,07949913;(-0.1032, 1.1672, -0.5263);(0.1077, 1.4492, -1.0643);4,4920;4,4169
0,788482;0,07822817;(-0.1037, 1.1678, -0.5253);(0.1072, 1.4493, -1.0647);4,4909;4,4157
0,7995682;0,07926174;(-0.1041, 1.1681, -0.5262);(0.1067, 1.4494, -1.0650);4,4918;4,4164
0,8107508;0,07382581;(-0.1006, 1.1677, -0.5220);(0.1062, 1.4494, -1.0653);4,4874;4,4137
0,8217753;0,07347478;(-0.1005, 1.1680, -0.5218);(0.1058, 1.4495, -1.0656);4,4872;4,4136
0,8330253;0,07365166;(-0.1005, 1.1681, -0.5218);(0.1054, 1.4496, -1.0659);4,4872;4,4136
0,8486049;0,0778786;(-0.1037, 1.1682, -0.5246);(0.1049, 1.4496, -1.0662);4,4903;4,4151
0,8564156;0,07824354;(-0.1035, 1.1684, -0.5249);(0.1046, 1.4497, -1.0666);4,4905;4,4154
0,8662263;0,07861888;(-0.1034, 1.1682, -0.5252);(0.1043, 1.4497, -1.0669);4,4908;4,4157
0,877345;0,07615162;(-0.1017, 1.1686, -0.5236);(0.1040, 1.4497, -1.0672);4,4890;4,4148
0,8883234;0,07650461;(-0.1018, 1.1689, -0.5237);(0.1037, 1.4498, -1.0674);4,4892;4,4149
0,899525;0,07640784;(-0.1019, 1.1689, -0.5237);(0.1034, 1.4498, -1.0676);4,4892;4,4149
0,9105262;0,08266887;(-0.1063, 1.1691, -0.5282);(0.1032, 1.4499, -1.0679);4,4940;4,4175
0,9216412;0,08430625;(-0.1055, 1.1678, -0.5290);(0.1030, 1.4500, -1.0681);4,4948;4,4185
0,9326465;0,08477803;(-0.1055, 1.1677, -0.5294);(0.1028, 1.4500, -1.0682);4,4952;4,4189
0,9440445;0,08236447;(-0.1035, 1.1685, -0.5285);(0.1026, 1.4501, -1.0684);4,4940;4,4187
0,9548728;0,08162943;(-0.1028, 1.1683, -0.5284);(0.1025, 1.4502, -1.0686);4,4939;4,4189
0,9657974;0,0789602;(-0.1012, 1.1693, -0.5264);(0.1024, 1.4502, -1.0688);4,4918;4,4177
0,9769703;0,07821285;(-0.1006, 1.1693, -0.5261);(0.1023, 1.4503, -1.0689);4,4915;4,4176
0,9881627;0,07697421;(-0.0996, 1.1699, -0.5257);(0.1021, 1.4504, -1.0691);4,4909;4,4176
1,003697;0,07648562;(-0.0992, 1.1702, -0.5257);(0.1020, 1.4504, -1.0692);4,4908;4,4176
1,010291;0,077218;(-0.0997, 1.1702, -0.5262);(0.1019, 1.4505, -1.0693);4,4914;4,4180
1,021445;0,07651842;(-0.0993, 1.1707, -0.5260);(0.1019, 1.4504, -1.0695);4,4912;4,4179
1,032522;0,07582757;(-0.0988, 1.1705, -0.5257);(0.1019, 1.4505, -1.0696);4,4908;4,4178
1,043707;0,07488412;(-0.0978, 1.1706, -0.5255);(0.1019, 1.4505, -1.0697);4,4905;4,4180
1,054872;0,07509871;(-0.0977, 1.1706, -0.5256);(0.1019, 1.4505, -1.0698);4,4906;4,4181
1,067454;0,07430454;(-0.0969, 1.1706, -0.5254);(0.1019, 1.4506, -1.0697);4,4904;4,4183
1,076989;0,07352832;(-0.0961, 1.1706, -0.5253);(0.1019, 1.4506, -1.0697);4,4902;4,4184
1,088008;0,07150809;(-0.0945, 1.1705, -0.5241);(0.1019, 1.4506, -1.0698);4,4889;4,4179
1,099028;0,07075999;(-0.0939, 1.1700, -0.5239);(0.1019, 1.4507, -1.0698);4,4887;4,4179
1,11029;0,07201698;(-0.0945, 1.1705, -0.5249);(0.1020, 1.4507, -1.0699);4,4897;4,4187
1,121363;0,07166129;(-0.0941, 1.1704, -0.5249);(0.1021, 1.4507, -1.0699);4,4897;4,4188
1,132677;0,07208081;(-0.0939, 1.1707, -0.5251);(0.1021, 1.4507, -1.0699);4,4898;4,4190
1,143874;0,0723418;(-0.0937, 1.1707, -0.5253);(0.1023, 1.4506, -1.0701);4,4900;4,4193
1,15964;0,06975171;(-0.0917, 1.1700, -0.5238);(0.1024, 1.4506, -1.0701);4,4883;4,4186
1,165995;0,07438777;(-0.0954, 1.1713, -0.5263);(0.1025, 1.4505, -1.0701);4,4911;4,4196
1,177382;0,07484627;(-0.0957, 1.1716, -0.5264);(0.1026, 1.4505, -1.0702);4,4912;4,4195
1,188315;0,0753071;(-0.0957, 1.1713, -0.5267);(0.1027, 1.4505, -1.0702);4,4915;4,4198
1,199567;0,07470573;(-0.0957, 1.1717, -0.5263);(0.1028, 1.4505, -1.0702);4,4911;4,4195
1,210658;0,07114834;(-0.0930, 1.1711, -0.5240);(0.1029, 1.4505, -1.0702);4,4886;4,4183
1,222069;0,07164703;(-0.0932, 1.1707, -0.5242);(0.1029, 1.4505, -1.0702);4,4889;4,4185
1,233029;0,07143912;(-0.0931, 1.1706, -0.5241);(0.1029, 1.4504, -1.0702);4,4888;4,4184
1,244179;0,07315593;(-0.0943, 1.1710, -0.5252);(0.1029, 1.4504, -1.0703);4,4899;4,4190
1,255251;0,073484;(-0.0946, 1.1708, -0.5254);(0.1030, 1.4504, -1.0703);4,4902;4,4191
1,267224;0,07396158;(-0.0950, 1.1710, -0.5255);(0.1030, 1.4503, -1.0704);4,4902;4,4189
1,277364;0,07470494;(-0.0955, 1.1706, -0.5259);(0.1030, 1.4503, -1.0704);4,4907;4,4192
