time;distance to prev position;controller position;camera position;distance to prev target;distance to current target
(0.2817, 1.3382, 3.9458);(-1.6837, 1.2118, 3.5978)

0;-0,0003327553;(0.1189, 1.1677, -0.5099);(0.1389, 1.4505, -1.0523);4,4620;4,4861
0,0117398;-0,000559772;(0.1187, 1.1678, -0.5098);(0.1389, 1.4506, -1.0523);4,4619;4,4859
0,0225306;-0,0009188759;(0.1184, 1.1680, -0.5097);(0.1389, 1.4506, -1.0523);4,4618;4,4857
0,0347888;-0,001195014;(0.1182, 1.1682, -0.5096);(0.1389, 1.4506, -1.0523);4,4617;4,4855
0,044897;-0,001055914;(0.1181, 1.1682, -0.5097);(0.1388, 1.4506, -1.0523);4,4618;4,4856
0,0565218;-0,001356585;(0.1180, 1.1685, -0.5096);(0.1388, 1.4507, -1.0523);4,4617;4,4854
0,0735322;-0,001154949;(0.1178, 1.1685, -0.5096);(0.1387, 1.4507, -1.0523);4,4617;4,4854
0,0789309;-0,000887213;(0.1176, 1.1685, -0.5098);(0.1387, 1.4507, -1.0523);4,4619;4,4855
0,0890881;-0,0007437089;(0.1175, 1.1687, -0.5098);(0.1386, 1.4507, -1.0523);4,4619;4,4855
0,1000603;-0,0005136106;(0.1174, 1.1688, -0.5099);(0.1386, 1.4507, -1.0523);4,4620;4,4854
0,1113348;-0,0009209318;(0.1174, 1.1692, -0.5098);(0.1385, 1.4508, -1.0524);4,4619;4,4854
0,122515;-0,0007157413;(0.1173, 1.1694, -0.5099);(0.1384, 1.4508, -1.0524);4,4619;4,4854
0,1334629;-0,0005965102;(0.1172, 1.1694, -0.5099);(0.1384, 1.4508, -1.0525);4,4620;4,4854
0,1445748;-0,0004878184;(0.1172, 1.1694, -0.5100);(0.1383, 1.4507, -1.0527);4,4621;4,4855
0,1557391;-0,000346095;(0.1171, 1.1695, -0.5101);(0.1382, 1.4507, -1.0527);4,4622;4,4855
0,166691;-9,552154E-05;(0.1170, 1.1697, -0.5102);(0.1382, 1.4507, -1.0527);4,4623;4,4856
0,1777096;-0,0003808607;(0.1169, 1.1700, -0.5101);(0.1382, 1.4507, -1.0527);4,4622;4,4854
0,1886683;-7,360833E-05;(0.1167, 1.1702, -0.5102);(0.1381, 1.4506, -1.0528);4,4623;4,4855
0,199813;0,0005354789;(0.1162, 1.1706, -0.5103);(0.1380, 1.4507, -1.0529);4,4623;4,4853
0,2109064;-8,797733E-05;(0.1158, 1.1711, -0.5102);(0.1380, 1.4507, -1.0530);4,4622;4,4851
0,2263058;0,0008026676;(0.1151, 1.1716, -0.5102);(0.1379, 1.4507, -1.0530);4,4623;4,4848
0,2340463;-0,0003257373;(0.1141, 1.1721, -0.5100);(0.1376, 1.4507, -1.0531);4,4621;4,4842
0,2439702;-0,002097599;(0.1126, 1.1730, -0.5098);(0.1375, 1.4507, -1.0531);4,4619;4,4834
0,2549917;0,0001508407;(0.1106, 1.1740, -0.5098);(0.1373, 1.4507, -1.0532);4,4620;4,4826
0,2661224;-0,001909988;(0.1087, 1.1748, -0.5096);(0.1371, 1.4508, -1.0533);4,4618;4,4817
0,277268;-0,005435552;(0.1054, 1.1758, -0.5091);(0.1369, 1.4508, -1.0534);4,4613;4,4798
0,2882298;-0,007976596;(0.1031, 1.1767, -0.5084);(0.1366, 1.4508, -1.0535);4,4608;4,4783
0,2993479;-0,01185394;(0.0993, 1.1775, -0.5077);(0.1363, 1.4508, -1.0536);4,4602;4,4762
0,3109644;-0,01602381;(0.0953, 1.1784, -0.5071);(0.1360, 1.4507, -1.0537);4,4597;4,4740
0,3217444;-0,0207736;(0.0907, 1.1791, -0.5063);(0.1357, 1.4507, -1.0537);4,4591;4,4714
0,3326924;-0,0254739;(0.0861, 1.1799, -0.5058);(0.1354, 1.4507, -1.0538);4,4588;4,4692
0,3439001;-0,03091064;(0.0807, 1.1802, -0.5050);(0.1351, 1.4506, -1.0540);4,4582;4,4663
0,3549549;-0,03669266;(0.0750, 1.1808, -0.5041);(0.1347, 1.4505, -1.0541);4,4575;4,4632
0,3662554;-0,0429462;(0.0688, 1.1809, -0.5033);(0.1344, 1.4504, -1.0541);4,4570;4,4600
0,3815856;-0,0494399;(0.0624, 1.1810, -0.5026);(0.1340, 1.4503, -1.0542);4,4566;4,4569
0,3885803;-0,05556063;(0.0563, 1.1811, -0.5017);(0.1336, 1.4502, -1.0544);4,4560;4,4536
0,3997982;-0,06248299;(0.0494, 1.1811, -0.5013);(0.1332, 1.4501, -1.0545);4,4559;4,4505
0,4111478;-0,06981359;(0.0421, 1.1812, -0.5007);(0.1327, 1.4501, -1.0545);4,4558;4,4472
0,4221963;-0,06298346;(0.0353, 1.1812, -0.5004);(0.1322, 1.4500, -1.0546);4,4559;4,4443
0,4332111;-0,05567535;(0.0280, 1.1812, -0.5001);(0.1317, 1.4499, -1.0547);4,4559;4,4412
0,4455467;-0,04856716;(0.0209, 1.1809, -0.5002);(0.1311, 1.4498, -1.0548);4,4565;4,4386
0,4554155;-0,04123931;(0.0136, 1.1805, -0.5003);(0.1306, 1.4497, -1.0550);4,4570;4,4358
0,4665962;-0,03399043;(0.0063, 1.1800, -0.5005);(0.1299, 1.4496, -1.0551);4,4576;4,4332
