time;acceleration
0,0224636;-4,263461E-08
0,0335552;5,460061E-10
0,0449209;-9,959081E-09
0,0571157;5,764741E-10
0,0671694;2,363768E-09
0,0844931;3,736327E-09
0,0903592;-6,482251E-09
0,0999417;6,172854E-09
0,1108694;3,304226E-09
0,122016;-2,085301E-09
0,1331342;5,266025E-09
0,1444046;-5,068723E-09
0,155355;-2,36882E-09
0,1665775;4,580326E-08
0,1778685;1,553879E-08
0,189084;2,78998E-08
0,2003188;1,175461E-08
0,2113596;3,752217E-08
0,2239454;4,651815E-08
0,2387039;-1,527551E-09
0,2443654;1,252108E-07
0,2554115;4,622245E-08
0,267439;-2,252637E-09
0,2774582;1,468106E-07
0,2885612;6,376838E-08
0,2995928;7,182771E-08
0,3106078;-1,451262E-08
0,3222784;8,941333E-08
0,332889;-1,729881E-08
0,3440678;5,50464E-08
0,3551394;-1,647844E-08
0,366187;7,756025E-09
0,3775645;4,557522E-08
0,3929473;-4,023241E-08
0,3995;4,125315E-08
0,4108014;-2,787856E-08
0,4218546;4,672853E-08
0,4330139;2,51288E-07
0,4443067;-3,091746E-07
0,4554321;-8,097268E-09
0,4676062;6,571645E-10
0,4776339;-1,588673E-07
0,4887087;1,151264E-08
0,4996893;-2,416222E-08
0,5109133;-3,246369E-08
0,521898;-1,786946E-08
0,5330577;4,196154E-09
0,5481203;-1,702756E-08
0,5550836;-8,231698E-08
0,5662438;4,202229E-10
0,5773334;-2,773108E-08
0,5883373;6,592272E-09
0,5995528;-5,094109E-08
0,6106855;-6,400498E-08
0,6219829;3,428162E-08
0,6330348;-4,44501E-09
0,6441149;-1,985283E-08
0,6551638;-4,525035E-08
0,6663936;-2,414286E-08
0,6786841;-5,753041E-08
0,6886417;4,731267E-08
0,7056348;-6,374567E-08
0,7110226;5,553657E-09
0,7221634;-1,319498E-08
0,7331088;-2,218785E-09
0,7442667;1,645983E-08
0,7554051;-3,815889E-08
0,7663388;1,922308E-10
0,7775351;-1,428277E-08
0,7884166;-1,546741E-09
0,7999002;-5,175171E-09
0,8106555;2,06679E-09
0,8217207;3,293189E-10
0,8328325;-9,122496E-09
0,8440061;-3,920495E-09
0,8595709;-1,51664E-08
0,8661485;2,626478E-08
0,877299;-1,92821E-08
0,8897347;1,364201E-08
0,8996602;1,505911E-08
0,9107507;5,91278E-09
0,92185;-3,072619E-09
0,9330688;-1,369267E-08
0,9439147;-1,641959E-08
0,955165;-9,900034E-08
0,9661343;9,513348E-08
0,9882073;2,746433E-08
0,9882073;-8,205325E-08
0,9996293;5,671978E-08
1,021544;7,384121E-08
1,032567;-6,388277E-08
1,043751;-6,939472E-09
1,054762;-1,265853E-08
1,065847;-2,831257E-11
1,065847;-4,705191E-08
1,088263;9,28685E-08
1,088263;-9,28685E-08
1,110493;8,208156E-08
1,110493;-8,208156E-08
1,12188;3,04088E-08
1,132929;-7,282645E-08
