time;acceleration
0,0222244;-1,565676E-07
0,0222244;1,565676E-07
0,0335562;-2,986453E-08
0,0451046;1,038715E-07
0,0617718;-1,982571E-07
0,0772073;1,07042E-08
0,0882938;3,880428E-07
0,0995839;-4,684454E-07
0,1105634;1,76637E-07
0,1218333;-3,081658E-08
0,1329104;1,077531E-08
0,1441137;-1,12162E-08
0,1441137;4,856894E-08
0,1662054;4,255683E-08
0,1778057;-1,770151E-08
0,1886165;2,544847E-07
0,1997084;-3,831733E-07
0,1997084;1,038333E-07
0,2218743;3,375748E-07
0,2329739;-5,814643E-08
0,2440375;-9,063043E-07
0,2552778;8,898647E-07
0,266459;1,623432E-07
0,2775975;-1,026941E-07
0,2885386;-2,935461E-08
0,2996372;1,08349E-07
0,3106487;4,241512E-08
0,3216734;2,602546E-07
0,3332798;-2,412621E-07
0,3437971;1,03871E-07
0,3549488;-8,467327E-08
0,3549488;-4,822377E-07
0,3771;1,019441E-06
0,3881076;-4,293304E-07
0,3991758;-5,364305E-08
0,4103939;4,95851E-08
0,4212851;-2,070221E-08
0,4325654;-5,416423E-08
0,4437274;-5,881709E-08
0,4546933;-1,394452E-08
0,4657927;8,659364E-08
0,4769792;-1,130365E-07
0,4881377;-5,288421E-09
0,499272;1,422912E-08
0,5106612;-1,440119E-08
0,5106612;-4,065216E-07
0,5326787;7,373706E-07
0,5439559;-4,06117E-07
0,5548497;-9,979304E-09
0,5660889;-2,524703E-08
0,5660889;-2,960272E-07
0,5883928;6,314114E-07
0,599264;-3,469244E-07
0,6104789;4,741103E-08
0,6215245;-1,267344E-08
0,6326401;-2,802164E-08
0,6437497;-5,18307E-08
0,6549553;3,787131E-08
0,6661052;-2,523959E-08
0,6661052;-2,52004E-07
0,6883867;4,635513E-07
0,6996335;-2,649337E-07
0,7106337;3,724992E-08
0,7218929;-2,978742E-08
0,7327195;8,687384E-09
0,7440757;-4,410445E-08
0,7551537;4,176782E-09
0,7659563;-2,67595E-08
0,7770764;-1,832395E-08
0,7770764;-1,297563E-07
0,7990867;2,735615E-07
0,8103729;-1,328826E-07
0,8215105;-1,075268E-08
0,8215105;-1,299262E-07
0,8437579;2,404481E-07
0,8548765;-1,467079E-07
0,8660727;2,608895E-08
0,8772703;-2,339333E-08
0,8882929;-5,872544E-09
0,8994461;-6,163118E-09
0,9103916;2,127438E-08
0,9215723;-3,858804E-08
0,9326863;1,147836E-08
0,9438059;-1,731514E-09
0,9550222;2,700835E-08
0,9659533;-9,562073E-09
0,9772466;6,820255E-09
0,9772466;-1,010999E-07
0,9992797;2,260223E-07
1,010716;-1,273051E-07
1,021546;-1,403987E-08
1,032557;-4,133284E-08
1,043725;-5,285442E-09
1,054793;6,249548E-09
1,065762;-1,341105E-09
1,076819;4,833937E-09
1,087988;1,441985E-08
1,098969;4,516542E-09
1,110271;3,144169E-10
1,121293;4,972517E-09
1,132579;-1,511127E-08
1,132579;-5,69135E-08
1,154498;1,112029E-07
1,165873;-6,664098E-08
1,177529;-2,075284E-08
1,177529;-2,380908E-08
1,199556;3,742129E-08
1,210493;-5,630702E-08
1,221455;6,596744E-08
1,232616;-3,100634E-08
1,243658;1,729578E-08
1,254769;-8,594989E-09
1,265857;6,678699E-09
1,27698;1,531839E-09
1,288024;-5,381852E-08
1,288024;2,083182E-08
1,310054;-5,370081E-08
1,321476;2,560467E-08
1,332367;5,5179E-09
1,343545;-1,048446E-08
1,354646;1,734346E-08
1,365719;-5,261601E-09
1,376863;4,654378E-08
1,387873;1,470744E-09
1,387873;-2,703369E-08
1,409952;6,665587E-08
1,42114;-1,099691E-07
1,432204;7,364899E-08
1,443552;6,049868E-10
1,443552;-3,094077E-08
1,465372;-5,426258E-08
1,476406;7,584542E-08
1,487417;-6,348044E-08
1,498605;7,68736E-08
1,509633;-8,387865E-09
1,520899;2,220274E-09
1,531895;-5,178153E-09
1,543012;2,126693E-08
1,554506;-2,455264E-08
1,565252;1,752973E-08
1,576505;-8,660554E-09
1,587778;3,263358E-10
1,599;-9,053947E-09
1,599;-2,048612E-08
1,621197;-5,193949E-08
1,632352;6,600171E-08
1,643474;-2,231896E-08
1,654454;5,149841E-08
1,665631;-3,812015E-08
1,676725;4,513264E-08
1,687968;-3,611595E-08
1,699099;-3,90172E-08
1,710407;1,235604E-08
1,721749;2,929419E-08
1,73273;-2,288967E-08
