time;velocity
0,012056;-7,433709E-06
0,0284346;-5,337763E-06
0,0348638;-4,839804E-06
0,0445354;1,732861E-05
0,0557301;2,240512E-05
0,0665539;-5,0206E-06
0,0780594;7,135374E-06
0,0885762;-4,877051E-06
0,099578;-1,171558E-05
0,1107176;-7,8301E-06
0,1218256;-6,117722E-06
0,1329909;1,350025E-06
0,1440613;6,05246E-06
0,1553397;8,773775E-06
0,1664557;5,982029E-06
0,1817691;-2,74419E-06
0,1898356;-3,40398E-06
0,1997456;-2,306861E-06
0,21104;-4,620725E-06
0,2225439;-1,447316E-05
0,2331431;1,467448E-05
0,2443127;-1,78862E-05
0,2553256;-1,624497E-05
0,2664239;-3,148638E-05
0,2777261;-3,585252E-05
0,2887332;-4,698724E-05
0,3002962;-5,914116E-05
0,310824;-5,984712E-05
0,3220911;-5,778544E-05
0,3393636;-6,846059E-05
0,3440958;-9,675194E-05
0,3551371;-6,616212E-05
0,3663613;-7,912062E-05
0,3775485;-7,79184E-05
0,3885622;-8,385785E-05
0,4008047;-8,010186E-05
0,4106375;-8,230589E-05
0,421971;-8,217983E-05
0,4328631;-8,047395E-05
0,4439362;-8,237854E-05
0,4552585;7,746562E-05
0,4663639;7,587299E-05
0,4773956;8,003496E-05
0,4932103;7,706076E-05
0,4994603;7,092461E-05
0,5112095;6,324753E-05
0,5218306;6,543047E-05
0,5329266;5,722165E-05
0,5440711;5,247231E-05
0,5551362;5,111639E-05
0,5662505;4,308537E-05
0,5773657;3,871191E-05
0,5883621;4,452042E-05
0,5995884;3,337015E-05
0,6118692;3,420614E-05
0,6223056;3,590588E-05
0,6331264;2,748296E-05
0,6484401;2,802417E-05
0,6553361;2,130739E-05
0,666324;2,219334E-05
0,6773688;1,841187E-05
0,6884084;1,662461E-05
0,6996339;1,517059E-05
0,7107074;1,389109E-05
0,7217642;1,375925E-05
0,7331215;1,473594E-05
0,7437198;9,889612E-06
0,7546478;1,161413E-05
0,7660201;7,343078E-06
0,7768221;7,34949E-06
0,788593;6,242171E-06
0,803756;9,116526E-06
0,8114575;1,010044E-05
0,8215158;7,441193E-06
0,8325033;8,328355E-06
0,8436332;5,108446E-06
0,8547058;4,780265E-06
0,8660327;2,66799E-06
0,8772905;5,123577E-06
0,8884766;4,678256E-06
0,8995475;3,702468E-06
0,9106472;4,988917E-06
0,9218804;4,343551E-06
0,9328445;5,320713E-06
0,9443071;3,822565E-06
0,9443071;0
0,9732253;9,48589E-06
0,9838656;1,020634E-05
0,9950008;5,964763E-06
1,005933;4,342925E-06
1,018218;3,988761E-06
1,027888;4,80982E-06
1,038947;4,379162E-06
1,049914;4,654233E-06
1,061012;4,373146E-06
1,072038;4,987223E-06
1,08296;-3,362228E-06
1,09416;5,200859E-06
1,10528;5,284445E-06
1,10528;0
1,127207;7,865671E-06
1,138418;3,237016E-06
1,149544;-1,980616E-06
1,160752;-2,015E-06
1,171835;-2,210885E-06
1,182988;2,363045E-06
1,194056;2,558846E-06
1,205349;-2,982523E-06
1,216377;2,544634E-06
1,22877;3,256071E-06
1,238804;3,233142E-06
1,250165;2,900893E-06
1,26144;-1,064772E-06
1,26144;0
