time;distance to prev position;controller position;camera position;distance to prev target;distance to current target
0,2113596;0,0002959052;(-0.1728, 1.3358, -0.5683);(0.0907, 1.4555, -1.0780);4,4897;4,5317
0,2239454;0,001897504;(-0.1712, 1.3359, -0.5680);(0.0910, 1.4556, -1.0778);4,4901;4,5314
0,2387039;0,003483828;(-0.1697, 1.3359, -0.5678);(0.0913, 1.4556, -1.0777);4,4906;4,5312
0,2443654;0,00632226;(-0.1669, 1.3357, -0.5674);(0.0916, 1.4557, -1.0775);4,4914;4,5307
0,2554115;0,009622916;(-0.1637, 1.3353, -0.5667);(0.0919, 1.4559, -1.0772);4,4923;4,5301
0,267439;0,01290105;(-0.1605, 1.3349, -0.5658);(0.0922, 1.4560, -1.0769);4,4929;4,5293
0,2774582;0,01764728;(-0.1560, 1.3342, -0.5646);(0.0927, 1.4561, -1.0766);4,4940;4,5282
0,2885612;0,0230312;(-0.1509, 1.3334, -0.5632);(0.0931, 1.4562, -1.0762);4,4952;4,5270
0,2995928;0,0291334;(-0.1450, 1.3327, -0.5616);(0.0936, 1.4562, -1.0759);4,4965;4,5256
0,3106078;0,03509047;(-0.1393, 1.3319, -0.5601);(0.0940, 1.4562, -1.0757);4,4977;4,5243
0,3222784;0,04194167;(-0.1327, 1.3310, -0.5583);(0.0944, 1.4561, -1.0755);4,4992;4,5227
0,332889;0,04861989;(-0.1263, 1.3301, -0.5568);(0.0948, 1.4560, -1.0753);4,5009;4,5214
0,3440678;0,05584857;(-0.1193, 1.3294, -0.5551);(0.0953, 1.4560, -1.0752);4,5026;4,5199
0,3551394;0,06291246;(-0.1124, 1.3287, -0.5537);(0.0957, 1.4559, -1.0750);4,5045;4,5187
0,366187;0,07005392;(-0.1054, 1.3282, -0.5522);(0.0961, 1.4558, -1.0747);4,5063;4,5174
0,3775645;0,07765113;(-0.0980, 1.3280, -0.5508);(0.0965, 1.4556, -1.0746);4,5083;4,5160
0,3929473;0,08484601;(-0.0910, 1.3276, -0.5494);(0.0969, 1.4556, -1.0744);4,5102;4,5147
0,3995;0,09245343;(-0.0835, 1.3271, -0.5478);(0.0973, 1.4554, -1.0743);4,5122;4,5133
0,4108014;0,09978206;(-0.0764, 1.3265, -0.5463);(0.0975, 1.4555, -1.0741);4,5141;4,5120
0,4218546;0,107578;(-0.0688, 1.3258, -0.5447);(0.0979, 1.4554, -1.0739);4,5163;4,5107
0,4330139;0,1178868;(-0.0593, 1.3249, -0.5408);(0.0985, 1.4554, -1.0737);4,5173;4,5072
0,4443067;0,1251038;(-0.0523, 1.3241, -0.5392);(0.0989, 1.4553, -1.0734);4,5192;4,5059
0,4554321;0,1322399;(-0.0453, 1.3235, -0.5377);(0.0992, 1.4553, -1.0733);4,5211;4,5047
0,4676062;0,1393825;(-0.0384, 1.3224, -0.5362);(0.0997, 1.4553, -1.0731);4,5232;4,5036
0,4776339;0,1449365;(-0.0330, 1.3225, -0.5350);(0.1002, 1.4554, -1.0729);4,5245;4,5024
0,4887087;0,1506056;(-0.0275, 1.3218, -0.5340);(0.1007, 1.4554, -1.0726);4,5262;4,5017
0,4996893;0,1560331;(-0.0222, 1.3218, -0.5327);(0.1011, 1.4553, -1.0724);4,5275;4,5006
0,5109133;0,1611359;(-0.0173, 1.3213, -0.5316);(0.1016, 1.4553, -1.0722);4,5289;4,4997
0,521898;0,1660601;(-0.0125, 1.3209, -0.5304);(0.1022, 1.4553, -1.0720);4,5300;4,4987
0,5330577;0,1710262;(-0.0078, 1.3204, -0.5290);(0.1027, 1.4552, -1.0719);4,5311;4,4976
0,5481203;0,175822;(-0.0031, 1.3200, -0.5280);(0.1033, 1.4551, -1.0718);4,5324;4,4968
0,5550836;0,1797947;(0.0008, 1.3201, -0.5271);(0.1039, 1.4551, -1.0716);4,5334;4,4959
0,5662438;0,1837716;(0.0044, 1.3193, -0.5257);(0.1045, 1.4550, -1.0715);4,5341;4,4950
0,5773334;0,1874711;(0.0080, 1.3192, -0.5250);(0.1051, 1.4551, -1.0713);4,5351;4,4943
0,5883373;0,1912366;(0.0117, 1.3188, -0.5241);(0.1057, 1.4551, -1.0710);4,5361;4,4937
0,5995528;0,1944927;(0.0149, 1.3187, -0.5235);(0.1063, 1.4552, -1.0707);4,5370;4,4931
0,6106855;0,1971087;(0.0174, 1.3183, -0.5229);(0.1069, 1.4553, -1.0705);4,5378;4,4927
0,6219829;0,2000675;(0.0203, 1.3181, -0.5222);(0.1075, 1.4553, -1.0703);4,5386;4,4922
0,6330348;0,2029819;(0.0231, 1.3182, -0.5217);(0.1080, 1.4554, -1.0701);4,5394;4,4917
0,6441149;0,2056978;(0.0256, 1.3175, -0.5209);(0.1086, 1.4555, -1.0700);4,5400;4,4912
0,6551638;0,2079611;(0.0278, 1.3176, -0.5203);(0.1092, 1.4555, -1.0698);4,5405;4,4907
0,6663936;0,209983;(0.0298, 1.3174, -0.5198);(0.1097, 1.4556, -1.0696);4,5410;4,4903
0,6786841;0,2114297;(0.0311, 1.3173, -0.5193);(0.1102, 1.4556, -1.0694);4,5412;4,4899
0,6886417;0,2133494;(0.0330, 1.3173, -0.5188);(0.1106, 1.4556, -1.0692);4,5416;4,4894
0,7056348;0,2146317;(0.0342, 1.3174, -0.5183);(0.1111, 1.4557, -1.0691);4,5417;4,4889
0,7110226;0,2159695;(0.0354, 1.3175, -0.5177);(0.1115, 1.4557, -1.0689);4,5417;4,4884
0,7221634;0,2171754;(0.0365, 1.3174, -0.5173);(0.1118, 1.4556, -1.0689);4,5419;4,4881
0,7331088;0,2183591;(0.0376, 1.3171, -0.5170);(0.1122, 1.4556, -1.0689);4,5422;4,4878
0,7442667;0,2197074;(0.0387, 1.3166, -0.5164);(0.1126, 1.4557, -1.0687);4,5425;4,4875
0,7554051;0,2206741;(0.0396, 1.3164, -0.5162);(0.1129, 1.4557, -1.0686);4,5427;4,4874
0,7663388;0,2216427;(0.0405, 1.3162, -0.5158);(0.1132, 1.4556, -1.0684);4,5429;4,4871
0,7775351;0,2224685;(0.0413, 1.3161, -0.5155);(0.1135, 1.4556, -1.0683);4,5430;4,4868
0,7884166;0,2232788;(0.0420, 1.3160, -0.5153);(0.1138, 1.4556, -1.0683);4,5432;4,4867
0,7999002;0,2240374;(0.0427, 1.3158, -0.5151);(0.1141, 1.4556, -1.0682);4,5434;4,4865
0,8106555;0,2248166;(0.0434, 1.3156, -0.5148);(0.1143, 1.4555, -1.0681);4,5435;4,4863
0,8217207;0,2255992;(0.0441, 1.3152, -0.5146);(0.1145, 1.4556, -1.0680);4,5437;4,4862
0,8328325;0,2262905;(0.0447, 1.3149, -0.5143);(0.1147, 1.4555, -1.0679);4,5439;4,4861
0,8440061;0,2269426;(0.0452, 1.3147, -0.5142);(0.1148, 1.4555, -1.0678);4,5441;4,4861
0,8595709;0,227443;(0.0457, 1.3146, -0.5139);(0.1150, 1.4555, -1.0677);4,5441;4,4859
0,8661485;0,2282061;(0.0463, 1.3144, -0.5136);(0.1152, 1.4554, -1.0676);4,5442;4,4856
0,877299;0,2287764;(0.0468, 1.3142, -0.5134);(0.1154, 1.4554, -1.0675);4,5443;4,4855
0,8897347;0,2294831;(0.0474, 1.3138, -0.5134);(0.1156, 1.4553, -1.0675);4,5447;4,4856
0,8996602;0,2303403;(0.0482, 1.3135, -0.5132);(0.1157, 1.4553, -1.0674);4,5450;4,4856
0,9107507;0,2312567;(0.0490, 1.3132, -0.5130);(0.1159, 1.4552, -1.0673);4,5453;4,4855
0,92185;0,2321424;(0.0499, 1.3129, -0.5129);(0.1160, 1.4552, -1.0672);4,5457;4,4855
0,9330688;0,2328912;(0.0506, 1.3127, -0.5129);(0.1161, 1.4551, -1.0672);4,5461;4,4855
0,9439147;0,2334757;(0.0511, 1.3124, -0.5128);(0.1162, 1.4551, -1.0671);4,5464;4,4856
0,955165;0,2330703;(0.0514, 1.3125, -0.5126);(0.1163, 1.4550, -1.0671);4,5463;4,4854
0,9661343;0,2336162;(0.0519, 1.3124, -0.5125);(0.1163, 1.4550, -1.0670);4,5464;4,4853
0,9882073;0,2344367;(0.0527, 1.3124, -0.5123);(0.1165, 1.4550, -1.0668);4,5467;4,4851
0,9882073;0,2344367;(0.0527, 1.3124, -0.5123);(0.1165, 1.4550, -1.0668);4,5467;4,4851
0,9996293;0,2350039;(0.0533, 1.3124, -0.5123);(0.1166, 1.4550, -1.0668);4,5470;4,4852
1,021544;0,2363095;(0.0546, 1.3125, -0.5124);(0.1167, 1.4550, -1.0666);4,5475;4,4852
1,032567;0,2369763;(0.0552, 1.3122, -0.5121);(0.1168, 1.4550, -1.0666);4,5477;4,4851
1,043751;0,2375737;(0.0557, 1.3123, -0.5121);(0.1168, 1.4550, -1.0666);4,5479;4,4851
1,054762;0,2380445;(0.0562, 1.3124, -0.5121);(0.1168, 1.4550, -1.0665);4,5481;4,4851
1,065847;0,238515;(0.0566, 1.3126, -0.5121);(0.1169, 1.4550, -1.0664);4,5482;4,4850
1,065847;0,238515;(0.0566, 1.3126, -0.5121);(0.1169, 1.4550, -1.0664);4,5482;4,4850
1,088263;0,2394437;(0.0574, 1.3131, -0.5123);(0.1169, 1.4549, -1.0662);4,5485;4,4850
1,088263;0,2394437;(0.0574, 1.3131, -0.5123);(0.1169, 1.4549, -1.0662);4,5485;4,4850
1,110493;0,2402645;(0.0581, 1.3135, -0.5121);(0.1170, 1.4549, -1.0661);4,5485;4,4847
1,110493;0,2402645;(0.0581, 1.3135, -0.5121);(0.1170, 1.4549, -1.0661);4,5485;4,4847
1,12188;0,2405686;(0.0583, 1.3135, -0.5120);(0.1171, 1.4549, -1.0660);4,5485;4,4846
1,132929;0,2401444;(0.0587, 1.3136, -0.5117);(0.1171, 1.4549, -1.0659);4,5485;4,4844
