time;acceleration
0,0236804;-8,320119E-08
0,0389051;4,774418E-08
0,0496939;6,012538E-09
0,0609286;-2,981258E-09
0,0720312;6,319484E-08
0,0831465;-1,355573E-08
0,09437659;-2,988212E-09
0,09437659;-1,422517E-08
0,1126486;-2,105229E-08
0,1293048;-4,141733E-08
0,1383183;4,291219E-08
0,1495244;3,640107E-08
0,1606328;5,98689E-09
0,171784;-3,792895E-08
0,1829372;2,843501E-08
0,194133;-2,771908E-08
0,2058468;5,902398E-08
0,216532;5,707548E-09
0,2275866;3,596769E-08
0,2397229;4,066109E-08
0,2497536;1,075151E-07
0,2497536;-2,344929E-07
0,2718815;4,850515E-07
0,283165;-1,765241E-07
0,2940313;1,284038E-07
0,3051077;8,113024E-08
0,3163244;2,277102E-08
0,3275119;2,220848E-08
0,3384628;-1,311877E-08
0,3495397;-4,028603E-08
0,3607443;1,366012E-07
0,3729362;-8,816642E-09
0,3834846;8,826318E-09
0,3947368;-3,464855E-08
0,4062877;4,370398E-08
0,4062877;-6,553024E-07
0,4288347;1,300628E-06
0,4288347;-1,300628E-06
0,4513924;1,26574E-06
0,4627538;-6,095872E-07
0,4627538;-6,561526E-07
0,4740227;5,692944E-07
0,4856317;1,660661E-08
0,4967659;-5,551577E-08
0,5082182;-1,484677E-08
0,5194945;1,41561E-08
0,5307175;-3,284662E-08
0,5421512;-5,976872E-09
0,553588;-4,490463E-08
0,5651454;6,714436E-09
0,5810378;4,297508E-09
0,5878236;-2,35617E-08
0,5991459;-1,859964E-08
0,6105871;-2,977998E-08
0,6216884;-1,224278E-08
0,6328645;-4,842877E-08
0,6451297;-1,960845E-08
0,6549246;-1,199543E-08
0,6660895;-3,895147E-09
0,6774698;-3,05906E-08
0,6885145;1,19686E-08
0,699519;-1,397133E-08
0,7109971;-2,423376E-08
0,7221163;-2,222061E-08
0,7380399;-1,275241E-08
0,7440356;-2,868623E-08
0,7552906;-1,048595E-08
0,7663188;-3,200767E-09
0,7775024;-1,9297E-08
0,78844;8,884071E-09
0,7996045;-9,974838E-09
0,8107554;-1,149625E-08
0,8216879;-2,261995E-09
0,8328374;-1,0024E-08
0,8439956;2,678484E-08
0,8565606;-2,563447E-08
0,8661336;5,371867E-09
0,8774073;6,259143E-11
0,8925599;-1,14441E-08
0,8992731;-8,687375E-09
0,910487;-7,838008E-09
0,9215906;-2,552569E-08
0,9326528;-1,190856E-07
0,9437253;1,229212E-07
0,9547259;-1,741201E-08
0,9660243;7,835029E-09
0,9769087;7,270278E-09
0,9881145;-3,294649E-09
0,9991554;4,361573E-09
1,010732;-1,575649E-08
1,021325;-3,067404E-08
1,032539;-5,746186E-08
1,047809;8,098782E-09
1,055901;1,353025E-08
1,065937;-1,494586E-09
1,077489;4,529952E-09
1,088545;2,413989E-09
1,099338;2,516955E-08
1,110489;-4,178435E-08
1,121473;4,161596E-08
1,132545;1,247525E-08
1,143824;-7,94679E-09
1,154716;-4,851818E-08
1,16578;-2,089143E-08
1,176904;2,930015E-08
1,187953;4,175752E-08
1,203021;5,5179E-09
1,210263;-5,162954E-08
1,221331;4,831404E-08
1,232471;-3,564358E-08
1,243729;-1,620203E-08
1,254874;5,598664E-08
1,267348;-5,87851E-09
1,277118;-6,573647E-08
1,288182;7,807613E-08
1,299346;-7,241666E-08
1,310399;7,125734E-09
1,32138;-4,617871E-09
1,332419;-1,170337E-08
1,343986;-1,20699E-09
1,358994;9,231266E-09
1,36558;-2,138465E-08
1,376811;8,179694E-08
1,387984;5,231795E-09
1,399408;-3,10391E-09
1,410503;-4,21554E-09
1,421286;-4,490465E-08
1,432349;4,463047E-08
1,443484;-4,896522E-08
1,454828;5,679428E-08
