time;velocity
0;-1,814298E-06
0,0400086;4,454921E-06
0,0510534;-2,177042E-06
0,0619133;1,398026E-06
0,07344349;1,666503E-06
0,084144;-2,215357E-06
0,095291;-5,351389E-06
0,1059736;2,395084E-06
0,1168542;-3,753125E-06
0,1281187;1,376636E-06
0,1390165;2,451529E-06
0,1507157;1,570509E-06
0,1610721;1,173327E-06
0,1721538;-2,39032E-06
0,1833046;-4,791753E-06
0,1944253;-1,53811E-06
0,205358;-1,717819E-06
0,2164502;-1,223162E-06
0,2276844;-1,220838E-06
0,2386056;-1,413012E-06
0,2497783;-1,803248E-06
0,2608833;-1,536882E-06
0,2722996;-8,639204E-07
0,283197;-8,291879E-07
0,2942196;2,975403E-06
0,3056709;2,351883E-06
0,316809;-1,817659E-06
0,3284953;-1,389997E-06
0,3396702;-2,434984E-06
0,3505521;3,145321E-06
0,3616695;9,375403E-07
0,3729922;-3,262467E-06
0,3842925;-5,532197E-06
0,3955546;1,755811E-06
0,4072063;6,173224E-06
0,4187806;7,382041E-06
0,4300107;9,233281E-06
0,4415671;1,069106E-05
0,4526511;1,423627E-05
0,4639241;1,464313E-05
0,474994;1,666904E-05
0,4864529;1,9318E-05
0,4973891;2,118204E-05
0,5086694;1,876751E-05
0,5198789;2,42867E-05
0,5312201;2,362585E-05
0,5425074;2,446415E-05
0,5537716;3,355328E-05
0,5653297;2,999186E-05
0,5765764;3,239833E-05
0,5880978;3,368739E-05
0,5995203;3,331579E-05
0,6105773;3,392163E-05
0,6216767;3,205914E-05
0,6329882;3,473774E-05
0,6442205;3,366548E-05
0,6551679;3,468122E-05
0,6662554;3,445871E-05
0,6774076;3,48232E-05
0,6884702;3,872808E-05
0,6997167;3,675654E-05
0,7106494;3,717072E-05
0,7220036;3,77465E-05
0,7329935;3,777996E-05
0,7441592;3,550567E-05
0,7553276;3,535487E-05
0,7666139;3,366552E-05
0,7779795;3,292233E-05
0,7890184;3,37749E-05
0,8000472;3,283359E-05
0,8112198;3,476232E-05
0,8221528;3,711835E-05
0,8331245;3,800206E-05
0,8440791;3,373347E-05
0,8551071;3,694117E-05
0,8661019;3,30361E-05
0,8773187;3,029399E-05
0,8882051;3,114358E-05
0,8993729;2,617627E-05
0,9105281;2,57273E-05
0,9214514;2,571091E-05
0,9324955;2,721205E-05
0,9436563;2,415285E-05
0,9548925;2,80492E-05
0,9658943;2,920747E-05
0,9772984;2,435014E-05
0,9884039;2,604082E-05
0,9995821;2,228409E-05
1,010871;2,199486E-05
1,021604;2,397567E-05
1,032857;1,929492E-05
1,04389;1,919255E-05
1,05483;1,706585E-05
1,06597;1,608074E-05
1,077121;1,946181E-05
1,0884;2,650827E-05
1,099483;2,362743E-05
1,110654;2,555385E-05
1,121745;2,241269E-05
1,132531;2,317131E-05
1,143896;2,332941E-05
1,154881;1,913711E-05
1,165721;1,747578E-05
1,17686;1,56194E-05
1,187983;1,099274E-05
1,199072;1,693085E-05
1,210201;1,850814E-05
1,221087;1,859382E-05
1,232559;1,808524E-05
1,243623;1,930222E-05
1,254579;1,688361E-05
1,266068;1,803845E-05
1,277316;1,515001E-05
1,288193;1,297832E-05
1,299406;1,245722E-05
1,310947;8,493811E-06
1,321657;-8,364022E-06
1,33276;6,658882E-06
1,344109;-3,295839E-06
1,354995;3,365874E-06
1,366422;6,80536E-06
1,377146;-4,141033E-06
1,388135;-4,327148E-06
1,399232;-2,29761E-06
1,410486;-1,968592E-06
1,421347;-2,343655E-06
1,432217;-4,05997E-06
1,443197;-5,555451E-06
1,454559;-7,051081E-06
1,46554;-6,348491E-06
1,476831;-7,716715E-06
1,487713;-7,517785E-06
1,499002;-7,533431E-06
1,510514;-8,689314E-06
1,521455;-8,427054E-06
1,532393;-8,553416E-06
1,543525;-1,243234E-05
1,554855;-7,631332E-06
1,566118;-9,117872E-06
1,577315;-7,874221E-06
1,588515;-7,406175E-06
1,600473;-8,761883E-06
1,611656;-8,262098E-06
1,622683;-1,1096E-05
1,633793;-9,577871E-06
1,645057;-6,180257E-06
1,655755;-7,339269E-06
1,666943;-7,921904E-06
1,6778;-6,891489E-06
1,689217;-8,827299E-06
1,699818;-8,325428E-06
1,710799;-7,225573E-06
1,722058;-5,757362E-06
1,732776;-6,285012E-06
1,743752;-7,186681E-06
1,754805;-5,403608E-06
1,766145;-6,42851E-06
1,777168;-5,833358E-06
1,788226;-7,169694E-06
1,799343;-6,246716E-06
1,810695;-6,251931E-06
1,821641;-4,345477E-06
1,832703;-4,579127E-06
1,84405;-2,877265E-06
1,854934;-5,618781E-06
1,866288;-4,649311E-06
1,877424;-4,423857E-06
1,888664;-4,325211E-06
1,899864;1,324862E-06
1,911052;-2,559423E-06
1,922171;2,70769E-06
1,933379;-4,720539E-06
1,944398;-7,300377E-06
1,955307;-2,666712E-06
1,966492;-4,42788E-06
1,977694;-1,744777E-06
1,988494;-2,968311E-06
1,999975;-5,024373E-06
2,010944;-3,962666E-06
2,022061;-2,303422E-06
2,033269;-2,639443E-06
2,044151;-1,366288E-06
2,055182;1,785755E-06
2,066159;4,218519E-07
2,077295;2,594292E-06
2,088279;-2,008677E-06
2,099244;3,999025E-06
2,11055;3,170073E-06
2,121699;-1,325011E-06
2,132957;1,428127E-06
2,143903;-2,79814E-06
2,155192;-2,040118E-06
2,166311;-4,206747E-06
2,177922;-3,977716E-06
2,188785;-1,449734E-06
2,199819;-1,805127E-06
2,211187;1,776814E-06
2,222259;2,85089E-06
2,233224;-1,341552E-06
2,244213;2,674311E-06
2,255284;-7,811188E-07
2,266147;1,278669E-06
2,277326;-2,489537E-06
2,288274;5,149842E-07
2,299575;-1,32665E-06
2,310707;1,834929E-06
2,321485;2,658516E-06
2,332655;1,508892E-06
2,343634;2,821982E-06
2,354683;-1,56492E-06
2,365822;9,264052E-07
2,377145;4,713237E-07
2,388278;-1,293868E-06
2,399457;-2,455413E-06
2,410577;8,973479E-07
2,42185;1,402944E-06
2,433328;-1,522303E-06
2,444215;1,838207E-06
2,455202;-3,111661E-06
2,466185;-1,502931E-06
2,477325;-2,261847E-06
2,488326;-1,262426E-06
2,499341;-2,189577E-06
2,510447;-1,499206E-06
2,521608;-2,055317E-06
2,53276;-2,235919E-06
2,543901;-2,366006E-06
2,554952;-2,729297E-06
2,566393;-2,083033E-06
2,57737;-9,739548E-06
2,588565;-2,298206E-06
2,599618;-5,481243E-06
2,610692;-1,495332E-06
2,621841;-2,068728E-06
2,633052;-3,308356E-06
2,644373;-1,384616E-06
2,655192;1,666844E-06
2,66634;1,434833E-06
2,677361;-2,273172E-06
2,688492;-3,569275E-06
2,699651;8,952618E-07
2,710595;2,231151E-06
2,721606;-4,792661E-06
2,732699;-2,195686E-06
2,744064;-1,686066E-06
2,754874;2,108365E-06
2,765801;-1,015812E-06
2,776936;-1,277029E-06
2,788066;-5,303323E-07
