time;distance;controller position;camera position
(0.43, 1.54, 4.56);(1.36, 3.31, 4.54)

0,7220036;0,07391291;(3.17, 1.05, 0.78)(3.34, 1.21, 0.38)
0,7329935;0,07769091;(3.17, 1.05, 0.78)(3.34, 1.21, 0.38)
0,7441592;0,08124147;(3.17, 1.05, 0.78)(3.34, 1.21, 0.38)
0,7553276;0,08477696;(3.17, 1.05, 0.78)(3.34, 1.22, 0.38)
0,7666139;0,08814351;(3.17, 1.05, 0.78)(3.34, 1.22, 0.38)
0,7779795;0,09143575;(3.17, 1.05, 0.78)(3.34, 1.22, 0.37)
0,7890184;0,09481324;(3.16, 1.06, 0.78)(3.34, 1.22, 0.37)
0,8000472;0,09809659;(3.16, 1.06, 0.77)(3.34, 1.23, 0.37)
0,8112198;0,1015728;(3.16, 1.06, 0.77)(3.33, 1.23, 0.37)
0,8221528;0,1052847;(3.16, 1.06, 0.77)(3.33, 1.23, 0.37)
0,8331245;0,1090849;(3.15, 1.06, 0.77)(3.33, 1.23, 0.37)
0,8440791;0,1124582;(3.15, 1.06, 0.77)(3.33, 1.23, 0.37)
0,8551071;0,1161523;(3.15, 1.06, 0.77)(3.33, 1.23, 0.37)
0,8661019;0,1194559;(3.15, 1.06, 0.77)(3.32, 1.23, 0.37)
0,8773187;0,1224853;(3.14, 1.06, 0.77)(3.32, 1.23, 0.37)
0,8882051;0,1255997;(3.14, 1.06, 0.77)(3.32, 1.23, 0.37)
0,8993729;0,1282173;(3.14, 1.06, 0.77)(3.32, 1.22, 0.37)
0,9105281;0,1307901;(3.13, 1.07, 0.76)(3.31, 1.22, 0.37)
0,9214514;0,1333611;(3.13, 1.07, 0.75)(3.31, 1.22, 0.37)
0,9324955;0,1360824;(3.12, 1.07, 0.75)(3.31, 1.22, 0.37)
0,9436563;0,1384976;(3.12, 1.07, 0.74)(3.30, 1.21, 0.37)
0,9548925;0,1413026;(3.12, 1.08, 0.74)(3.30, 1.21, 0.37)
0,9658943;0,1442233;(3.12, 1.08, 0.74)(3.30, 1.21, 0.37)
0,9772984;0,1466583;(3.12, 1.08, 0.74)(3.29, 1.21, 0.37)
0,9884039;0,1492624;(3.11, 1.08, 0.74)(3.29, 1.21, 0.37)
0,9995821;0,1514908;(3.11, 1.08, 0.73)(3.28, 1.21, 0.37)
1,010871;0,1536903;(3.11, 1.08, 0.73)(3.28, 1.21, 0.37)
1,021604;0,1560879;(3.11, 1.08, 0.73)(3.28, 1.21, 0.37)
1,032857;0,1580174;(3.10, 1.08, 0.73)(3.27, 1.21, 0.37)
1,04389;0,1599366;(3.10, 1.08, 0.73)(3.27, 1.21, 0.37)
1,05483;0,1616432;(3.10, 1.07, 0.73)(3.27, 1.21, 0.37)
1,06597;0,1632513;(3.10, 1.07, 0.73)(3.26, 1.21, 0.37)
1,077121;0,1651974;(3.09, 1.07, 0.73)(3.26, 1.21, 0.37)
1,0884;0,1678483;(3.09, 1.07, 0.73)(3.26, 1.21, 0.37)
1,099483;0,170211;(3.08, 1.07, 0.72)(3.25, 1.21, 0.37)
1,110654;0,1727664;(3.08, 1.07, 0.72)(3.25, 1.21, 0.37)
1,121745;0,1750077;(3.07, 1.07, 0.72)(3.25, 1.21, 0.37)
1,132531;0,1773248;(3.07, 1.07, 0.72)(3.24, 1.21, 0.37)
1,143896;0,1796577;(3.07, 1.07, 0.71)(3.24, 1.21, 0.37)
1,154881;0,1815715;(3.07, 1.07, 0.71)(3.24, 1.21, 0.37)
1,165721;0,183319;(3.06, 1.07, 0.71)(3.23, 1.21, 0.37)
1,17686;0,184881;(3.06, 1.07, 0.71)(3.23, 1.21, 0.37)
1,187983;0,1859802;(3.06, 1.07, 0.71)(3.23, 1.21, 0.37)
1,199072;0,1876733;(3.06, 1.07, 0.71)(3.22, 1.21, 0.37)
1,210201;0,1895241;(3.05, 1.07, 0.71)(3.22, 1.21, 0.37)
1,221087;0,1913835;(3.05, 1.07, 0.70)(3.22, 1.20, 0.37)
1,232559;0,193192;(3.05, 1.07, 0.70)(3.21, 1.20, 0.38)
1,243623;0,1951223;(3.05, 1.07, 0.70)(3.21, 1.20, 0.38)
1,254579;0,1968106;(3.04, 1.07, 0.70)(3.21, 1.20, 0.38)
1,266068;0,1986145;(3.04, 1.07, 0.70)(3.21, 1.20, 0.38)
1,277316;0,2001295;(3.04, 1.07, 0.69)(3.20, 1.20, 0.38)
1,288193;0,2014273;(3.04, 1.07, 0.69)(3.20, 1.20, 0.38)
1,299406;0,202673;(3.04, 1.07, 0.69)(3.20, 1.20, 0.38)
1,310947;0,2035224;(3.03, 1.07, 0.69)(3.20, 1.20, 0.38)
1,321657;0,202686;(3.03, 1.07, 0.69)(3.19, 1.20, 0.38)
1,33276;0,2033519;(3.03, 1.07, 0.69)(3.19, 1.20, 0.38)
1,344109;0,2030223;(3.02, 1.07, 0.69)(3.19, 1.20, 0.38)
1,354995;0,2033589;(3.02, 1.07, 0.68)(3.19, 1.20, 0.38)
1,366422;0,2040394;(3.02, 1.07, 0.68)(3.19, 1.20, 0.38)
1,377146;0,2036253;(3.02, 1.07, 0.68)(3.19, 1.20, 0.39)
1,388135;0,2031926;(3.01, 1.07, 0.68)(3.19, 1.20, 0.39)
1,399232;0,2029629;(3.01, 1.07, 0.68)(3.18, 1.20, 0.39)
1,410486;0,202766;(3.01, 1.07, 0.68)(3.18, 1.20, 0.39)
1,421347;0,2025316;(3.01, 1.07, 0.68)(3.18, 1.20, 0.39)
1,432217;0,2021256;(3.01, 1.07, 0.68)(3.18, 1.20, 0.39)
1,443197;0,2015701;(3.01, 1.06, 0.68)(3.18, 1.20, 0.39)
1,454559;0,200865;(3.01, 1.06, 0.68)(3.18, 1.20, 0.39)
1,46554;0,2002301;(3.00, 1.06, 0.68)(3.18, 1.20, 0.39)
1,476831;0,1994585;(3.00, 1.06, 0.68)(3.18, 1.20, 0.39)
1,487713;0,1987067;(3.00, 1.06, 0.68)(3.18, 1.20, 0.39)
1,499002;0,1979533;(3.00, 1.06, 0.68)(3.18, 1.20, 0.39)
1,510514;0,1970844;(3.00, 1.05, 0.68)(3.18, 1.20, 0.39)
1,521455;0,1962417;(3.00, 1.05, 0.68)(3.18, 1.20, 0.39)
1,532393;0,1953864;(3.00, 1.05, 0.68)(3.17, 1.20, 0.39)
1,543525;0,1941431;(3.00, 1.05, 0.68)(3.17, 1.20, 0.39)
1,554855;0,19338;(3.00, 1.05, 0.68)(3.17, 1.20, 0.40)
1,566118;0,1924682;(3.00, 1.05, 0.68)(3.17, 1.20, 0.40)
1,577315;0,1916808;(2.99, 1.05, 0.68)(3.17, 1.20, 0.40)
1,588515;0,1909402;(2.99, 1.05, 0.68)(3.17, 1.20, 0.40)
1,600473;0,190064;(2.99, 1.05, 0.68)(3.17, 1.20, 0.40)
1,611656;0,1892378;(2.99, 1.05, 0.68)(3.17, 1.20, 0.40)
1,622683;0,1881282;(2.99, 1.05, 0.68)(3.17, 1.20, 0.40)
1,633793;0,1871704;(2.99, 1.05, 0.68)(3.17, 1.20, 0.40)
1,645057;0,1865524;(2.99, 1.05, 0.68)(3.17, 1.20, 0.40)
1,655755;0,1858184;(2.99, 1.05, 0.68)(3.17, 1.20, 0.40)
1,666943;0,1850262;(2.99, 1.05, 0.68)(3.17, 1.20, 0.40)
1,6778;0,1843371;(2.99, 1.05, 0.68)(3.17, 1.20, 0.40)
1,689217;0,1834544;(2.98, 1.05, 0.68)(3.17, 1.20, 0.40)
1,699818;0,1826218;(2.98, 1.05, 0.68)(3.17, 1.20, 0.40)
1,710799;0,1818993;(2.98, 1.04, 0.68)(3.17, 1.20, 0.40)
1,722058;0,1813235;(2.98, 1.04, 0.68)(3.17, 1.20, 0.40)
1,732776;0,180695;(2.98, 1.04, 0.68)(3.17, 1.20, 0.40)
1,743752;0,1799764;(2.98, 1.04, 0.67)(3.16, 1.20, 0.40)
1,754805;0,179436;(2.98, 1.04, 0.67)(3.16, 1.20, 0.40)
1,766145;0,1787931;(2.98, 1.04, 0.67)(3.16, 1.20, 0.40)
1,777168;0,1782098;(2.97, 1.04, 0.67)(3.16, 1.20, 0.40)
1,788226;0,1774928;(2.97, 1.04, 0.67)(3.16, 1.20, 0.40)
1,799343;0,1768682;(2.97, 1.04, 0.67)(3.16, 1.20, 0.40)
1,810695;0,176243;(2.97, 1.04, 0.67)(3.16, 1.20, 0.40)
1,821641;0,1758084;(2.97, 1.04, 0.67)(3.16, 1.20, 0.40)
1,832703;0,1753505;(2.97, 1.04, 0.67)(3.16, 1.20, 0.40)
1,84405;0,1750628;(2.97, 1.04, 0.67)(3.16, 1.20, 0.40)
1,854934;0,1745009;(2.97, 1.04, 0.67)(3.16, 1.20, 0.40)
1,866288;0,174036;(2.97, 1.04, 0.67)(3.16, 1.20, 0.40)
1,877424;0,1735936;(2.97, 1.04, 0.67)(3.16, 1.20, 0.40)
1,888664;0,1731611;(2.97, 1.04, 0.67)(3.16, 1.20, 0.40)
1,899864;0,1732936;(2.97, 1.04, 0.67)(3.16, 1.20, 0.40)
1,911052;0,1730376;(2.97, 1.04, 0.68)(3.16, 1.20, 0.40)
1,922171;0,1733084;(2.97, 1.04, 0.68)(3.16, 1.20, 0.40)
1,933379;0,1728363;(2.97, 1.04, 0.68)(3.16, 1.20, 0.40)
1,944398;0,1721063;(2.97, 1.04, 0.68)(3.16, 1.20, 0.40)
1,955307;0,1718396;(2.97, 1.04, 0.68)(3.17, 1.20, 0.40)
1,966492;0,1713968;(2.97, 1.03, 0.68)(3.17, 1.20, 0.40)
1,977694;0,1712224;(2.97, 1.03, 0.68)(3.17, 1.20, 0.40)
1,988494;0,1709255;(2.97, 1.03, 0.68)(3.17, 1.20, 0.40)
1,999975;0,1704231;(2.97, 1.03, 0.68)(3.17, 1.20, 0.40)
2,010944;0,1700268;(2.97, 1.03, 0.68)(3.17, 1.20, 0.40)
2,022061;0,1697965;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,033269;0,1695325;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,044151;0,1693959;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,055182;0,1695745;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,066159;0,1696167;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,077295;0,1698761;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,088279;0,1696752;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,099244;0,1700751;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,11055;0,1703921;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,121699;0,1702596;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,132957;0,1704025;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,143903;0,1701226;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,155192;0,1699186;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,166311;0,169498;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,177922;0,1691002;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,188785;0,1689552;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,199819;0,1687747;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,211187;0,1689524;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,222259;0,1692375;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,233224;0,1691033;(2.97, 1.03, 0.68)(3.16, 1.20, 0.40)
2,244213;0,1693707;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,255284;0,1692926;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,266147;0,1694205;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,277326;0,1691715;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,288274;0,169223;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,299575;0,1690904;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,310707;0,1692739;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,321485;0,1695397;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,332655;0,1696906;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,343634;0,1699728;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,354683;0,1698163;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,365822;0,169909;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,377145;0,1699561;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,388278;0,1698267;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,399457;0,1695812;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,410577;0,1696709;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,42185;0,1698112;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,433328;0,169659;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,444215;0,1698428;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,455202;0,1695316;(2.97, 1.03, 0.67)(3.16, 1.20, 0.40)
2,466185;0,1693813;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,477325;0,1691551;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,488326;0,1690289;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,499341;0,1688099;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,510447;0,16866;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,521608;0,1684545;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,53276;0,1682309;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,543901;0,1679943;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,554952;0,1677214;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,566393;0,1675131;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,57737;0,1665391;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,588565;0,1663093;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,599618;0,1657612;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,610692;0,1656116;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,621841;0,1654048;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,633052;0,1650739;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,644373;0,1649355;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,655192;0,1651021;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,66634;0,1652456;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,677361;0,1650183;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,688492;0,1646614;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,699651;0,1647509;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,710595;0,164974;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,721606;0,1644948;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,732699;0,1642752;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,744064;0,1641066;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,754874;0,1643174;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,765801;0,1642158;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,776936;0,1640881;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,788066;0,1640351;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,79939;0,1639171;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,810338;0,163779;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,821344;0,1639891;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,832495;0,1637808;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,843998;0,1638775;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,855036;0,1636564;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,866109;0,1637073;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,877144;0,1633583;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,888243;0,1631095;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,899529;0,1625243;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,910475;0,1622069;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,921811;0,1626228;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,933112;0,1629662;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,944082;0,1632387;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,955209;0,1629303;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,966933;0,1625533;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,978703;0,1621095;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,988621;0,1617106;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
2,999894;0,1613607;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,010776;0,1610918;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,021718;0,1608435;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,032849;0,1609531;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,043717;0,1611705;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,054891;0,1609897;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,065751;0,1608544;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,076779;0,160576;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,087742;0,160328;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,098851;0,1601698;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,110045;0,1599078;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,121115;0,1597409;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,132331;0,1593639;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,143537;0,158956;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,154734;0,1586037;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,165896;0,15837;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,177025;0,1579593;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,188062;0,1576673;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,199282;0,1572387;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,210471;0,1569441;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,221421;0,1571543;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,232943;0,1567519;(2.97, 1.03, 0.67)(3.16, 1.20, 0.39)
3,243855;0,1562034;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,255179;0,1558583;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,265953;0,1556998;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,277147;0,1559489;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,288058;0,1557155;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,299373;0,1555731;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,310408;0,1552148;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,32137;0,1553569;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,332531;0,1555363;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,343531;0,1552832;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,354675;0,1553963;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,366005;0,1551451;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,37698;0,1554065;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,388105;0,1551828;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,399011;0,155017;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,410019;0,1547857;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,421221;0,1546164;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,432517;0,1544008;(2.97, 1.02, 0.68)(3.16, 1.20, 0.39)
3,44352;0,1542162;(2.97, 1.02, 0.68)(3.16, 1.20, 0.39)
3,454732;0,1540955;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,465741;0,1537162;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,476844;0,1536078;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,487812;0,1536746;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,499048;0,1535705;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,51045;0,1534273;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,521357;0,1537277;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,532406;0,1537866;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,54366;0,1538305;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,554667;0,1537082;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,565866;0,1532605;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,576851;0,1533454;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,587918;0,1531225;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,598883;0,1530111;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,610053;0,152902;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,621236;0,1527299;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,632102;0,1528462;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,643429;0,1527552;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
3,654485;0,1528381;(2.97, 1.03, 0.68)(3.16, 1.20, 0.39)
