id;target number;weight level;time;;total time
7;47;medium;4,433327
7;48;medium;4,566662
7;49;medium;5,244449
7;50;medium;1,266669
7;51;medium;2,655554
;;;;;104,7756
7;1;heavy;4,864444
7;2;heavy;1,122224
7;3;heavy;1,844448
7;4;heavy;2,577777
7;5;heavy;1,033335
7;6;heavy;1,311113
7;7;heavy;1,744448
7;8;heavy;2,688887
7;9;heavy;1,066668
7;10;heavy;1,922226
7;11;heavy;1,355558
7;12;heavy;2,244446
7;13;heavy;1,111113
7;14;heavy;1,688892
7;15;heavy;1,488891
7;16;heavy;2,266668
7;17;heavy;1,27778
7;18;heavy;2,422223
7;19;heavy;2,899997
7;20;heavy;1,233335
7;21;heavy;1,755559
7;22;heavy;1,47778
7;23;heavy;1,000001
7;24;heavy;3,255549
7;25;heavy;1,844448
7;26;heavy;2,400001
7;27;heavy;3,277771
7;28;heavy;1,677781
7;29;heavy;2,511111
7;30;heavy;2,433334
7;31;heavy;2,111114
7;32;heavy;3,277771
7;33;heavy;1,022224
7;34;heavy;2,511111
7;35;heavy;2,111114
7;36;heavy;2,677776
7;37;heavy;1,08889
7;38;heavy;1,711114
7;39;heavy;2,088892
7;40;heavy;2,077781
7;41;heavy;3,333326
7;42;heavy;2,577777
7;43;heavy;1,855559
7;44;heavy;2,633332
7;45;heavy;2,566666
7;46;heavy;1,733337
7;47;heavy;7,388922
7;48;heavy;1,566669
7;49;heavy;2,599999
7;50;heavy;2,322223
7;51;heavy;2,644443
;;;;;111,6978
7;1;light;5,308894
7;2;light;1,47778
7;3;light;1,400002
7;4;light;1,411114
7;5;light;1,744448
7;6;light;1,533336
7;7;light;1,788892
7;8;light;2,17778
7;9;light;1,044446
7;10;light;1,388891
7;11;light;1,844448
7;12;light;1,400002
7;13;light;1,400002
7;14;light;2,044448
7;15;light;2,255557
7;16;light;1,633336
7;17;light;1,522225
7;18;light;2,544444
7;19;light;2,111114
7;20;light;2,400001
7;21;light;1,811115
7;22;light;2,155558
7;23;light;1,86667
7;24;light;3,611102
7;25;light;2,355556
7;26;light;1,133335
7;27;light;1,955559
7;28;light;1,188891
7;29;light;1,311113
7;30;light;1,544447
7;31;light;1,711114
7;32;light;1,600003
7;33;light;1,722225
7;34;light;1,855559
7;35;light;2,999996
7;36;light;1,633336
7;37;light;1,166668
7;38;light;1,722225
7;39;light;2,044448
7;40;light;1,422225
7;41;light;1,455558
7;42;light;2,677776
7;43;light;1,622225
7;44;light;3,055551
7;45;light;1,466669
7;46;light;2,61111
7;47;light;2,144447
7;48;light;2,06667
7;49;light;1,700003
7;50;light;1,27778
7;51;light;1,922226
;;;;;97,24232
7;1;medium;3,731101
7;2;medium;1,522225
7;3;medium;1,433336
7;4;medium;1,344447
7;5;medium;1,833337
7;6;medium;1,366669
7;7;medium;0,9333345
7;8;medium;1,444447
7;9;medium;1,355558
7;10;medium;1,577781
7;11;medium;1,844448
7;12;medium;1,811115
7;13;medium;1,111113
7;14;medium;1,611114
7;15;medium;2,111114
7;16;medium;1,422225
7;17;medium;1,233335
7;18;medium;1,17778
7;19;medium;1,633336
7;20;medium;1,411114
7;21;medium;1,588892
7;22;medium;1,811115
7;23;medium;1,733337
7;24;medium;1,822226
7;25;medium;1,311113
7;26;medium;1,700003
7;27;medium;1,900004
7;28;medium;1,000001
7;29;medium;1,700003
7;30;medium;1,422225
7;31;medium;1,700003
7;32;medium;1,533336
7;33;medium;1,66667
7;34;medium;1,555558
7;35;medium;1,344447
7;36;medium;1,722225
7;37;medium;1,188891
7;38;medium;1,411114
7;39;medium;2,033337
7;40;medium;1,788892
7;41;medium;2,422223
7;42;medium;1,17778
7;43;medium;1,200002
7;44;medium;1,288891
7;45;medium;1,655559
7;46;medium;2,222224
7;47;medium;1,333336
7;48;medium;3,04444
7;49;medium;1,733337
7;50;medium;1,86667
7;51;medium;2,111114
;;;;;83,8979
7;1;heavy;4,419993
7;2;heavy;1,677781
7;3;heavy;1,466669
7;4;heavy;2,17778
7;5;heavy;1,777781
7;6;heavy;1,777781
7;7;heavy;1,222224
7;8;heavy;2,155558
7;9;heavy;2,677776
7;10;heavy;1,411114
7;11;heavy;1,455558
7;12;heavy;1,711114
7;13;heavy;1,633336
7;14;heavy;1,27778
7;15;heavy;1,288891
7;16;heavy;1,622225
7;17;heavy;1,744448
7;18;heavy;1,588892
7;19;heavy;1,233335
7;20;heavy;1,37778
7;21;heavy;1,08889
7;22;heavy;1,322224
7;23;heavy;1,122224
7;24;heavy;2,366668
7;25;heavy;1,444447
7;26;heavy;2,122225
7;27;heavy;1,233335
7;28;heavy;1,266669
7;29;heavy;1,333336
7;30;heavy;1,388891
7;31;heavy;2,022226
7;32;heavy;1,533336
7;33;heavy;2,411112
7;34;heavy;2,466667
7;35;heavy;2,38889
7;36;heavy;6,255573
7;37;heavy;4,277769
7;38;heavy;3,733323
7;39;heavy;4,922222
7;40;heavy;1,888893
7;41;heavy;2,955552
7;42;heavy;1,755559
7;43;heavy;1,233335
7;44;heavy;2,344445
7;45;heavy;2,222224
7;46;heavy;3,644435
7;47;heavy;1,955559
7;48;heavy;2,966663
7;49;heavy;1,544447
7;50;heavy;3,144439
7;51;heavy;2,677776
;;;;;108,7312
