id;target number;weight level;time;;total time
4;17;heavy;1,155557
4;18;heavy;1,911115
4;19;heavy;1,055557
4;20;heavy;1,400002
4;21;heavy;1,100002
4;22;heavy;1,322224
4;23;heavy;1,111113
4;24;heavy;1,122224
4;25;heavy;1,055557
4;26;heavy;1,37778
4;27;heavy;1,166668
4;28;heavy;1,744448
4;29;heavy;1,844448
4;30;heavy;0,7888896
4;31;heavy;1,288891
4;32;heavy;1,022224
4;33;heavy;1,544447
4;34;heavy;1,055557
4;35;heavy;1,144446
4;36;heavy;0,9333345
4;37;heavy;1,144446
4;38;heavy;1,077779
4;39;heavy;1,244446
4;40;heavy;1,122224
4;41;heavy;1,877781
4;42;heavy;1,266669
4;43;heavy;0,9444456
4;44;heavy;1,17778
4;45;heavy;2,100003
4;46;heavy;1,033335
4;47;heavy;1,17778
4;48;heavy;0,8777788
4;49;heavy;1,86667
4;50;heavy;1,288891
4;51;heavy;1,200002
;;;;;67,49789
