id;target number;weight level;time;;total time
6;1;heavy;6,231129
6;2;heavy;2,966663
6;3;heavy;1,833337
6;4;heavy;1,511114
6;5;heavy;3,222216
6;6;heavy;1,244446
6;7;heavy;1,111113
6;8;heavy;1,288891
6;9;heavy;1,522225
6;10;heavy;1,233335
6;11;heavy;1,86667
6;12;heavy;2,655554
6;13;heavy;3,766656
6;14;heavy;2,122225
6;15;heavy;2,055559
6;16;heavy;1,577781
6;17;heavy;1,922226
6;18;heavy;1,466669
6;19;heavy;1,266669
6;20;heavy;1,500003
6;21;heavy;1,722225
6;22;heavy;2,522222
6;23;heavy;1,455558
6;24;heavy;1,188891
6;25;heavy;2,044448
6;26;heavy;1,366669
6;27;heavy;2,233335
6;28;heavy;2,144447
6;29;heavy;1,722225
6;30;heavy;1,155557
6;31;heavy;1,266669
6;32;heavy;1,422225
6;33;heavy;1,08889
6;34;heavy;1,633336
6;35;heavy;1,433336
6;36;heavy;1,47778
6;37;heavy;1,111113
6;38;heavy;1,411114
6;39;heavy;1,533336
6;40;heavy;2,033337
6;41;heavy;2,06667
6;42;heavy;1,100002
6;43;heavy;1,300002
6;44;heavy;1,600003
6;45;heavy;1,188891
6;46;heavy;1,055557
6;47;heavy;1,255558
6;48;heavy;1,322224
6;49;heavy;2,111114
6;50;heavy;1,100002
6;51;heavy;1,66667
;;;;;90,09789
6;1;light;7,542257
6;2;light;2,055559
6;3;light;1,533336
6;4;light;1,255558
6;5;light;1,422225
6;6;light;1,366669
6;7;light;1,711114
6;8;light;1,944448
6;9;light;1,888893
6;10;light;1,800003
6;11;light;1,744448
6;12;light;1,688892
6;13;light;1,022224
6;14;light;2,355556
6;15;light;1,877781
6;16;light;2,122225
6;17;light;1,144446
6;18;light;1,86667
6;19;light;1,644447
6;20;light;2,300001
6;21;light;2,622221
6;22;light;2,977774
6;23;light;1,500003
6;24;light;2,17778
6;25;light;1,800003
6;26;light;1,777781
6;27;light;1,800003
6;28;light;1,677781
6;29;light;1,17778
6;30;light;1,488891
6;31;light;1,76667
6;32;light;1,744448
6;33;light;1,144446
6;34;light;2,622221
6;35;light;2,122225
6;36;light;1,300002
6;37;light;2,011115
6;38;light;2,577777
6;39;light;1,644447
6;40;light;1,700003
6;41;light;2,344445
6;42;light;1,600003
6;43;light;1,366669
6;44;light;2,255557
6;45;light;1,288891
6;46;light;1,844448
6;47;light;1,500003
6;48;light;1,900004
6;49;light;2,622221
6;50;light;1,566669
6;51;light;1,822226
;;;;;98,03126
6;1;medium;5,875568
6;2;medium;2,333334
6;3;medium;1,500003
6;4;medium;1,544447
6;5;medium;1,333336
6;6;medium;1,322224
6;7;medium;2,06667
6;8;medium;2,100003
6;9;medium;1,400002
6;10;medium;1,455558
6;11;medium;1,600003
6;12;medium;1,911115
6;13;medium;1,566669
6;14;medium;2,61111
6;15;medium;2,522222
6;16;medium;2,300001
6;17;medium;1,47778
6;18;medium;2,022226
6;19;medium;1,355558
6;20;medium;1,688892
6;21;medium;1,422225
6;22;medium;1,822226
6;23;medium;1,822226
6;24;medium;1,66667
6;25;medium;1,588892
6;26;medium;1,388891
6;27;medium;1,733337
6;28;medium;1,300002
6;29;medium;1,144446
6;30;medium;2,28889
6;31;medium;1,844448
6;32;medium;1,777781
6;33;medium;1,722225
6;34;medium;1,722225
6;35;medium;2,188891
6;36;medium;2,944441
6;37;medium;1,966671
6;38;medium;1,577781
6;39;medium;2,155558
6;40;medium;1,37778
6;41;medium;1,37778
6;42;medium;1,500003
6;43;medium;1,977782
6;44;medium;1,800003
6;45;medium;1,455558
6;46;medium;3,666657
6;47;medium;1,76667
6;48;medium;1,08889
6;49;medium;1,533336
6;50;medium;1,76667
6;51;medium;1,47778
;;;;;94,85345
6;1;heavy;5,131114
6;2;heavy;1,900004
6;3;heavy;1,366669
6;4;heavy;1,488891
6;5;heavy;1,722225
6;6;heavy;1,066668
6;7;heavy;1,211113
6;8;heavy;1,922226
6;9;heavy;1,733337
6;10;heavy;1,333336
6;11;heavy;1,844448
6;12;heavy;1,188891
6;13;heavy;1,400002
6;14;heavy;1,600003
6;15;heavy;1,655559
6;16;heavy;1,366669
6;17;heavy;1,733337
6;18;heavy;2,899997
6;19;heavy;2,022226
6;20;heavy;1,744448
6;21;heavy;1,922226
6;22;heavy;1,688892
6;23;heavy;1,844448
6;24;heavy;1,622225
6;25;heavy;1,86667
6;26;heavy;1,922226
6;27;heavy;1,733337
6;28;heavy;2,188891
6;29;heavy;1,600003
6;30;heavy;1,755559
6;31;heavy;1,08889
6;32;heavy;1,144446
6;33;heavy;1,366669
6;34;heavy;1,422225
6;35;heavy;1,211113
6;36;heavy;1,700003
6;37;heavy;1,800003
6;38;heavy;1,566669
6;39;heavy;1,37778
6;40;heavy;1,788892
6;41;heavy;1,577781
6;42;heavy;1,166668
6;43;heavy;2,06667
6;44;heavy;1,511114
6;45;heavy;1,966671
6;46;heavy;1,37778
6;47;heavy;2,211113
6;48;heavy;1,722225
6;49;heavy;1,233335
6;50;heavy;1,788892
6;51;heavy;1,211113
;;;;;86,77571
6;1;light;5,864457
6;2;light;1,688892
6;3;light;1,266669
6;4;light;1,522225
6;5;light;1,411114
6;6;light;2,022226
6;7;light;1,944448
6;8;light;1,333336
6;9;light;2,644443
6;10;light;1,077779
6;11;light;1,955559
6;12;light;1,522225
6;13;light;1,522225
6;14;light;2,188891
6;15;light;1,144446
6;16;light;1,300002
6;17;light;1,788892
6;18;light;1,855559
6;19;light;1,788892
6;20;light;1,122224
6;21;light;2,06667
6;22;light;3,399992
6;23;light;1,344447
6;24;light;1,933337
6;25;light;1,466669
6;26;light;1,86667
6;27;light;1,222224
6;28;light;1,888893
6;29;light;2,166669
6;30;light;1,366669
6;31;light;1,422225
6;32;light;1,511114
6;33;light;1,844448
6;34;light;1,311113
6;35;light;1,155557
6;36;light;1,255558
6;37;light;1,588892
6;38;light;2,311112
6;39;light;2,244446
6;40;light;1,555558
6;41;light;1,322224
6;42;light;2,133336
6;43;light;1,677781
6;44;light;1,922226
6;45;light;1,444447
6;46;light;2,022226
6;47;light;1,488891
6;48;light;1,300002
6;49;light;1,788892
6;50;light;1,244446
6;51;light;1,555558
;;;;;89,7868
6;1;medium;5,042224
6;2;medium;1,255558
6;3;medium;2,244446
6;4;medium;1,255558
6;5;medium;1,544447
6;6;medium;1,422225
6;7;medium;1,366669
6;8;medium;1,400002
6;9;medium;1,622225
6;10;medium;1,522225
6;11;medium;1,444447
6;12;medium;1,711114
6;13;medium;1,333336
6;14;medium;1,588892
6;15;medium;1,388891
6;16;medium;1,444447
6;17;medium;1,155557
6;18;medium;2,444445
6;19;medium;2,188891
6;20;medium;1,922226
6;21;medium;0,9222233
6;22;medium;2,588888
6;23;medium;1,400002
6;24;medium;1,222224
6;25;medium;1,17778
6;26;medium;1,711114
6;27;medium;2,144447
6;28;medium;1,08889
6;29;medium;1,400002
6;30;medium;1,822226
6;31;medium;2,077781
6;32;medium;1,27778
6;33;medium;1,533336
6;34;medium;1,700003
6;35;medium;1,744448
6;36;medium;1,744448
6;37;medium;1,722225
6;38;medium;1,244446
6;39;medium;1,388891
6;40;medium;1,533336
6;41;medium;1,133335
6;42;medium;1,344447
6;43;medium;1,844448
6;44;medium;1,844448
6;45;medium;2,999996
6;46;medium;1,577781
6;47;medium;2,155558
6;48;medium;2,188891
6;49;medium;1,611114
6;50;medium;2,044448
6;51;medium;1,611114
;;;;;87,09787
