time;acceleration
0;0
0,0356799;1,192985E-08
0,0356799;-1,192985E-08
0,0565372;-1,251793E-08
0,06668019;1,966037E-08
0,07788839;-3,086805E-08
0,08893209;-5,283129E-09
0,1001769;-2,839122E-08
0,1110851;2,519285E-08
0,1219814;1,583596E-09
0,1329349;1,196527E-08
0,1438118;6,617279E-10
0,1548313;-5,911693E-10
0,1668591;-6,753508E-09
0,1771872;5,479626E-08
0,1882915;5,11686E-09
0,2045465;1,36117E-08
0,2107133;1,414801E-08
0,2217231;-1,993653E-09
0,2328297;2,906666E-08
0,2441231;3,871344E-08
0,2555245;2,366552E-08
0,2665111;1,23284E-08
0,2776043;1,425507E-07
0,2886502;1,450717E-08
0,2999604;2,382414E-08
0,3109126;1,20395E-07
0,3218826;-5,239999E-09
0,3330122;9,196661E-08
0,3442277;6,298906E-08
0,3612039;5,735856E-09
0,3662038;3,032386E-08
0,3775891;1,48348E-08
0,38855;-4,682945E-08
0,3997023;2,603381E-08
0,4109761;-8,221832E-10
0,4224751;-4,381538E-08
0,4331956;3,674926E-08
0,4443741;-5,822632E-08
0,4554959;7,571288E-09
0,4663093;-2,27541E-09
0,4772181;-4,499554E-08
0,4882983;3,572328E-08
0,4995072;-8,989274E-08
0,5157327;-2,021938E-08
0,5214041;-2,14867E-08
0,5323646;-1,79902E-08
0,5432312;-6,182491E-09
0,5543713;-5,151927E-08
0,565606;5,319714E-08
0,5765801;-5,034952E-08
0,5878053;-9,831041E-08
0,5989642;5,084276E-09
0,6099727;-8,583083E-10
0,6213682;-8,927434E-08
0,6324227;3,684163E-08
0,6435333;-8,435399E-08
0,6550974;5,032868E-08
0,6714163;-8,016826E-08
0,6777076;-3,802776E-08
0,6885985;1,063257E-07
0,6995407;-2,493084E-07
0,7106853;1,496643E-07
0,7219176;9,064674E-08
0,7328908;-1,130939E-07
0,7440091;-3,127158E-08
0,7554529;-6,57782E-08
0,7661426;-1,628697E-08
0,7770268;-2,242773E-08
0,7881078;5,632592E-10
0,7992139;-4,678896E-10
0,8104218;1,468658E-08
0,8264526;-7,490812E-09
0,8322864;-8,329753E-09
0,8433329;2,117753E-08
0,8544074;1,45793E-08
0,8655421;-5,559921E-08
0,8763545;1,458824E-08
0,8877603;-1,467169E-08
0,8985536;2,231895E-08
0,9098485;-8,341667E-09
0,920863;8,542838E-09
0,9317586;-3,337414E-08
0,942755;5,894005E-08
0,9538198;1,520962E-08
0,9650812;1,970083E-08
0,9825419;1,043677E-08
0,9872635;7,526577E-08
0,9982758;-7,866621E-08
1,009589;9,427666E-08
1,020676;-1,043677E-08
1,031593;-1,030728E-07
1,042623;1,648218E-08
1,053924;3,316402E-08
1,064987;-3,498345E-08
1,075841;3,335327E-08
1,087022;1,081973E-08
1,098084;-1,838207E-08
1,109326;2,061725E-08
1,120703;-9,152295E-09
1,138379;1,312941E-08
1,142639;-1,326948E-08
1,154017;2,099574E-08
1,165289;1,023709E-09
1,176111;-2,215952E-08
