time;total distance traveled;distance to prev position;ray position;hmd position;distance to prev target;distance to current target
(-0.000000155, 3.535534000, 3.535534000);(-0.000000155, 3.535534000, 3.535534000);2,74222;0

(-0.000000155, 3.535534000, 3.535534000);(-0.000000155, 3.535534000, 3.535534000);9,453394;0

