time;acceleration
0,0290228;-5,461489E-08
0,0399428;6,261715E-08
0,0512778;-3,910981E-08
0,0624393;6,478611E-08
0,0735219;-1,589003E-08
0,0841261;-4,328069E-08
0,0952316;4,000077E-08
0,1062332;-1,349632E-08
0,1173268;5,660169E-08
0,1284911;-5,415277E-08
0,1394626;3,81358E-09
0,1504706;-5,64123E-08
0,1622539;4,037559E-08
0,1725944;2,185139E-08
0,1837697;2,654135E-09
0,1950111;-1,32055E-08
0,2060338;8,861964E-09
0,2172437;3,325327E-08
0,2284635;8,794837E-09
0,239818;1,249739E-08
0,2506978;1,869474E-08
0,2620583;4,028998E-09
0,2734974;5,674656E-08
0,2843599;2,511515E-08
0,2954598;8,168594E-08
0,3065559;-1,665921E-08
0,3176845;1,663074E-07
0,3287818;5,815971E-08
0,3398835;-4,257338E-08
0,3510301;1,41836E-07
0,3623575;-3,561617E-08
0,3733794;9,837593E-08
0,3850616;8,968491E-08
0,3962716;-8,163268E-08
0,4073705;5,424772E-08
0,4187521;3,546083E-09
0,4298335;-4,659814E-08
0,4411629;-2,383669E-08
0,4524163;-2,108736E-08
0,4636882;-7,231087E-08
0,4747942;3,599897E-08
0,4862679;4,393161E-08
0,4974736;5,987582E-08
0,5086958;-7,741837E-09
0,5200675;2,32242E-08
0,5314135;-7,760231E-08
0,5427381;-6,838589E-08
0,5539512;-4,692374E-08
0,565472;-3,849865E-08
0,57664;-1,207081E-10
0,5885142;2,48554E-09
0,5993145;-2,746434E-08
0,6105055;2,526787E-08
0,6218001;-2,216399E-08
0,6328552;-6,820708E-08
0,644067;-2,079305E-08
0,6552948;-8,369983E-08
0,6663024;-1,156332E-09
0,6773703;2,603232E-08
0,6885286;-6,929076E-10
0,6996648;-2,728402E-08
0,7108335;-8,639842E-08
0,7219901;-2,733172E-08
0,7330069;9,782616E-09
0,7441227;-2,616943E-08
0,7553035;9,700662E-09
0,7664282;-5,084575E-08
0,7776062;-2,600699E-08
0,788654;-2,637208E-08
0,7998052;4,254282E-09
0,8106757;-1,130924E-07
0,8218329;1,266599E-09
0,8329458;-6,981939E-08
0,843828;1,692772E-08
0,8549804;1,990944E-08
0,865957;2,310559E-07
0,8769826;-2,726911E-09
0,8881747;-2,676576E-07
0,8992168;1,037568E-08
0,9103884;1,337678E-08
0,9215196;1,248271E-08
0,9328043;-1,65686E-08
0,9439908;-3,577043E-11
0,9550427;1,71066E-09
0,9662953;5,021095E-08
0,977433;-8,235865E-09
0,9888803;1,023709E-08
0,9998443;8,858742E-09
1,011028;3,591176E-09
1,022232;-8,130074E-09
1,033027;4,019737E-08
1,044069;-6,458163E-09
1,055058;8,31485E-10
1,066059;-1,610368E-08
1,077261;-8,356574E-09
1,088315;1,190007E-08
1,09944;2,333969E-08
1,110343;4,447103E-08
1,121692;-7,045716E-08
1,132677;8,2241E-08
1,14376;-3,416837E-09
1,154828;-3,409386E-09
1,166757;-4,690885E-09
1,177116;4,668534E-09
1,188307;3,118812E-09
1,199312;2,497436E-09
1,210654;1,722872E-08
1,221544;4,957615E-09
1,232612;9,888408E-09
1,243763;-8,241832E-09
1,255058;-1,23322E-08
1,266257;-1,96889E-08
1,277305;1,160353E-08
1,288504;7,9751E-09
1,299571;-8,614361E-09
1,310615;1,386255E-08
1,321979;1,15484E-09
1,33276;-1,327991E-08
1,343874;-2,190473E-10
1,35479;1,092106E-08
1,365955;-2,278984E-08
1,377631;6,102025E-09
1,388239;-6,345212E-08
1,398903;6,124675E-08
1,410117;-5,426109E-08
1,42121;4,497916E-08
1,432235;-3,053397E-08
1,443394;3,023595E-08
1,454629;-2,726913E-09
1,465776;1,891255E-08
1,477108;-1,860261E-08
1,488233;-4,850328E-09
1,499445;-4,253685E-08
1,510633;1,947731E-08
1,521679;-6,440282E-09
1,53262;-2,036988E-09
1,54386;-1,196563E-09
1,554826;3,057718E-08
1,565973;1,171976E-08
1,577004;1,66595E-09
1,58806;-1,723319E-08
1,599268;1,877248E-08
1,610203;-3,211498E-08
1,621421;-8,030237E-09
1,632398;2,808571E-08
1,643593;-1,08779E-10
1,654729;-1,987815E-08
1,665865;5,801022E-09
1,677099;1,175106E-08
1,68857;1,751483E-08
1,699527;-1,847595E-08
1,710571;-1,732856E-08
1,721807;3,001243E-08
1,732842;-6,671251E-09
1,743687;1,996756E-08
1,754983;-1,578778E-08
1,765966;2,459884E-08
1,77701;-5,648732E-08
1,788351;3,974289E-08
1,799252;-2,947599E-08
1,810481;2,839267E-08
1,821612;2,94596E-09
1,83264;-7,337332E-09
1,843876;-1,211911E-08
1,854775;5,683303E-09
1,865964;-2,043098E-08
1,876963;1,658648E-08
