time;distance
0,0059155;7,831551E-05
0,013494;0,0002193389
0,0244343;0,00025428
0,0355099;0,0001266316
0,0468393;0,0001942938
0,0576286;0,0002101255
0,0686772;0,0001521942
0,079684;0,0001976157
0,0907101;0,00023637
0,1018149;0,0002142731
0,1127524;7,998171E-05
0,1244815;0,0002308243
0,1244815;7,086208E-05
0,1574304;0,0001508152
0,1688675;0,0001649202
0,1801612;0,0001923933
0,1909672;0,0001036121
0,2018521;0,0001851747
0,2130315;0,0001886006
0,2240723;0,0002499254
0,2356943;0,0001988319
0,2466346;0,0003300158
0,2575056;0,0006181379
0,2694581;0,001070344
0,2800181;0,0008595898
0,2800181;0,001492577
0,313288;0,003160876
0,3240677;0,001676682
0,3353215;0,002123847
0,3463946;0,002460808
0,3577297;0,002973409
0,3688287;0,00314309
0,3799312;0,003380593
0,3913272;0,004809227
0,4025057;0,004036534
0,4139209;0,004168116
0,424954;0,004603611
0,4362537;0,004782063
0,4362537;0,00476336
0,4699732;0,0110007
0,4811913;0,005460997
0,4923298;0,006016809
0,5037146;0,005639049
0,5148218;0,005379314
0,5260777;0,005452442
0,5372021;0,005071486
0,5484877;0,005547445
0,5597327;0,005226894
0,5712547;0,005269051
0,5823944;0,005308697
0,5938146;0,004802774
0,5938146;0,004721315
0,6269506;0,00951027
0,637954;0,004664995
0,6491056;0,005029095
0,6600034;0,004975149
0,6711123;0,005012793
0,6821442;0,005086383
0,6935634;0,004944476
0,7044919;0,004523782
0,7154599;0,004332558
0,7266876;0,004018602
0,7381003;0,00430912
0,7493111;0,004565265
0,7493111;0,003859344
0,7829707;0,006786546
0,7942792;0,00339628
0,8053112;0,00293922
0,8165136;0,003000035
0,8275269;0,002317298
0,8387324;0,002525575
0,8499763;0,001935257
0,8610887;0,002201375
0,8720333;0,002092487
0,8832212;0,001922493
0,8944543;0,00168648
0,9054003;0,001331388
0,9054003;0,001307399
0,9382979;0,002758177
0,9493538;0,001360219
0,960431;0,001246015
0,9717144;0,001134768
0,9829198;0,0009676961
0,9940782;0,0008247563
1,005304;0,001092909
1,016259;0,0008359106
1,02771;0,001147989
1,038779;0,001126316
1,049633;0,001067689
1,06083;0,001057163
1,06083;0,0009317191
1,09359;0,001266914
1,10481;0,000681152
1,115758;0,0008040254
1,1271;0,0008537431
1,137853;0,0008346227
1,149186;0,000686186
1,160325;0,0007096478
1,171591;0,000602533
1,182742;0,0006388118
1,193928;0,0005686837
1,205438;0,0005856476
1,216834;0,0006768739
1,216834;0,0005867594
1,249631;0,001032448
1,260659;0,0005393421
1,272366;0,0005032056
