time;distance
0;0,0002508533
0;0,0002279747
0,007563;0,0001580941
0,0383362;0,0001462919
0,049524;0,0001546479
0,0609118;0,0003777449
0,0716061;0,0001576625
0,082883;0,0003959202
0,0939318;0,0003517517
0,1047255;0,0002618016
0,1157837;0,0001427339
0,1268039;0,000127074
0,1374934;4,152729E-05
0,1487522;0,0001965819
0,1601921;0,0003018561
0,1601921;0,0002722146
0,1937783;0,000636291
0,2051935;0,000276467
0,2161694;0,0001581917
0,2273214;0,000630108
0,2383861;0,0005272194
0,2495089;0,00101507
0,2606974;0,001139403
0,2719135;0,001962474
0,2827704;0,001800391
0,2943966;0,002765808
0,305191;0,002846147
0,3163864;0,003365334
0,3163864;0,004537601
0,3497862;0,007497404
0,360827;0,003827568
0,371853;0,004032503
0,3832864;0,004521021
0,3942361;0,004869773
0,4055581;0,005004843
0,4171386;0,00502388
0,4281134;0,006331041
0,4390822;0,005264339
0,4506356;0,005476036
0,4612824;0,006094079
0,4726241;0,006103807
0,4726241;0,006093439
0,5058722;0,01338813
0,5171955;0,006477156
0,5282041;0,006829095
0,5390567;0,006640931
0,5502101;0,006458354
0,5614229;0,006492083
0,5726417;0,006587197
0,5837699;0,006693221
0,5951107;0,006530707
0,6062042;0,006515746
0,6174021;0,006471028
0,6291797;0,006429038
0,6291797;0,006541485
0,6614479;0,01185366
0,6724831;0,005723662
0,6834751;0,005875441
0,6945122;0,005671239
0,7053704;0,005288469
0,7164393;0,005130062
0,7273867;0,004815099
0,7384447;0,005047705
0,7496087;0,004365693
0,7606413;0,004627761
0,7718834;0,004452643
0,783291;0,004405603
0,783291;0,00379641
0,8169035;0,006132303
0,8278527;0,002436483
0,8388576;0,00274777
0,8500464;0,002741389
0,8612147;0,003248482
0,8721543;0,002841926
0,8834681;0,00209906
0,8945003;0,002399474
0,9054871;0,001072263
0,9167323;0,001962278
0,9278362;0,001895875
0,9389442;0,002085616
0,9389442;0,001987597
0,9722485;0,002532689
0,9834749;0,0008256694
0,9947649;0,0009422367
1,006026;0,0009916401
1,016728;0,0009782655
1,027995;0,001085357
1,038839;0,001409773
1,050015;0,001150359
1,061235;0,0007637806
1,072514;0,0004614456
1,084388;0,0005171676
1,095683;0,0007527765
1,095683;0,0005932514
1,128198;0,0004872393
1,139421;0,0003941284
1,149959;0,000115915
1,161326;0,0002689908
1,172071;0,0002887521
1,182771;0,0007177783
1,193627;0,001029286
1,204357;0,0007834104
1,215212;0,0005416952
1,226311;0,0006983731
1,237519;0,0004858591
1,248351;0,0001569281
1,248351;0,0001574345
1,281464;8,966892E-05
1,292455;7,534829E-05
1,30374;0,0003937339
1,314771;0,0007884971
1,326208;0,0004972335
1,337578;0,0002117078
1,348805;0,0001488093
1,360355;0,0003357714
1,371341;0,0001202484
1,382673;0,0002116265
1,393935;0,0002762964
1,405125;0,0002834682
1,405125;0,0005393811
1,438556;0,0006263866
1,449563;0,0001196938
1,460751;0,000185375
1,472037;0,0001698511
1,483267;0,0003960452
1,494833;0,0003211564
1,505523;0,0001361647
1,516885;0,0003811709
1,528093;9,378802E-05
1,538946;0,0001069082
1,549806;0,0002947884
1,561106;0,0002985422
1,561106;0,0003458924
1,593956;0,0004421534
1,604995;0,0003199711
1,615976;0,0004272916
1,627179;0,0003057449
1,638249;0,0004049862
1,649525;0,0002650937
1,660495;0,0001175542
1,671698;0,0001380778
1,682988;0,000281473
1,694155;0,0001159947
1,705249;0,0002005811
1,716638;0,0003883106
1,716638;0,0001077999
1,749714;0,0003217788
1,760817;0,0003010526
1,771952;0,0001624705
1,782926;0,0003830516
1,794158;0,0001113724
1,805037;0,0003896601
1,815968;0,0004312034
1,827134;0,0002269689
1,838121;0,0003734991
1,84949;0,0003955712
1,860216;0,0005456457
1,871526;0,0003253099
1,871526;0,0003823046
1,904827;0,0004067414
1,916172;0,0002200644
1,927379;0,0004104949
1,938377;0,0001973668
1,949561;4,368024E-05
1,96085;0,000165908
1,971641;0,0002511277
1,983011;7,697275E-05
1,994323;0,0001802183
