time;acceleration
0,3733333;0,0003118287
0,4693857;-1,416222E-05
0,4925742;7,160276E-06
0,5123764;3,558542E-08
0,5496035;1,169542E-07
0,5496035;-1,599198E-07
0,5823247;1,796207E-07
0,5970997;-1,635063E-07
0,5970997;8,605951E-08
0,6246634;-1,463585E-08
0,6385105;4,13643E-08
0,6515551;-6,141948E-08
0,6643075;1,74764E-08
0,6643075;9,653785E-09
0,6902523;2,933848E-08
0,7020146;3,488499E-08
0,7147197;-8,558404E-08
0,728089;9,320388E-09
0,7407379;3,393336E-08
0,7407379;4,262474E-09
0,7664486;3,573656E-09
0,777546;9,369744E-08
0,7910327;-2,240104E-07
0,8045112;1,053863E-07
0,8197703;-4,798636E-10
0,8197703;4,497898E-09
0,8455601;1,404093E-07
0,858294;-2,243061E-07
0,8717209;1,306182E-07
0,885487;-8,798466E-08
0,885487;4,232334E-08
0,9120936;8,955242E-08
0,924131;-2,327854E-07
0,9365922;1,385476E-07
0,9519867;-1,272582E-08
0,9559903;5,067569E-08
0,9559903;-1,941767E-08
0,9899687;1,761599E-07
1,001029;-3,360597E-07
1,012063;1,349483E-07
1,023126;1,925231E-08
1,034042;-1,162222E-08
1,045117;1,336096E-08
1,056393;-1,274282E-08
1,06795;-1,609129E-08
1,078381;9,141805E-09
1,08964;4,890014E-09
1,100765;2,897631E-08
1,112338;3,835225E-08
1,112338;-8,226917E-08
1,145765;3,664931E-07
1,156724;-5,993567E-07
1,168185;3,345384E-07
1,179729;-8,31885E-08
1,190677;1,99388E-07
1,201884;-2,848821E-08
1,213089;-3,159223E-07
1,223925;2,333518E-07
1,235027;-6,958814E-08
1,246214;-9,703124E-08
1,257297;1,421001E-07
1,26853;-4,420197E-08
1,26853;3,233515E-08
1,301138;8,964691E-07
1,312966;-1,695302E-06
1,323916;7,153508E-07
1,33543;1,059465E-07
1,347375;-1,889497E-07
1,358498;1,359643E-07
1,369727;3,025681E-08
1,381187;-8,153263E-08
1,393054;2,475157E-08
1,404183;-6,155697E-08
1,416036;3,51619E-08
1,427404;-3,157882E-08
1,427404;2,848403E-08
1,461647;7,859852E-07
1,472828;-1,443065E-06
1,484004;6,62889E-07
1,49527;5,360371E-08
1,506015;-7,572361E-08
1,51711;-2,474803E-09
1,528321;7,69529E-08
1,538901;-8,469829E-08
1,550061;2,466977E-09
1,561647;1,846212E-08
1,572408;5,304069E-08
1,583463;-6,982102E-08
1,583463;7,743966E-08
1,617035;4,33567E-07
1,627759;-9,271642E-07
1,638726;4,133936E-07
1,649635;-2,951017E-08
1,661089;6,481901E-08
1,672148;7,363786E-08
1,683259;-1,112803E-07
1,693888;1,335508E-07
1,70498;-6,579E-08
1,716694;1,406153E-08
1,727808;-1,025526E-07
1,738531;5,398728E-08
1,738531;-2,542272E-08
1,771566;2,801171E-07
1,782429;-3,55037E-07
1,793165;1,163822E-07
1,804329;-1,476223E-08
1,81552;-5,030596E-08
1,826164;6,083496E-08
1,837469;-5,227928E-08
1,848484;1,173558E-07
1,859435;-3,979038E-08
1,870564;8,61485E-09
1,88203;-5,334369E-08
1,893373;4,062466E-08
1,893373;-5,825181E-08
1,926968;1,416221E-07
1,93809;-1,702924E-07
1,949202;7,291308E-08
1,960566;2,644238E-08
1,971892;-4,162947E-09
1,983352;-2,426028E-08
1,994924;-2,014577E-08
2,006033;9,67267E-08
2,017371;-1,011081E-07
2,028562;1,620371E-08
2,039943;2,847963E-09
2,050894;3,083056E-08
2,050894;7,099654E-09
2,084383;7,843696E-08
2,095824;-1,89251E-07
2,107072;5,70213E-08
2,118253;6,85101E-08
2,129901;-4,949768E-09
2,141106;-2,546263E-08
2,152183;2,634362E-09
2,163172;-2,373362E-08
2,173966;-4,217238E-09
2,185787;4,328603E-08
2,196696;-4,994456E-08
2,207279;2,739765E-08
2,207279;-8,035528E-12
2,240635;7,315036E-08
2,251083;-1,147696E-07
2,262105;5,196391E-08
2,273232;-4,793118E-08
2,284398;4,08901E-08
2,295561;-7,215102E-10
2,306814;5,017075E-09
2,317846;-1,509429E-09
2,329305;-4,750537E-08
2,340659;4,330282E-08
2,351764;1,608839E-08
2,363264;-4,238471E-08
2,363264;2,438109E-08
2,396203;7,431269E-08
2,407048;-1,279389E-07
2,418099;3,637934E-08
2,429207;2,761783E-08
2,440322;-3,973205E-09
2,450967;2,787116E-08
2,462204;-5,85174E-08
