time;acceleration
0,0110358;-4,45E-09
0,0227608;-7,88E-09
0,0418964;2,76E-08
0,0464878;-1,98E-08
0,056649;1,95E-08
0,0681641;-3,33E-08
0,0799891;1,63E-08
0,0910694;-7,76E-10
0,1024638;3,88E-09
0,113753;5,67E-10
0,1248453;1,30E-09
0,1366648;-1,62E-08
0,1475313;1,96E-08
0,1586664;1,99E-08
0,1703172;-2,43E-08
0,1810047;-1,97E-08
0,1810047;-1,86E-09
0,2138412;3,16E-08
0,2249337;-1,40E-08
0,2362212;2,62E-08
0,2467202;-2,74E-08
0,2586851;3,43E-08
0,2694978;3,91E-08
0,2807521;-5,87E-08
0,2920614;6,60E-08
0,3032671;6,22E-09
0,3141326;-1,92E-07
0,3255005;1,34E-07
0,3367914;-3,38E-08
0,3367914;1,45E-07
0,3693953;4,38E-07
0,3804449;-1,02E-06
0,3917332;5,45E-07
0,4030374;-5,47E-09
0,4138442;-1,82E-07
0,4254002;1,92E-07
0,4361562;-9,41E-08
0,4471002;7,35E-08
0,4582907;-1,53E-07
0,4696182;1,19E-07
0,480746;-5,22E-08
0,4923474;-1,46E-09
0,4923474;3,42E-08
0,5255611;7,11E-07
0,5366775;-1,50E-06
0,548048;7,42E-07
0,558938;-1,31E-09
0,5699922;4,72E-09
0,5813595;-4,90E-08
0,5929518;8,23E-08
0,6040949;-1,28E-07
0,6150677;1,65E-07
0,626587;-1,34E-07
0,6378787;1,02E-07
0,6493281;-1,22E-08
0,6493281;-1,26E-08
0,6827968;3,18E-07
0,6933257;-6,83E-07
0,7042969;3,12E-07
0,7149825;2,99E-08
0,7261593;-4,58E-08
0,7368366;4,96E-08
0,747902;5,42E-08
0,7589865;-5,01E-08
0,7700992;4,06E-08
0,7811614;-5,86E-08
0,7928206;4,00E-08
0,8040844;-2,56E-08
0,8040844;-2,19E-08
0,8370841;2,39E-07
0,8484623;-4,14E-07
0,8593613;2,50E-07
0,870518;-3,77E-08
0,8819532;-3,48E-10
0,8927448;2,93E-09
0,9039213;-3,34E-08
0,9150792;3,00E-08
0,9260986;5,72E-09
0,9370204;-2,30E-08
0,948252;3,62E-08
0,9593276;-1,21E-08
0,9593276;2,97E-08
0,9925889;1,17E-07
1,004225;-2,97E-07
1,014434;1,28E-07
1,025564;8,96E-09
1,03699;-1,28E-08
1,04815;4,71E-08
1,059378;-7,31E-09
1,0705;2,93E-08
1,0818;-3,16E-08
1,093272;8,86E-10
1,104295;-5,02E-08
1,115284;1,14E-09
1,115284;6,25E-08
1,148599;2,66E-08
1,159671;-1,04E-07
1,17086;3,79E-08
1,182062;1,08E-08
1,193352;8,06E-09
1,20456;8,44E-09
1,215755;6,32E-10
1,226626;-1,82E-08
1,237765;-5,73E-09
1,24882;-3,67E-09
1,260195;4,49E-08
1,271036;-5,25E-08
1,271036;3,56E-08
1,30418;-2,53E-08
1,31526;1,02E-08
1,326127;-5,49E-10
1,337207;2,91E-08
1,348394;-3,64E-08
1,359526;4,11E-08
1,3705;-4,45E-08
1,381718;2,89E-08
1,393181;-2,20E-09
1,404469;-2,89E-08
1,415731;6,66E-08
1,426694;-1,07E-07
1,426694;3,94E-08
1,45986;5,87E-08
1,471083;-4,05E-08
1,482037;-7,45E-09
1,493128;-3,47E-08
1,504716;4,63E-08
1,515141;3,55E-08
1,526192;-8,47E-08
1,537382;6,06E-08
1,548286;-3,07E-08
1,559577;5,06E-09
1,570444;7,11E-09
1,581977;9,02E-09
1,581977;-7,44E-09
1,615221;4,78E-08
1,626465;-8,11E-08
1,637088;6,71E-08
1,648366;-9,25E-08
1,659687;6,58E-08
1,670688;6,56E-09
1,682012;-2,07E-08
1,693232;8,70E-09
1,704209;-5,31E-09
1,715457;5,36E-09
1,726611;3,88E-08
1,737638;-6,26E-08
1,737638;-1,22E-09
1,770814;1,67E-08
1,781531;1,45E-08
1,792609;1,87E-08
1,803523;-5,70E-08
1,81486;2,95E-08
1,8259;2,64E-08
1,836946;-2,95E-08
1,848326;-4,90E-09
1,859148;-6,05E-09
1,870183;2,25E-08
1,881219;2,25E-08
1,892375;-3,40E-08
1,892375;-3,95E-09
1,926159;1,89E-08
1,934261;-8,14E-09
1,945472;-2,95E-08
1,956153;2,85E-08
1,967037;3,30E-09
1,977603;-1,19E-09
1,988538;3,30E-08
1,999566;-6,68E-08
2,021665;2,56E-08
2,032761;7,93E-09
2,032761;-1,19E-08
2,06267;1,40E-08
2,076927;-1,23E-08
2,088216;3,70E-08
2,088216;-2,03E-08
