time;velocity
0;1,09E-07
0,0110358;-3,36E-07
0,0227608;-1,12E-06
0,0418964;1,64E-06
0,0464878;-3,36E-07
0,056649;1,62E-06
0,0681641;-1,72E-06
0,0799891;-9,14E-08
0,0910694;-1,69E-07
0,1024638;2,19E-07
0,113753;2,76E-07
0,1248453;4,05E-07
0,1366648;-1,22E-06
0,1475313;7,46E-07
0,1586664;2,74E-06
0,1703172;3,09E-07
0,1810047;-1,66E-06
0,1810047;-1,85E-06
0,2138412;1,31E-06
0,2249337;-9,52E-08
0,2362212;2,52E-06
0,2467202;-2,15E-07
0,2586851;3,21E-06
0,2694978;7,12E-06
0,2807521;1,25E-06
0,2920614;7,85E-06
0,3032671;8,47E-06
0,3141326;-1,08E-05
0,3255005;2,63E-06
0,3367914;-7,50E-07
0,3367914;1,38E-05
0,3693953;5,76E-05
0,3804449;-4,49E-05
0,3917332;9,59E-06
0,4030374;9,04E-06
0,4138442;-9,14E-06
0,4254002;1,01E-05
0,4361562;6,95E-07
0,4471002;8,04E-06
0,4582907;-7,27E-06
0,4696182;4,68E-06
0,480746;-5,45E-07
0,4923474;-6,91E-07
0,4923474;2,73E-06
0,5255611;7,39E-05
0,5366775;-7,65E-05
0,548048;-2,38E-06
0,558938;-2,51E-06
0,5699922;-2,04E-06
0,5813595;-6,94E-06
0,5929518;1,29E-06
0,6040949;-1,15E-05
0,6150677;5,05E-06
0,626587;-8,33E-06
0,6378787;1,89E-06
0,6493281;6,70E-07
0,6493281;-5,86E-07
0,6827968;3,12E-05
0,6933257;-3,71E-05
0,7042969;-5,89E-06
0,7149825;-2,90E-06
0,7261593;-7,48E-06
0,7368366;-2,52E-06
0,747902;2,91E-06
0,7589865;-2,10E-06
0,7700992;1,96E-06
0,7811614;-3,90E-06
0,7928206;9,70E-08
0,8040844;-2,46E-06
0,8040844;-4,65E-06
0,8370841;1,93E-05
0,8484623;-2,21E-05
0,8593613;2,90E-06
0,870518;-8,68E-07
0,8819532;-9,03E-07
0,8927448;-6,10E-07
0,9039213;-3,95E-06
0,9150792;-9,55E-07
0,9260986;-3,83E-07
0,9370204;-2,68E-06
0,948252;9,36E-07
0,9593276;-2,75E-07
0,9593276;2,70E-06
0,9925889;1,44E-05
1,004225;-1,53E-05
1,014434;-2,52E-06
1,025564;-1,62E-06
1,03699;-2,91E-06
1,04815;1,80E-06
1,059378;1,07E-06
1,0705;4,00E-06
1,0818;8,48E-07
1,093272;9,37E-07
1,104295;-4,08E-06
1,115284;-3,97E-06
1,115284;2,28E-06
1,148599;4,94E-06
1,159671;-5,42E-06
1,17086;-1,62E-06
1,182062;-5,48E-07
1,193352;2,59E-07
1,20456;1,10E-06
1,215755;1,17E-06
1,226626;-6,54E-07
1,237765;-1,23E-06
1,24882;-1,59E-06
1,260195;2,90E-06
1,271036;-2,35E-06
1,271036;1,22E-06
1,30418;-1,31E-06
1,31526;-2,90E-07
1,326127;-3,45E-07
1,337207;2,56E-06
1,348394;-1,08E-06
1,359526;3,03E-06
1,3705;-1,42E-06
1,381718;1,46E-06
1,393181;1,24E-06
1,404469;-1,64E-06
1,415731;5,02E-06
1,426694;-5,66E-06
1,426694;-1,72E-06
1,45986;4,15E-06
1,471083;9,54E-08
1,482037;-6,49E-07
1,493128;-4,12E-06
1,504716;5,12E-07
1,515141;4,06E-06
1,526192;-4,41E-06
1,537382;1,65E-06
1,548286;-1,42E-06
1,559577;-9,10E-07
1,570444;-1,99E-07
1,581977;7,03E-07
1,581977;-4,08E-08
1,615221;4,74E-06
1,626465;-3,37E-06
1,637088;3,34E-06
1,648366;-5,91E-06
1,659687;6,70E-07
1,670688;1,33E-06
1,682012;-7,47E-07
1,693232;1,22E-07
1,704209;-4,09E-07
1,715457;1,27E-07
1,726611;4,01E-06
1,737638;-2,25E-06
1,737638;-2,37E-06
1,770814;-7,02E-07
1,781531;7,45E-07
1,792609;2,61E-06
1,803523;-3,09E-06
1,81486;-1,40E-07
1,8259;2,50E-06
1,836946;-4,51E-07
1,848326;-9,41E-07
1,859148;-1,55E-06
1,870183;7,08E-07
1,881219;2,95E-06
1,892375;-4,50E-07
1,892375;-8,46E-07
1,926159;1,05E-06
1,934261;2,34E-07
1,945472;-2,72E-06
1,956153;1,38E-07
1,967037;4,67E-07
1,977603;3,48E-07
1,988538;3,65E-06
1,999566;-3,03E-06
2,021665;-4,73E-07
2,032761;3,20E-07
2,032761;-8,71E-07
2,06267;5,30E-07
2,076927;-7,04E-07
2,088216;3,00E-06
2,088216;9,66E-07
2,110765;-1,70E-06
2,122218;-2,67E-06
2,133432;2,14E-06
2,144579;-1,52E-06
2,15611;-2,66E-07
2,166981;1,93E-06
2,178486;-1,46E-06
2,189602;-7,59E-07
2,200608;-2,17E-07
2,219369;2,20E-07
2,223197;7,40E-07
2,234257;1,57E-06
2,245044;-2,67E-06
2,256322;1,79E-06
2,267447;-2,04E-06
2,278915;-1,34E-07
2,289555;5,09E-07
2,30083;2,62E-06
2,312174;-1,51E-06
2,323588;1,72E-06
2,335195;-1,28E-06
2,346188;-1,90E-06
2,357597;1,92E-06
2,37602;-1,10E-06
2,379608;-3,85E-07
2,391194;1,00E-06
2,402415;-4,32E-07
2,413505;2,36E-06
2,424955;-1,32E-06
2,436703;4,95E-07
2,447885;-1,50E-06
2,45867;1,85E-07
2,470085;-1,03E-06
2,481395;2,63E-06
2,492981;-4,69E-07
2,504149;-2,14E-06
2,515049;4,93E-07
2,515049;-1,55E-06
2,54813;4,15E-06
2,558289;-1,83E-07
2,569118;-1,65E-06
2,580247;-1,00E-07
2,591277;-6,58E-07
2,60235;2,41E-07
2,613266;3,85E-06
2,624417;-4,31E-06
2,635696;-6,28E-07
2,646768;1,93E-06
2,657836;-4,77E-07
2,669356;1,89E-07
2,688114;5,88E-07
2,691409;-4,16E-07
2,703003;7,25E-07
2,71416;-8,04E-07
2,725126;-9,72E-07
2,736296;4,04E-07
2,747399;1,97E-07
2,758453;-1,17E-06
2,769785;3,47E-06
2,780621;-3,95E-06
2,792372;2,11E-06
2,803021;-1,26E-06
2,814267;6,77E-07
2,825325;-1,02E-06
2,825325;-5,65E-07
2,858406;2,90E-06
2,868577;-2,61E-06
2,879448;1,66E-06
2,890619;-6,32E-07
2,901789;2,02E-07
2,913028;9,88E-07
2,924232;-7,80E-07
2,935243;8,38E-08
2,946255;-1,27E-06
2,957535;2,21E-06
2,968395;5,73E-07
2,979814;-2,65E-06
2,979814;1,32E-06
3,013499;4,33E-06
3,024365;-5,65E-06
3,03575;4,92E-07
3,04682;1,55E-07
3,057889;4,12E-07
3,069062;7,38E-07
3,080308;-1,38E-06
3,091614;4,17E-07
3,102465;-1,54E-06
3,113451;1,49E-06
3,124503;-1,05E-06
3,136195;1,65E-06
3,154854;-1,30E-06
3,15764;1,39E-06
3,168685;3,17E-07
3,179652;-1,85E-06
3,190614;1,03E-07
3,201757;4,42E-08
3,212875;1,23E-06
3,224006;-1,63E-06
3,235322;1,26E-07
3,246635;2,35E-06
3,258245;-2,08E-06
3,269107;8,62E-07
3,280398;-3,60E-07
3,291393;2,43E-06
3,310209;-3,76E-06
3,313856;2,12E-06
3,325063;-5,44E-07
3,336469;1,08E-06
3,347403;-8,21E-07
3,358636;-4,64E-07
3,369872;-7,14E-07
3,380826;-1,55E-07
