time;distance
0;0,0002552938
0;8,792192E-05
0,0175868;0,001019992
0,0264123;0,0004716671
0,0351852;0,0002621122
0,04664961;0,0003076258
0,05716731;8,962644E-05
0,06783511;0,0002804054
0,07862031;0,0003799525
0,08923911;0,0002198757
0,1001105;0,0001712364
0,110806;0,0002959105
0,1217475;0,0003167905
0,1324287;0,0002605018
0,143328;0,0002914801
0,1547908;0,0006440375
0,1724613;0,0002285445
0,177037;0,0002352779
0,1875898;0,0003468966
0,1980073;7,696527E-05
0,2090813;0,0003411025
0,2202636;0,0004506825
0,2315354;0,0004493943
0,2427045;0,0002998361
0,2553065;0,000594701
0,2653778;0,000417709
0,2767206;0,0008486803
0,2879835;0,0007953872
0,2993982;0,001870551
0,3114163;0,00146168
0,3114163;0,001880466
0,344737;0,003607076
0,3566195;0,002400569
0,3678492;0,002465666
0,3798931;0,003336589
0,3918572;0,004158916
0,4034291;0,004701138
0,4143903;0,005317213
0,4263011;0,005490987
0,4375105;0,005562779
0,4487638;0,006441979
0,4602039;0,00730648
0,4715013;0,005969808
0,4715013;0,006728966
0,5057317;0,01364889
0,5174849;0,007074099
0,5174849;0,006819448
0,5405091;0,006212417
0,5518324;0,006218986
0,5632203;0,005592737
0,5748872;0,005667022
0,5864311;0,005547848
0,5981504;0,004995365
0,6093272;0,00527154
0,6212724;0,004458432
0,6325443;0,004631653
0,6508646;0,004404341
0,654266;0,004345324
0,6653889;0,004223154
0,6765091;0,003860035
0,687642;0,003726288
0,6987333;0,003514276
0,7098048;0,003521088
0,7208521;0,003192954
0,7317743;0,003487807
0,7427571;0,00331138
0,7536857;0,003161048
0,764824;0,003118773
0,7757444;0,002878043
0,7869307;0,002632871
0,8053926;0,002830911
0,8087315;0,002822733
0,8198519;0,002795487
0,8310898;0,00249348
0,8421808;0,002828545
0,8532121;0,002716645
0,8640969;0,002637765
0,8753071;0,002427613
0,8863125;0,002560017
0,8974013;0,002260497
0,9085664;0,002119745
0,9199287;0,002257476
0,9312543;0,002000845
0,9423974;0,001997483
0,9609524;0,001872553
0,9643061;0,001794518
0,975863;0,001379318
0,9870679;0,00134121
0,9982209;0,001385399
1,009139;0,001356367
1,02035;0,001097131
1,031713;0,001255039
1,042314;0,0009295942
1,053234;0,001084051
1,064202;0,0006808919
1,074999;0,0004704708
1,086201;0,0006068735
1,097169;0,0005909576
1,115987;0,0005919094
1,119606;0,0005611583
1,13032;0,0001926569
1,141534;0,0004888946
1,152512;0,0004749038
1,163978;0,0003960105
1,175179;0,0003146998
1,186326;0,0001996702
1,197576;0,0002678941
1,208718;0,0003610998
1,219762;0,0002570243
1,230959;0,0002499522
1,24206;0,000316845
1,253342;0,0004768515
1,272418;0,00047789
1,275291;0,0004146993
1,286569;0,0003830558
1,297827;0,0005639293
1,308913;0,0004339891
1,320353;0,0005671771
1,331828;0,0003929493
1,342562;0,0003467021
1,353911;0,000354236
1,365073;0,0003483061
1,375955;0,0003706428
1,387073;0,0002922921
1,398046;0,0003960849
1,408801;0,000616672
1,426993;0,0002295161
1,430594;0,0002778714
1,441748;0,0004020758
1,452754;0,0002682126
1,463874;0,0003018509
1,474937;0,0001760205
1,485987;0,0003275683
1,497187;6,910983E-05
1,508355;0,0002567295
1,519797;0,000216958
1,530778;0,000304507
1,542263;0,0003065855
1,553374;0,0002319978
1,564653;0,0002083055
1,582883;0,0002488813
1,586738;0,0002669739
1,597935;0,0001481016
1,608836;0,0003565391
1,619864;0,0004083128
1,630822;0,0002482865
1,641975;0,0004524819
1,653173;0,0005015694
1,664586;0,0004008173
1,675616;0,000404012
1,686531;0,0002259811
1,697726;0,0007686346
1,709074;0,0001373446
1,720348;0,0001336803
1,738925;0,0002152709
1,742279;0,0001261033
1,753566;0,0001633825
1,764553;5,134133E-05
1,775289;0,0002254024
1,786417;0,0003111438
1,797473;4,460885E-05
1,808522;0,0001634982
1,819754;0,0001107214
1,830781;0,0002688851
1,84177;0,0001829372
1,852733;9,658412E-05
1,864139;9,038747E-05
1,875257;0,0002084016
1,894727;7,009417E-05
1,897746;0,0001836174
1,90859;0,0002384142
1,919671;0,0001671124
1,931034;0,0002657032
1,941834;0,0002100598
1,95314;0,0003463985
1,964217;0,0002210053
1,975363;0,0002090382
1,986669;0,0001744837
1,997462;0,0002878863
2,008622;0,0003918596
2,019886;0,0003106392
2,031008;0,0003567982
2,050475;0,0002698596
2,053381;0,0001369709
2,064285;0,0001316056
2,07545;0,0002093556
2,086482;0,0001666122
2,097395;0,0002701447
2,108613;0,0002493934
2,119566;0,0001665327
2,130894;0,0004213155
2,141807;4,865696E-05
2,152791;0,000161676
2,163905;0,0001465744
2,175084;8,272809E-05
2,186197;0,0002280819
2,186197;0,0003941967
2,219443;0,0003316946
2,23066;0,0005802782
2,242212;0,0001951058
2,252846;0,0004332624
2,263985;0,0002042658
2,275389;0,0002956068
2,286206;0,0001575156
2,297337;0,0002084962
2,308269;0,0003481665
2,319293;0,0003296102
2,330729;0,0004939421
2,34184;0,0001789418
2,360348;0,000328915
2,363441;0,0002994424
2,374971;0,0004901644
2,385898;8,705121E-05
2,396742;0,0001714341
2,407782;0,0002425876
2,41941;0,0001232855
2,431027;0,000586245
2,441295;0,0003187994
2,452337;0,0006284395
2,463985;0,000295215
2,474799;0,0001762769
2,486045;0,0001796821
2,497258;0,0001057788
2,515682;0,0008456165
2,518989;0,0002895804
2,530248;0,000268495
2,541348;0,0003406529
2,552386;0,0002576484
2,563366;0,0002154834
2,57541;0,0003754338
2,585806;5,422503E-05
2,596879;0,0002164778
2,608141;0,0001046718
2,619328;0,0002282207
2,630726;0,0004424431
2,641813;0,0002983552
2,653195;0,0001724573
2,671168;0,0002630396
2,675236;0,000335227
2,686473;6,69151E-05
2,697354;0,000155374
2,708452;0,0002365902
2,719439;0,0001761254
2,730699;0,0002911075
2,741486;0,0002139019
2,75254;0,0002065705
2,763649;0,000241318
2,774668;0,0002670618
2,785893;0,0003262658
2,796632;0,0002102201
2,807708;0,0002638628
2,826117;0,0001762569
2,829711;0,0002200044
2,841007;0,0001810832
2,851905;0,0001890194
2,863037;0,0004215774
2,874223;0,0001599201
2,88577;0,0001799786
2,89675;0,0002005088
2,907943;0,000181814
2,919059;0,0001678459
2,930254;0,0003039161
2,9413;0,0002685357
2,9525;0,0002219703
2,963681;0,0001577361
2,982894;0,0001636146
2,985917;0,000268132
2,997015;0,0001189011
3,008001;0,0002611794
3,01928;0,0001496279
3,030466;0,0003068283
3,041282;0,0002402833
3,052284;0,0002439251
3,063079;0,0002175464
3,074085;0,0001732545
3,085177;0,0001801237
3,096458;7,278603E-05
3,107124;0,0001322074
3,118571;0,0001412081
3,137058;0,0002335459
3,14054;0,0001756961
3,15173;0,0002896024
3,163127;0,0001873198
3,174495;0,0001678132
3,185557;0,0005688251
3,196801;0,0001770223
3,207743;0,0004030349
3,219206;0,0001262854
3,230397;0,0002012209
3,241083;0,0001905127
3,252489;0,000161006
3,263361;0,0002035514
3,274692;0,0003251655
3,293314;0,0003293501
3,296786;0,0002501968
3,30814;0,0001124343
3,319078;0,0001407102
3,33018;0,0004550518
3,341127;0,0001762899
3,352554;0,0001979436
3,363404;0,0003898474
3,37445;0,0003343093
3,385971;0,0004009026
3,3968;0,0002171307
3,408755;0,0002303802
