time;distance
0;0,000203782
0;0,000214688
0,0110358;0,000181122
0,0227608;6,88E-05
0,0418964;0,000232911
0,0464878;0,000199345
0,056649;0,000361156
0,0681641;0,000189486
0,0799891;0,000180342
0,0910694;0,000163443
0,1024638;0,000185335
0,113753;0,000212898
0,1248453;0,000253424
0,1366648;0,000131589
0,1475313;0,00020623
0,1586664;0,000480059
0,1703172;0,000510962
0,1810047;0,000344873
0,1810047;0,000160179
0,2138412;0,000291135
0,2249337;0,000281614
0,2362212;0,000533672
0,2467202;0,000512215
0,2586851;0,000833501
0,2694978;0,001545754
0,2807521;0,001670529
0,2920614;0,002455256
0,3032671;0,003302197
0,3141326;0,002224663
0,3255005;0,002487955
0,3367914;0,002412922
0,3367914;0,003790249
0,3693953;0,009549851
0,3804449;0,005061047
0,3917332;0,006019666
0,4030374;0,006923595
0,4138442;0,006009989
0,4254002;0,007020052
0,4361562;0,007089584
0,4471002;0,007894081
0,4582907;0,007166963
0,4696182;0,007634517
0,480746;0,007580031
0,4923474;0,007510942
0,4923474;0,007784283
0,5255611;0,01517145
0,5366775;0,007518667
0,548048;0,007280914
0,558938;0,00703009
0,5699922;0,00682648
0,5813595;0,006132418
0,5929518;0,006261326
0,6040949;0,005113155
0,6150677;0,005618019
0,626587;0,004785155
0,6378787;0,004973995
0,6493281;0,00504098
0,6493281;0,00498239
0,6827968;0,008100748
0,6933257;0,004393895
0,7042969;0,003805088
0,7149825;0,003514951
0,7261593;0,00276713
0,7368366;0,002515422
0,747902;0,002806006
0,7589865;0,002596066
0,7700992;0,002791646
0,7811614;0,002401627
0,7928206;0,002411327
0,8040844;0,002165408
0,8040844;0,001700831
0,8370841;0,003629359
0,8484623;0,00142089
0,8593613;0,001710862
0,870518;0,001624012
0,8819532;0,001533682
0,8927448;0,001472675
0,9039213;0,001077531
0,9150792;0,000981984
0,9260986;0,000943687
0,9370204;0,000675432
0,948252;0,000768998
0,9593276;0,000741452
0,9593276;0,001010966
0,9925889;0,002446641
1,004225;0,000913296
1,014434;0,000661432
1,025564;0,000499173
1,03699;0,000208494
1,04815;0,000388758
1,059378;0,000495916
1,0705;0,000896414
1,0818;0,000981244
1,093272;0,001074929
1,104295;0,000666521
1,115284;0,000269502
1,115284;0,000497378
1,148599;0,000991172
1,159671;0,000449435
1,17086;0,000286979
1,182062;0,000232213
