id;target number;weight level;time;;total time
5;1;heavy;3,964432
5;2;heavy;1,222224
5;3;heavy;1,600003
5;4;heavy;0,9888902
5;5;heavy;1,555558
5;6;heavy;1,333336
5;7;heavy;1,033335
5;8;heavy;1,422225
5;9;heavy;1,300002
5;10;heavy;0,9888902
5;11;heavy;1,155557
5;12;heavy;0,9666679
5;13;heavy;1,077779
5;14;heavy;1,211113
5;15;heavy;1,188891
5;16;heavy;1,222224
5;17;heavy;1,166668
5;18;heavy;1,288891
5;19;heavy;1,133335
5;20;heavy;1,422225
5;21;heavy;1,322224
5;22;heavy;1,644447
5;23;heavy;1,100002
5;24;heavy;1,077779
5;25;heavy;1,311113
5;26;heavy;1,100002
5;27;heavy;1,555558
5;28;heavy;1,944448
5;29;heavy;1,17778
5;30;heavy;1,066668
5;31;heavy;1,144446
5;32;heavy;0,9333345
5;33;heavy;1,466669
5;34;heavy;1,533336
5;35;heavy;1,000001
5;36;heavy;1,411114
5;37;heavy;1,322224
5;38;heavy;1,077779
5;39;heavy;1,233335
5;40;heavy;1,322224
5;41;heavy;1,144446
5;42;heavy;1,322224
5;43;heavy;1,200002
5;44;heavy;1,077779
5;45;heavy;1,17778
5;46;heavy;1,17778
5;47;heavy;0,9666679
5;48;heavy;1,111113
5;49;heavy;1,011112
5;50;heavy;1,322224
5;51;heavy;1,233335
;;;;;65,73119
5;1;medium;1,88667
5;2;medium;1,022224
5;3;medium;0,977779
5;4;medium;1,055557
5;5;medium;1,077779
5;6;medium;1,122224
5;7;medium;1,044446
5;8;medium;1,155557
5;9;medium;1,100002
5;10;medium;1,144446
5;11;medium;1,044446
5;12;medium;0,9222233
5;13;medium;1,188891
5;14;medium;1,544447
5;15;medium;1,122224
5;16;medium;1,055557
5;17;medium;1,411114
5;18;medium;1,17778
5;19;medium;1,122224
5;20;medium;1,211113
5;21;medium;1,27778
5;22;medium;1,566669
5;23;medium;1,08889
5;24;medium;1,044446
5;25;medium;1,200002
5;26;medium;1,511114
5;27;medium;1,522225
5;28;medium;1,08889
5;29;medium;1,100002
5;30;medium;1,111113
5;31;medium;1,244446
5;32;medium;1,300002
5;33;medium;0,9666679
5;34;medium;1,233335
5;35;medium;1,166668
5;36;medium;1,111113
5;37;medium;1,388891
5;38;medium;1,366669
5;39;medium;1,933337
5;40;medium;1,188891
5;41;medium;1,08889
5;42;medium;1,255558
5;43;medium;1,233335
5;44;medium;1,100002
5;45;medium;1,111113
5;46;medium;1,355558
5;47;medium;1,488891
5;48;medium;1,288891
5;49;medium;0,900001
5;50;medium;1,577781
5;51;medium;1,155557
;;;;;62,35344
5;1;light;2,986663
5;2;light;1,255558
5;3;light;1,566669
5;4;light;0,9333345
5;5;light;1,355558
5;6;light;1,011112
5;7;light;1,100002
5;8;light;1,033335
5;9;light;1,200002
5;10;light;1,122224
5;11;light;1,355558
5;12;light;0,9444456
5;13;light;1,111113
5;14;light;1,433336
5;15;light;1,311113
5;16;light;1,066668
5;17;light;1,17778
5;18;light;1,311113
5;19;light;1,355558
5;20;light;1,100002
5;21;light;1,333336
5;22;light;1,37778
5;23;light;1,122224
5;24;light;1,211113
5;25;light;1,055557
5;26;light;1,188891
5;27;light;1,133335
5;28;light;1,188891
5;29;light;1,322224
5;30;light;0,9888902
5;31;light;1,122224
5;32;light;0,8777788
5;33;light;0,9666679
5;34;light;1,033335
5;35;light;1,688892
5;36;light;1,188891
5;37;light;1,588892
5;38;light;1,588892
5;39;light;1,077779
5;40;light;1,033335
5;41;light;1,111113
5;42;light;1,322224
5;43;light;1,700003
5;44;light;1,266669
5;45;light;1,455558
5;46;light;1,077779
5;47;light;1,611114
5;48;light;1,188891
5;49;light;0,9444456
5;50;light;0,9888902
5;51;light;1,411114
;;;;;63,89788
5;1;heavy;3,197772
5;2;heavy;1,300002
5;3;heavy;1,122224
5;4;heavy;1,188891
5;5;heavy;1,111113
5;6;heavy;0,9555568
5;7;heavy;1,022224
5;8;heavy;0,9222233
5;9;heavy;1,27778
5;10;heavy;1,266669
5;11;heavy;1,044446
5;12;heavy;1,255558
5;13;heavy;1,011112
5;14;heavy;1,08889
5;15;heavy;1,444447
5;16;heavy;1,588892
5;17;heavy;1,422225
5;18;heavy;1,366669
5;19;heavy;1,100002
5;20;heavy;1,400002
5;21;heavy;1,055557
5;22;heavy;1,255558
5;23;heavy;1,344447
5;24;heavy;1,366669
5;25;heavy;1,555558
5;26;heavy;1,111113
5;27;heavy;1,37778
5;28;heavy;1,144446
5;29;heavy;1,066668
5;30;heavy;1,344447
5;31;heavy;1,233335
5;32;heavy;1,188891
5;33;heavy;1,600003
5;34;heavy;1,08889
5;35;heavy;1,422225
5;36;heavy;1,633336
5;37;heavy;0,9444456
5;38;heavy;1,877781
5;39;heavy;1,155557
5;40;heavy;1,966671
5;41;heavy;1,200002
5;42;heavy;1,166668
5;43;heavy;1,266669
5;44;heavy;1,155557
5;45;heavy;1,133335
5;46;heavy;1,300002
5;47;heavy;1,022224
5;48;heavy;1,344447
5;49;heavy;1,011112
5;50;heavy;1,577781
5;51;heavy;1,211113
;;;;;66,20898
5;1;medium;3,786656
5;2;medium;1,17778
5;3;medium;1,544447
5;4;medium;1,200002
5;5;medium;1,233335
5;6;medium;1,022224
5;7;medium;1,17778
5;8;medium;1,011112
5;9;medium;1,611114
5;10;medium;1,055557
5;11;medium;1,133335
5;12;medium;1,033335
5;13;medium;1,022224
5;14;medium;1,144446
5;15;medium;1,488891
5;16;medium;1,322224
5;17;medium;1,188891
5;18;medium;1,255558
5;19;medium;1,144446
5;20;medium;1,188891
5;21;medium;1,133335
5;22;medium;1,27778
5;23;medium;0,9444456
5;24;medium;1,111113
5;25;medium;1,444447
5;26;medium;1,000001
5;27;medium;1,144446
5;28;medium;1,744448
5;29;medium;1,155557
5;30;medium;1,17778
5;31;medium;1,155557
5;32;medium;1,322224
5;33;medium;1,366669
5;34;medium;1,211113
5;35;medium;1,200002
5;36;medium;1,211113
5;37;medium;1,155557
5;38;medium;1,155557
5;39;medium;1,644447
5;40;medium;1,055557
5;41;medium;1,066668
5;42;medium;1,344447
5;43;medium;1,144446
5;44;medium;1,122224
5;45;medium;1,077779
5;46;medium;1,466669
5;47;medium;1,011112
5;48;medium;1,200002
5;49;medium;1,333336
5;50;medium;1,411114
5;51;medium;1,08889
;;;;;64,62008
5;1;light;3,06444
5;2;light;1,100002
5;3;light;0,9666679
5;4;light;1,300002
5;5;light;1,044446
5;6;light;1,055557
5;7;light;1,17778
5;8;light;1,066668
5;9;light;0,8666676
5;10;light;0,9444456
5;11;light;1,188891
5;12;light;1,166668
5;13;light;1,27778
5;14;light;1,366669
5;15;light;1,044446
5;16;light;1,066668
5;17;light;1,022224
5;18;light;1,066668
5;19;light;1,055557
5;20;light;1,133335
5;21;light;1,122224
5;22;light;1,000001
5;23;light;1,222224
5;24;light;1,188891
5;25;light;1,255558
5;26;light;1,08889
5;27;light;1,08889
5;28;light;0,900001
5;29;light;1,488891
5;30;light;1,244446
5;31;light;1,144446
5;32;light;1,188891
5;33;light;1,37778
5;34;light;1,566669
5;35;light;1,033335
5;36;light;1,122224
5;37;light;1,433336
5;38;light;1,466669
5;39;light;1,188891
5;40;light;1,47778
5;41;light;1,300002
5;42;light;1,37778
5;43;light;1,166668
5;44;light;1,622225
5;45;light;1,233335
5;46;light;1,133335
5;47;light;0,9666679
5;48;light;1,266669
5;49;light;1,08889
5;50;light;1,200002
5;51;light;1,222224
;;;;;62,15342
